ticker,event_date,momentum_pct,filtered_dirname,quote_data_file,status,error,filtered_row_count,filtered_distinct_sip_ts,filtered_dedup_ratio,quote_data_row_count,coverage_ratio,filtered_min_sip_ts,filtered_max_sip_ts,quote_data_min_ts,quote_data_max_ts,span_ratio
TLS,2023-11-10,30.26,TLS_2023-11-10_30.26,TLS_quotes_2023_11_10.parquet,OK,,85614,85614,1.0,27360,0.3195739014647137,1699347540116440270,1700089200177230941,1699606740041673666,1699663036199043150,0.07590560736069249
LITM,2022-10-21,34.63,LITM_2022-10-21_34.63,LITM_quotes_2022_10_21.parquet,OK,,28336,28336,1.0,12416,0.43817052512704685,1666080000035149374,1666827733987030847,1666339200036606400,1666396291171067109,0.07635220296878908
INTZ,2023-11-08,39.47,INTZ_2023-11-08_39.47,INTZ_quotes_2023_11_08.parquet,OK,,21718,21718,1.0,7558,0.34800626208674834,1698998340056479291,1700009998881650821,1699433940054893875,1699491599548932284,0.05699499930585061
STIM,2021-05-04,49.56,STIM_2021-05-04_49.56,STIM_quotes_2021_05_04.parquet,OK,,62216,62216,1.0,30675,0.49304037546611806,1619683200283073996,1620422756760007824,1620115200284160576,1620172678343618373,0.07771963501164748
JILL,2021-03-15,39.84,JILL_2021-03-15_39.84,JILL_quotes_2021_03_15.parquet,OK,,78788,77188,0.9796923389348632,20526,0.260521906889374,1615366800084548096,1616112000555802112,1615801031459789568,1615849106615072256,0.06451305002771617
ECOR,2021-01-20,37.89,ECOR_2021-01-20_37.89,ECOR_quotes_2021_01_20.parquet,OK,,72433,72433,1.0,12276,0.1694807615313462,1610614800056600927,1611622758588791177,1611133200061951237,1611189146929287575,0.055505127988517436
CGC,2024-03-18,34.09,CGC_2024-03-18_34.09,CGC_quotes_2024_03_18.parquet,OK,,712570,712570,1.0,123051,0.17268619223374546,1710316740020614703,1711065587816571446,1710748740114537627,1710806296120434614,0.0768594181724903
BBAI,2023-01-30,71.07,BBAI_2023-01-30_71.07,BBAI_quotes_2023_01_30.parquet,OK,,376455,361874,0.961267614987183,160686,0.42683986133800855,1674637201255618816,1675385512024479488,1675069201315052288,1675126787088162304,0.07695435573871569
COGT,2022-06-10,119.55,COGT_2022-06-10_119.55,COGT_quotes_2022_06_10.parquet,OK,,392690,392690,1.0,232214,0.5913417708625124,1654588800027450750,1655335349145085992,1654848000026714118,1654905590695280615,0.0771425043658485
CGEM,2022-05-12,32.28,CGEM_2022-05-12_32.28,CGEM_quotes_2022_05_12.parquet,OK,,105465,105465,1.0,59557,0.5647086711231214,1652083200153910906,1652821461536882074,1652256061960119793,1652399899372781778,0.1948326378431234
EDBL,2024-10-22,32.72,EDBL_2024-10-22_32.72,EDBL_quotes_2024_10_22.parquet,OK,,110701,110701,1.0,13191,0.11915881518685469,1729151940178197611,1729900775155190554,1729583940017270080,1729641560184366335,0.07694641525378162
SNES,2023-11-13,39.58,SNES_2023-11-13_39.58,SNES_quotes_2023_11_13.parquet,OK,,36501,36499,0.9999452069806307,27690,0.7586093531684064,1699347540086478141,1700182200000168193,1699865940021026458,1699923565116660179,0.06904020989693758
EDSA,2021-01-20,43.42,EDSA_2021-01-20_43.42,EDSA_quotes_2021_01_20.parquet,OK,,18765,18765,1.0,10251,0.5462829736211031,1610614800041231890,1611615602341703091,1611133200045306216,1611181449457937816,0.04821073313768669
AEHR,2021-07-21,47.26,AEHR_2021-07-21_47.26,AEHR_quotes_2021_07_21.parquet,OK,,636237,636237,1.0,71102,0.11175395332242545,1626422400003550579,1627343994108230011,1626854400010692191,1626911973244067178,0.062471355971849794
NDRA,2024-10-22,193.21,NDRA_2024-10-22_193.21,NDRA_quotes_2024_10_22.parquet,OK,,280873,280873,1.0,158441,0.5641019250693374,1729151940120969335,1729900713538687198,1729583940118617359,1729641599595207783,0.07700523980426617
RCON,2020-09-29,32.23,RCON_2020-09-29_32.23,RCON_quotes_2020_09_29.parquet,OK,,7085,7085,1.0,4127,0.5824982357092449,1600934400024335872,1601680562438061701,1601366400024618104,1601422081914946566,0.07462435698204685
CPSH,2020-07-07,30.17,CPSH_2020-07-07_30.17,CPSH_quotes_2020_07_07.parquet,OK,,28498,28498,1.0,4080,0.14316794160993754,1593590400032846691,1594425585504970155,1594108800032966124,1594166338450003052,0.06889298120887596
FEIM,2024-07-23,38.61,FEIM_2024-07-23_38.61,FEIM_quotes_2024_07_23.parquet,OK,,17342,17342,1.0,7549,0.4353015799792411,1721289540049929823,1722029201323167234,1721721540098530057,1721779173494115267,0.0779186333941148
GEG,2021-03-02,40.58,GEG_2021-03-02_40.58,GEG_quotes_2021_03_02.parquet,OK,,17539,17539,1.0,12393,0.7065967272934602,1614243600035819330,1614990862375370574,1614675600036323004,1614731381542097209,0.07464782155046601
ABVC,2022-06-13,64.44,ABVC_2022-06-13_64.44,ABVC_quotes_2022_06_13.parquet,OK,,7291,7291,1.0,2569,0.3523522150596626,1654675200039993239,1655417552691359306,1655107200042179299,1655164689463634610,0.07744219859593654
CDIO,2024-01-02,42.97,CDIO_2024-01-02_42.97,CDIO_quotes_2024_01_02.parquet,OK,,244122,244122,1.0,84123,0.34459409639442573,1703667540080375259,1704502787939662871,1704185940056173436,1704243587754939432,0.06901867287054657
LNKS,2024-12-12,77.88,LNKS_2024-12-12_77.88,LNKS_quotes_2024_12_12.parquet,OK,,12127,12127,1.0,3655,0.301393584563371,1733734740094390660,1734482744748234602,1733993940078700562,1734051356512424963,0.07675946055862365
OXBR,2020-06-19,192.48,OXBR_2020-06-19_192.48,OXBR_quotes_2020_06_19.parquet,OK,,28259,28259,1.0,21055,0.7450723663257723,1592294400050499009,1593043199051405158,1592553600050702573,1592611120762691830,0.07681729265083032
IVDA,2024-12-20,33.62,IVDA_2024-12-20_33.62,IVDA_quotes_2024_12_20.parquet,OK,,33122,33122,1.0,3264,0.09854477386631243,1734425940060319621,1735260356837689153,1734685140136991130,1734741448809348499,0.06748267039270232
ROOT,2024-02-23,30.85,ROOT_2024-02-23_30.85,ROOT_quotes_2024_02_23.parquet,OK,,217972,217972,1.0,44149,0.20254436349622887,1708419540032035108,1709168264608452820,1708678740109633962,1708736344366225175,0.07693651097553354
PRQR,2022-12-22,87.88,PRQR_2022-12-22_87.88,PRQR_quotes_2022_12_22.parquet,OK,,309934,309934,1.0,257279,0.8301089909464596,1671440400046175693,1672275596446557252,1671699600019971395,1671757172031706637,0.06893230347848753
HLP,2023-12-15,37.76,HLP_2023-12-15_37.76,HLP_quotes_2023_12_15.parquet,OK,,49516,49516,1.0,32170,0.649688989417562,1702371540033423454,1703118432274956749,1702630740007767191,1702688399575617923,0.07719931289199454
BTOG,2024-01-26,70.25,BTOG_2024-01-26_70.25,BTOG_quotes_2024_01_26.parquet,OK,,13418,13418,1.0,2786,0.20763153972276047,1706000340079616567,1706745856205791025,1706259540069963658,1706317134758055271,0.07725478506703058
SYPR,2020-07-28,194.52,SYPR_2020-07-28_194.52,SYPR_quotes_2020_07_28.parquet,OK,,101377,101377,1.0,87868,0.8667449224183,1595491200045601422,1596239982108869442,1595923200045915832,1595980779154839989,0.07689701950505598
OCC,2021-01-22,39.88,OCC_2021-01-22_39.88,OCC_quotes_2021_01_22.parquet,OK,,8578,8578,1.0,5284,0.6159944042900443,1611046800028917540,1611789815901575366,1611306000031735256,1611356400479174877,0.06783226212831046
RZLV,2024-09-25,65.04,RZLV_2024-09-25_65.04,RZLV_quotes_2024_09_25.parquet,OK,,20050,20050,1.0,9709,0.4842394014962593,1726819140068417889,1727740365092720430,1727251140009733826,1727308794863763178,0.06258498467624939
SM,2020-04-02,37.38,SM_2020-04-02_37.38,SM_quotes_2020_04_02.parquet,OK,,135771,124055,0.9137076400704127,18362,0.13524243026861407,1585555303826396670,1586303118786471688,1585825200228402226,1585872000100299600,0.06258215520678967
SPRC,2024-08-15,67.62,SPRC_2024-08-15_67.62,SPRC_quotes_2024_08_15.parquet,OK,,141086,141086,1.0,84687,0.6002509107919992,1723449540015152604,1724198282982850157,1723708740010563734,1723766399784018060,0.07700876795094931
VEL,2020-04-06,44.09,VEL_2020-04-06_44.09,VEL_quotes_2020_04_06.parquet,OK,,16577,16489,0.9946914399469144,2999,0.18091331362731494,1585745559356391333,1586476800018932565,1586170800139516992,1586217600018103161,0.06400065119946763
AREC,2020-11-24,48.17,AREC_2020-11-24_48.17,AREC_quotes_2020_11_24.parquet,OK,,53226,53226,1.0,34830,0.6543794386202232,1605776400041424491,1606776549324517968,1606208400044360321,1606265226865789849,0.056818339412054344
MNTS,2023-10-09,51.28,MNTS_2023-10-09_51.28,MNTS_quotes_2023_10_09.parquet,OK,,116474,116474,1.0,8344,0.07163830554458506,1696406340124717600,1697155195892303303,1696838340017231333,1696895970374439011,0.07695788655467954
WVE,2022-12-13,41.00,WVE_2022-12-13_41.00,WVE_quotes_2022_12_13.parquet,OK,,101905,101905,1.0,30695,0.3012119130562779,1670504406836765114,1671235097904576121,1670933551287374480,1670975870258223389,0.057916365360380716
SSKN,2023-08-21,71.21,SSKN_2023-08-21_71.21,SSKN_quotes_2023_08_21.parquet,OK,,22340,22340,1.0,4059,0.1816920322291853,1692172740011736326,1692914400276391704,1692604740061287541,1692661749914754377,0.07686788167534682
ZCMD,2022-03-14,41.90,ZCMD_2022-03-14_41.90,ZCMD_quotes_2022_03_14.parquet,OK,,13062,13062,1.0,10605,0.8118971061093248,1646816400020305018,1647554405471631030,1647244800044873977,1647300391850024465,0.07532709284274712
PPBT,2024-12-02,315.80,PPBT_2024-12-02_315.80,PPBT_quotes_2024_12_02.parquet,OK,,165742,165742,1.0,135910,0.8200094122189909,1732611540024095504,1733446566288376501,1733129940034412460,1733187599175448834,0.06905069158036801
KORE,2023-11-16,140.85,KORE_2023-11-16_140.85,KORE_quotes_2023_11_16.parquet,OK,,9598,9410,0.9804125859554074,2938,0.30610543863304857,1699857000351708928,1700609318773998848,1700116203234040832,1700182800298259456,0.08852244241994592
KSCP,2022-01-31,68.82,KSCP_2022-01-31_68.82,KSCP_quotes_2022_01_31.parquet,OK,,197909,197909,1.0,71230,0.35991288925718384,1643299949724692494,1643936293285994867,1643619601151316579,1643677191223857249,0.09050154043014631
KTCC,2020-08-05,41.94,KTCC_2020-08-05_41.94,KTCC_quotes_2020_08_05.parquet,OK,,5389,5389,1.0,2579,0.47856745221748004,1596193216455582728,1597091950821061943,1596614400021059688,1596671946852392554,0.06403096792919608
KOSS,2021-03-25,58.34,KOSS_2021-03-25_58.34,KOSS_quotes_2021_03_25.parquet,OK,,207581,207581,1.0,98751,0.4757227299222954,1616400000000784618,1617148799212840843,1616659200000833490,1616716799553271712,0.0769225601614242
BKKT,2023-03-17,49.58,BKKT_2023-03-17_49.58,BKKT_quotes_2023_03_17.parquet,OK,,61835,59104,0.9558340745532465,10914,0.17650198107867712,1678771800727015168,1679529481162318592,1679039940106164480,1679097600116719616,0.07610069874913059
NCLH,2020-11-09,35.83,NCLH_2020-11-09_35.83,NCLH_quotes_2020_11_09.parquet,OK,,2686795,2552493,0.9500140501973541,647905,0.24114418852201228,1604482198266643200,1605315568084360448,1604912570074245632,1604969970952253696,0.06887803804233693
SGD,2024-10-23,54.98,SGD_2024-10-23_54.98,SGD_quotes_2024_10_23.parquet,OK,,32886,32886,1.0,5257,0.15985525755640698,1729238340121665051,1730159940766163635,1729670340125546780,1729727955920098748,0.06251709446591704
KXIN,2024-10-03,33.35,KXIN_2024-10-03_33.35,KXIN_quotes_2024_10_03.parquet,OK,,550535,550535,1.0,77187,0.14020362011497906,1727683140066469959,1728431997891322157,1727942340044443178,1727999996486465094,0.07699250793472799
ASST,2023-04-21,102.91,ASST_2023-04-21_102.91,ASST_quotes_2023_04_21.parquet,OK,,20869,20869,1.0,14570,0.6981647419617615,1681804740015384179,1682551868490705343,1682063940049295947,1682121599188734046,0.07717432990800328
CRVS,2021-09-17,156.64,CRVS_2021-09-17_156.64,CRVS_quotes_2021_09_17.parquet,OK,,722122,722122,1.0,398937,0.5524509708885756,1631606400042608383,1632355160676906181,1631865600047583873,1631923198998127150,0.07692571952222675
ATGL,2024-12-26,30.35,ATGL_2024-12-26_30.35,ATGL_quotes_2024_12_26.parquet,OK,,6010,6010,1.0,1588,0.2642262895174709,1734685140022660733,1735678801241483259,1735203540077034099,1735257359350942335,0.05416259876984135
DDS,2020-03-19,33.81,DDS_2020-03-19_33.81,DDS_quotes_2020_03_19.parquet,OK,,147684,146209,0.990012459034154,53293,0.36085831911378347,1584359762089089509,1585094400039459017,1584537301310487192,1584648010846694424,0.15069945154827266
MDIA,2021-07-14,47.59,MDIA_2021-07-14_47.59,MDIA_quotes_2021_07_14.parquet,OK,,228853,228853,1.0,34688,0.15157328066488096,1625817600058522259,1626739163626854555,1626249600019309595,1626307197215799854,0.06249942865524681
CLPS,2020-11-16,32.14,CLPS_2020-11-16_32.14,CLPS_quotes_2020_11_16.parquet,OK,,11853,11853,1.0,8235,0.6947608200455581,1604998800045662305,1605820797767983760,1605517200048688160,1605567596005792266,0.0613091201296515
BMRA,2020-03-19,127.09,BMRA_2020-03-19_127.09,BMRA_quotes_2020_03_19.parquet,OK,,178789,178789,1.0,52270,0.29235579370095477,1584345600028706002,1585094397422955064,1584604800028612936,1584662399915017861,0.07692319290545815
IFBD,2023-07-28,77.44,IFBD_2023-07-28_77.44,IFBD_quotes_2023_07_28.parquet,OK,,63543,63543,1.0,46504,0.7318508726374267,1690271940071611982,1691020799212534959,1690531140098077588,1690588778063770196,0.07696769998903744
RIGL,2022-12-02,45.34,RIGL_2022-12-02_45.34,RIGL_quotes_2022_12_02.parquet,OK,,120572,120572,1.0,43471,0.36053976047506886,1669712400009749846,1670460788951610803,1669971600009866698,1670026542956395266,0.07341496306979886
ARBK,2024-03-28,55.00,ARBK_2024-03-28_55.00,ARBK_quotes_2024_03_28.parquet,OK,,45483,45483,1.0,17622,0.3874414616450102,1711353540072551141,1712102366239799070,1711612740017951844,1711669861564157486,0.07628145049414334
BJDX,2024-08-02,50.00,BJDX_2024-08-02_50.00,BJDX_quotes_2024_08_02.parquet,OK,,59778,59778,1.0,42988,0.7191274381879621,1722326340165921493,1723075198530623917,1722585540114211329,1722643191454835119,0.07698564019739444
AACG,2020-10-12,32.41,AACG_2020-10-12_32.41,AACG_quotes_2020_10_12.parquet,OK,,925,925,1.0,1207,1.3048648648648649,1602057600022552566,1602799208562543415,1602489600038131537,1602547190281451085,0.07765585239924372
PRTA,2021-02-02,36.18,PRTA_2021-02-02_36.18,PRTA_quotes_2021_02_02.parquet,OK,,39165,39165,1.0,17088,0.436307927996936,1611824400041192762,1612563299980966839,1612180800191462801,1612313679821297501,0.17983440339070636
PALI,2023-03-30,73.21,PALI_2023-03-30_73.21,PALI_quotes_2023_03_30.parquet,OK,,152249,152249,1.0,50425,0.3312008617462184,1679903940098024552,1680652743132953794,1680163140024360571,1680220796304520382,0.0769979253159133
BILL,2021-08-27,31.88,BILL_2021-08-27_31.88,BILL_quotes_2021_08_27.parquet,OK,,240250,233958,0.9738106139438085,70431,0.2931571279916753,1629792005465431040,1630540800653751808,1630051200417616384,1630107272866451712,0.07488355922942677
IREN,2023-02-14,42.72,IREN_2023-02-14_42.72,IREN_quotes_2023_02_14.parquet,OK,,87625,87625,1.0,26750,0.30527817403708984,1675933200024916365,1676679966748376764,1676278800023305538,1676422291961727249,0.19215095412499372
RVPH,2024-12-09,159.39,RVPH_2024-12-09_159.39,RVPH_quotes_2024_12_09.parquet,OK,,180430,180430,1.0,71541,0.3965027988693676,1733302740037726469,1734051581397615415,1733734740118828502,1733792394586423366,0.07699156414572804
ALBT,2024-12-06,146.24,ALBT_2024-12-06_146.24,ALBT_quotes_2024_12_06.parquet,OK,,156888,156888,1.0,145895,0.929930906124114,1733216340034868058,1733961978873310520,1733475540037993546,1733533141649525647,0.07725135623624826
ATPC,2024-07-23,137.76,ATPC_2024-07-23_137.76,ATPC_quotes_2024_07_23.parquet,OK,,84222,84222,1.0,67128,0.7970364037899836,1721289540038277490,1722038052134277596,1721721540046220948,1721779193796900033,0.07702447426992126
DDD,2021-01-07,125.36,DDD_2021-01-07_125.36,DDD_quotes_2021_01_07.parquet,OK,,1395696,1342295,0.9617388027192167,506637,0.36299953571551397,1609761601133603072,1610499600135740928,1609934407989296384,1610067600099363072,0.18047735793795575
RVSN,2023-02-02,55.87,RVSN_2023-02-02_55.87,RVSN_quotes_2023_02_02.parquet,OK,,15812,15812,1.0,2383,0.1507083227928156,1675069204313330268,1675817163636473876,1675328400033604961,1675382894991811201,0.07285818428895628
JDZG,2024-05-16,183.05,JDZG_2024-05-16_183.05,JDZG_quotes_2024_05_16.parquet,OK,,69009,69009,1.0,34926,0.5061078989696997,1715788201000111567,1716335982854370167,1715846340067444995,1715903977460158084,0.10521960934813882
CELU,2024-01-18,77.38,CELU_2024-01-18_77.38,CELU_quotes_2024_01_18.parquet,OK,,66766,66766,1.0,53219,0.7970973249857712,1705049940013179181,1706057953089634696,1705568340079359932,1705625987023134714,0.05718868645780513
SGHT,2023-12-26,56.59,SGHT_2023-12-26_56.59,SGHT_quotes_2023_12_26.parquet,OK,,218455,218455,1.0,53448,0.24466366070815498,1703062740064796352,1703896528741550943,1703581140110657074,1703638721354222051,0.0690597571906399
EVGN,2020-09-01,35.27,EVGN_2020-09-01_35.27,EVGN_quotes_2020_09_01.parquet,OK,,17834,17834,1.0,5117,0.2869238533138948,1598515200034387165,1599263717673598774,1598947200041271143,1599004005074391774,0.07589003938566101
IMNM,2023-01-03,56.11,IMNM_2023-01-03_56.11,IMNM_quotes_2023_01_03.parquet,OK,,9917,9917,1.0,884,0.08913986084501362,1672218000016793753,1673042759051175121,1672736400015119263,1672784461086566132,0.05827286448934562
RILY,2024-03-04,32.03,RILY_2024-03-04_32.03,RILY_quotes_2024_03_04.parquet,OK,,230881,230881,1.0,47387,0.20524426003005877,1709110740073853120,1709858816789590380,1709542740089683878,1709599040366720394,0.07526003129375547
IRIX,2021-01-12,72.38,IRIX_2021-01-12_72.38,IRIX_quotes_2021_01_12.parquet,OK,,52146,52146,1.0,24619,0.47211674912744983,1610010000023086354,1610752292312775180,1610442000023757621,1610499582041480399,0.077573239709814
MVIS,2020-05-04,156.58,MVIS_2020-05-04_156.58,MVIS_quotes_2020_05_04.parquet,OK,,545899,545899,1.0,124455,0.22798173288465448,1588147200037589807,1588895996725306343,1588579200038649304,1588636799742134486,0.07692302120196731
BTBT,2020-12-30,53.31,BTBT_2020-12-30_53.31,BTBT_quotes_2020_12_30.parquet,OK,,790883,790883,1.0,129325,0.1635197620887034,1608800400055490853,1609894779627992760,1609318800055992181,1609376377453915462,0.05261190849135725
BNTC,2023-07-26,58.93,BNTC_2023-07-26_58.93,BNTC_quotes_2023_07_26.parquet,OK,,21094,21094,1.0,14059,0.6664928415663222,1689926340129245973,1690847430401056591,1690358340029838911,1690415976555719806,0.06257424233522405
NERV,2022-08-24,90.24,NERV_2022-08-24_90.24,NERV_quotes_2022_08_24.parquet,OK,,800139,800139,1.0,221917,0.27734806077444046,1660896005188078006,1661817381246368302,1661328000027601238,1661385597372413652,0.06251230894721917
MRUS,2024-05-24,39.80,MRUS_2024-05-24_39.80,MRUS_quotes_2024_05_24.parquet,OK,,156392,156392,1.0,47495,0.30369200470612306,1716278340042409415,1717104018523585529,1716537540037484823,1716595169977822189,0.0697970719247481
NBR,2020-06-08,32.58,NBR_2020-06-08_32.58,NBR_quotes_2020_06_08.parquet,OK,,388329,382470,0.9849122779910848,62440,0.16079149381066055,1591180815905659048,1591920000042653696,1591611666247753442,1591660607460434771,0.06620977133020288
NCTY,2021-01-25,32.83,NCTY_2021-01-25_32.83,NCTY_quotes_2021_01_25.parquet,OK,,115067,115067,1.0,24763,0.21520505444653984,1611133200025864866,1611881972512153378,1611565200026282331,1611622656074272022,0.0767336528008488
GXAI,2024-02-27,32.53,GXAI_2024-02-27_32.53,GXAI_quotes_2024_02_27.parquet,OK,,47409,47409,1.0,7028,0.14824189499883988,1708592340077579053,1709341063985461264,1709024340060099576,1709081964866136391,0.07696402563103477
BBLG,2024-07-24,240.00,BBLG_2024-07-24_240.00,BBLG_quotes_2024_07_24.parquet,OK,,122582,122582,1.0,96958,0.7909644156564586,1721375940095344610,1722297524685882284,1721807940005971105,1721865565155984588,0.06252833500597393
CCTG,2024-02-02,51.28,CCTG_2024-02-02_51.28,CCTG_quotes_2024_02_02.parquet,OK,,77122,77120,0.9999740670625762,32357,0.41955602811130416,1706605140125439182,1707353998936895098,1706864340048853900,1706921996252561747,0.07699208826260986
BIVI,2024-10-21,219.15,BIVI_2024-10-21_219.15,BIVI_quotes_2024_10_21.parquet,OK,,726322,726322,1.0,367424,0.5058692976393391,1729065540042104133,1729814397076969916,1729497540037539455,1729555197651950878,0.07699415472775377
VOLT,2021-01-13,51.38,VOLT_2021-01-13_51.38,VOLT_quotes_2021_01_13.parquet,OK,,21819,21561,0.9881754434208717,9661,0.4427792291122416,1610107200029946880,1611100263230548224,1610539446907535616,1610585988916781824,0.046867117035476434
IINN,2021-12-22,31.36,IINN_2021-12-22_31.36,IINN_quotes_2021_12_22.parquet,OK,,80655,80655,1.0,29013,0.3597173144876325,1639731600084765374,1640739547181817126,1640163600040295943,1640221195515523554,0.057141367236512634
VEON,2022-03-16,37.27,VEON_2022-03-16_37.27,VEON_quotes_2022_03_16.parquet,OK,,139740,139740,1.0,26871,0.19229282954057536,1646989200031638829,1647906762616128510,1647417605491165990,1647475191841923433,0.06276013400161766
FET,2020-05-11,30.99,FET_2020-05-11_30.99,FET_quotes_2020_05_11.parquet,OK,,60404,59661,0.9876994900999934,12024,0.1990596649228528,1588752000770988030,1589500800030961759,1589189985422264569,1589241600027166127,0.06892982894156287
NAOV,2020-09-22,150.93,NAOV_2020-09-22_150.93,NAOV_quotes_2020_09_22.parquet,OK,,157953,157953,1.0,145315,0.9199888574449362,1600329600041845358,1601078399744075708,1600761600037598407,1600819199844863482,0.07692285012067997
TALK,2024-09-17,30.89,TALK_2024-09-17_30.89,TALK_quotes_2024_09_17.parquet,OK,,115809,115809,1.0,58099,0.50167948950427,1726127940046033990,1726874493508681678,1726559940028875752,1726617564840284628,0.07718778934398994
CLOV,2021-06-07,33.33,CLOV_2021-06-07_33.33,CLOV_quotes_2021_06_07.parquet,OK,,4313738,4313738,1.0,560085,0.12983750983485784,1622620800058486392,1623369599070323723,1623052800059617319,1623110399130719742,0.07692193791908451
OCFT,2024-09-30,57.77,OCFT_2024-09-30_57.77,OCFT_quotes_2024_09_30.parquet,OK,,12778,12580,0.9845046173110032,4021,0.3146814838002817,1727251140099046656,1728000000195555584,1727683140027034112,1727740736640565760,0.07691238163196926
AI,2023-01-31,30.92,AI_2023-01-31_30.92,AI_quotes_2023_01_31.parquet,OK,,1589875,1531143,0.9630587310323139,356087,0.2239716958880415,1674723600027746560,1675472400309129728,1675155600026551808,1675213111814173696,0.07680524306915783
DAVEW,2022-03-29,82.26,DAVEW_2022-03-29_82.26,DAVEW_quotes_2022_03_29.parquet,OK,,7234,7234,1.0,2485,0.3435167265689798,1648108800013402216,1648844700832611915,1648543233396248745,1648595227877917813,0.07065419729374141
OPRX,2020-03-17,33.98,OPRX_2020-03-17_33.98,OPRX_quotes_2020_03_17.parquet,OK,,11885,11885,1.0,3638,0.3061001262095078,1584010800169649541,1584741677061931149,1584362213187836310,1584475206844755704,0.15460012228141065
IPHA,2024-12-09,31.97,IPHA_2024-12-09_31.97,IPHA_quotes_2024_12_09.parquet,OK,,84081,84081,1.0,69788,0.8300091578358963,1733302740059256337,1734051585716717016,1733734740037108287,1733792392947504115,0.07698904283070546
CDLX,2023-04-04,96.23,CDLX_2023-04-04_96.23,CDLX_quotes_2023_04_04.parquet,OK,,320827,320827,1.0,160508,0.500294551269064,1680163140122405332,1680825364797137304,1680595140129753622,1680652789675745553,0.08705436114301239
SYBX,2023-12-11,37.98,SYBX_2023-12-11_37.98,SYBX_quotes_2023_12_11.parquet,OK,,8745,8745,1.0,1735,0.198399085191538,1701853140023498489,1702592676162758659,1702285140087771963,1702342799345009138,0.0779667877960057
PENN,2020-03-20,94.58,PENN_2020-03-20_94.58,PENN_quotes_2020_03_20.parquet,OK,,828747,828747,1.0,148358,0.17901482599635354,1584432000037885839,1585180692010413089,1584691200037889744,1584748737486386258,0.07685062830618211
ALGS,2024-09-09,55.88,ALGS_2024-09-09_55.88,ALGS_quotes_2024_09_09.parquet,OK,,12677,12677,1.0,4251,0.33533170308432597,1725436740126544922,1726183680708264512,1725868740075356070,1725926194922000513,0.07692023709860794
VTGN,2023-03-22,49.48,VTGN_2023-03-22_49.48,VTGN_quotes_2023_03_22.parquet,OK,,51428,51428,1.0,22594,0.43933265925176945,1679039940166866239,1679961228457093723,1679471940045825614,1679529577292194930,0.06256157489539375
OPRT,2023-08-09,36.95,OPRT_2023-08-09_36.95,OPRT_quotes_2023_08_09.parquet,OK,,48639,48639,1.0,14121,0.2903225806451613,1691135940015878764,1692050400107794426,1691567940031283445,1691625438965546841,0.06287746701219517
GPRO,2020-10-07,30.44,GPRO_2020-10-07_30.44,GPRO_quotes_2020_10_07.parquet,OK,,303844,303844,1.0,90640,0.2983109753689393,1601625600017594603,1602633599023095722,1602057600017471008,1602115198255318202,0.057141165351209326
SI,2023-03-13,41.67,SI_2023-03-13_41.67,SI_quotes_2023_03_13.parquet,OK,,672448,642466,0.9554136528028933,110170,0.16383422956124488,1678257000319250944,1679011190607802880,1678685400590199808,1678752000129886464,0.0883060159983348
BEAM,2024-02-27,38.27,BEAM_2024-02-27_38.27,BEAM_quotes_2024_02_27.parquet,OK,,318699,318699,1.0,105826,0.3320562662575032,1708592340011146212,1709335250417644349,1709024340069883996,1709081400669629884,0.07680683868039355
TEM,2024-11-08,32.07,TEM_2024-11-08_32.07,TEM_quotes_2024_11_08.parquet,OK,,185178,185178,1.0,36359,0.19634621823326745,1730797140044299534,1731632397374600211,1731056340092044564,1731111660894166126,0.06623204623854968
FCUV,2024-09-13,34.96,FCUV_2024-09-13_34.96,FCUV_quotes_2024_09_13.parquet,OK,,9542,9542,1.0,2645,0.27719555648710964,1725955140081375509,1726703993117570265,1726214340006192929,1726271487973297767,0.0763139953270823
OCUL,2020-10-07,30.20,OCUL_2020-10-07_30.20,OCUL_quotes_2020_10_07.parquet,OK,,103661,103661,1.0,35460,0.3420765765331224,1601625600037946980,1602633495946059003,1602057600044888399,1602115194823231966,0.057143577903250704
ISPO,2024-07-29,79.60,ISPO_2024-07-29_79.60,ISPO_quotes_2024_07_29.parquet,OK,,81314,81314,1.0,16678,0.20510613178542442,1721807940068920053,1722556796697028114,1722239940040522737,1722297597876468594,0.0769944923790364
CMND,2023-05-12,33.92,CMND_2023-05-12_33.92,CMND_quotes_2023_05_12.parquet,OK,,24643,24643,1.0,17562,0.7126567382218074,1683619140057574546,1684367980543186435,1683878340158451753,1683935911707378816,0.07688092462044224
INM,2024-08-20,430.27,INM_2024-08-20_430.27,INM_quotes_2024_08_20.parquet,OK,,253652,253652,1.0,198660,0.7831990285903522,1723708740004406074,1724457579760576764,1724140740016978374,1724198399175328139,0.07699799306144506
WKEY,2022-10-06,36.75,WKEY_2022-10-06_36.75,WKEY_quotes_2022_10_06.parquet,OK,,15191,15191,1.0,11256,0.740965045092489,1664784000025800043,1665607321370143601,1665043200015068274,1665100558934504265,0.06966771823670358
DTSS,2024-01-23,43.40,DTSS_2024-01-23_43.40,DTSS_quotes_2024_01_23.parquet,OK,,10620,10618,0.9998116760828625,2432,0.22900188323917137,1705568340081418192,1706312315301486787,1706018100000489243,1706056950430922241,0.05222005973453789
