ticker,event_date,momentum_pct,filtered_dirname,quote_data_file,status,error,filtered_row_count,filtered_distinct_sip_ts,filtered_dedup_ratio,quote_data_row_count,coverage_ratio,filtered_min_sip_ts,filtered_max_sip_ts,quote_data_min_ts,quote_data_max_ts,span_ratio
OSW,2020-11-09,38.01,OSW_2020-11-09_38.01,OSW_quotes_2020_11_09.parquet,OK,,36362,36362,1.0,9500,0.26126175677905505,1604480400048763357,1605313935594461836,1604912400050140854,1604961990067497816,0.05949358442225398
PDSB,2020-06-26,35.51,PDSB_2020-06-26_35.51,PDSB_quotes_2020_06_26.parquet,OK,,86510,86510,1.0,3656,0.042261010287828,1592899200061765253,1593645276630324024,1593158400059375323,1593215994086596560,0.07719586654824707
WTI,2020-11-09,31.62,WTI_2020-11-09_31.62,WTI_quotes_2020_11_09.parquet,OK,,85901,81753,0.9517118543439541,17552,0.20432823832085772,1604491200027795712,1605314842199417088,1604923200008787968,1604962757031014400,0.04802695101024545
NSPR,2020-01-17,41.38,NSPR_2020-01-17_41.38,NSPR_quotes_2020_01_17.parquet,OK,,8350,8309,0.9950898203592814,4959,0.5938922155688623,1579005821723956097,1579827600033503280,1579176118081151086,1579309216344265225,0.161963709151047
HUDI,2021-12-06,30.60,HUDI_2021-12-06_30.60,HUDI_quotes_2021_12_06.parquet,OK,,21814,21814,1.0,5282,0.24213807646465574,1638349200095416514,1639091496576152936,1638781200107599946,1638837014763755036,0.07519186417227394
SGRY,2020-04-08,43.06,SGRY_2020-04-08_43.06,SGRY_quotes_2020_04_08.parquet,OK,,79580,79580,1.0,28134,0.35353103794923346,1585911600212941897,1586808541842862793,1586257200212083264,1586388735030545030,0.14664813637133384
DTSS,2024-02-26,54.30,DTSS_2024-02-26_54.30,DTSS_quotes_2024_02_26.parquet,OK,,21391,21391,1.0,8183,0.38254406058622786,1708505940025703616,1709251714168907452,1708937940125734520,1708995580993969719,0.07728997949375743
RVPH,2022-06-30,30.48,RVPH_2022-06-30_30.48,RVPH_quotes_2022_06_30.parquet,OK,,3255,3255,1.0,1617,0.4967741935483871,1656327615665807223,1657142296538189664,1656576000015899826,1656631927998464431,0.06865017267565153
XNET,2021-02-16,34.01,XNET_2021-02-16_34.01,XNET_quotes_2021_02_16.parquet,OK,,311938,311938,1.0,49573,0.1589194006501292,1612947600042506507,1613782783342920775,1613466000041357525,1613523303126428900,0.06861138751571241
VTR,2020-03-19,36.18,VTR_2020-03-19_36.18,VTR_quotes_2020_03_19.parquet,OK,,570461,552111,0.9678330332836075,154864,0.2714716694042187,1584356400004704436,1585094410303070692,1584529200001398899,1584662409552556881,0.18049822807739932
CTXR,2021-02-19,38.46,CTXR_2021-02-19_38.46,CTXR_quotes_2021_02_19.parquet,OK,,725211,725211,1.0,207384,0.2859636712625705,1613466000076711288,1614214744863494809,1613725200101256563,1613782777722006366,0.07689886028742393
ELAB,2024-11-14,78.38,ELAB_2024-11-14_78.38,ELAB_quotes_2024_11_14.parquet,OK,,481379,481379,1.0,315517,0.6554440472060477,1731056340129893979,1732064390845538810,1731574740144222015,1731632399816022476,0.05719917748739179
KXIN,2024-12-30,60.93,KXIN_2024-12-30_60.93,KXIN_quotes_2024_12_30.parquet,OK,,56475,56475,1.0,12526,0.22179725542275344,1735030740074201963,1735952397843702289,1735549140154416589,1735606793672356774,0.06255414954234226
VEL,2020-06-03,30.77,VEL_2020-06-03_30.77,VEL_quotes_2020_06_03.parquet,OK,,19563,19340,0.9886009303276594,3862,0.19741348463937025,1590750000136488148,1591657822975377887,1591182000136152880,1591228800021273399,0.05155178203905393
ZURA,2023-06-20,37.03,ZURA_2023-06-20_37.03,ZURA_quotes_2023_06_20.parquet,OK,,28036,28036,1.0,6044,0.21557996861178486,1686729540007896275,1687564739741744891,1687247940030207683,1687305564693778535,0.06899506936540374
DXYZ,2024-04-05,125.97,DXYZ_2024-04-05_125.97,DXYZ_quotes_2024_04_05.parquet,OK,,348990,342752,0.9821255623370297,66668,0.1910312616407347,1712035802090278912,1712793600030428416,1712303940168036608,1712361597289925632,0.0760850865834354
CWD,2023-05-18,116.67,CWD_2023-05-18_116.67,CWD_quotes_2023_05_18.parquet,OK,,61997,61997,1.0,33832,0.545703824378599,1684340101000204695,1684886368376119879,1684396740056928452,1684454399523877937,0.10555173069394039
OCG,2021-02-12,36.23,OCG_2021-02-12_36.23,OCG_quotes_2021_02_12.parquet,OK,,78743,78743,1.0,36808,0.46744472524541864,1612861200104536334,1613696315812656609,1613120400107250738,1613177975861604352,0.06894344555344159
NIU,2020-06-19,39.30,NIU_2020-06-19_39.30,NIU_quotes_2020_06_19.parquet,OK,,63338,63338,1.0,22382,0.3533739619185955,1592294400066573699,1593041995767885144,1592467200070018429,1592611042190579781,0.19240629702527948
INM,2024-04-04,30.14,INM_2024-04-04_30.14,INM_quotes_2024_04_04.parquet,OK,,7900,7900,1.0,5480,0.6936708860759494,1711958340008173210,1712701190684184309,1712217540094662112,1712273902880259529,0.075873641120002
UONE,2021-01-06,102.05,UONE_2021-01-06_102.05,UONE_quotes_2021_01_06.parquet,OK,,78672,78672,1.0,38567,0.4902252389668497,1609405200033644855,1610412489849434103,1609923600033304479,1609981198252054966,0.05718137704525158
ALT,2020-05-26,53.67,ALT_2020-05-26_53.67,ALT_quotes_2020_05_26.parquet,OK,,187551,187551,1.0,100385,0.5352410810926095,1589961600064088567,1590796787180061359,1590480000069146173,1590537475988302931,0.06881801461916996
ALLT,2020-02-04,31.31,ALLT_2020-02-04_31.31,ALLT_quotes_2020_02_04.parquet,OK,,36092,36092,1.0,17090,0.4735121356533304,1580374800029987755,1581116269885646348,1580720421481091022,1580862740163001116,0.19194129177872352
XPON,2024-09-27,48.45,XPON_2024-09-27_48.45,XPON_quotes_2024_09_27.parquet,OK,,269418,269418,1.0,71590,0.2657209243628859,1727164740139457620,1727913597890308182,1727423940048717825,1727481596339852647,0.07699231405341704
GCO,2020-03-19,44.68,GCO_2020-03-19_44.68,GCO_quotes_2020_03_19.parquet,OK,,142935,141234,0.9880994857802498,35208,0.24632175464371917,1584360295608213172,1585094400031001627,1584530362555435438,1584662400022246974,0.1798619688327159
MTC,2024-12-09,39.70,MTC_2024-12-09_39.70,MTC_quotes_2024_12_09.parquet,OK,,42995,42995,1.0,23763,0.5526921735085475,1733302740024275070,1734050495840651810,1733734740099244201,1733792391257589425,0.0770989099417152
FBLG,2024-02-05,30.67,FBLG_2024-02-05_30.67,FBLG_quotes_2024_02_05.parquet,OK,,10990,10990,1.0,1238,0.11264786169244768,1706715300180012691,1707440054305757171,1707123540098754044,1707181125316648112,0.07945483281646099
CTRM,2020-12-30,44.59,CTRM_2020-12-30_44.59,CTRM_quotes_2020_12_30.parquet,OK,,232503,232503,1.0,34327,0.14764110570616293,1608800400068026030,1609894637668207994,1609318800067750063,1609376374782458849,0.05261628251415573
TANH,2024-05-29,68.45,TANH_2024-05-29_68.45,TANH_quotes_2024_05_29.parquet,OK,,27141,27141,1.0,16925,0.6235952986256954,1716451140091869163,1717458506566131085,1716969540004778706,1717027187561154781,0.05722600250153476
RLJ,2020-11-09,41.03,RLJ_2020-11-09_41.03,RLJ_quotes_2020_11_09.parquet,OK,,354521,342839,0.9670484964219327,74220,0.20935290152064334,1604491200017533696,1605315600025051136,1604923205891060736,1604955994687175936,0.03977292068924
ILAG,2023-04-28,62.14,ILAG_2023-04-28_62.14,ILAG_quotes_2023_04_28.parquet,OK,,55077,55077,1.0,17215,0.31256241262232876,1682409540136103681,1683158343898525844,1682668740116612023,1682726365734912992,0.07695690271983521
MGM,2020-03-20,44.94,MGM_2020-03-20_44.94,MGM_quotes_2020_03_20.parquet,OK,,2453977,2198592,0.8959301574546135,634842,0.2586992461624538,1584433179171275466,1585180800100509510,1584611818140613716,1584748800106867614,0.18322382493256226
TVTX,2023-12-05,31.48,TVTX_2023-12-05_31.48,TVTX_quotes_2023_12_05.parquet,OK,,395401,395401,1.0,89267,0.2257632125361342,1701334740040225136,1702074451209902016,1701766740102913339,1701821608263468926,0.07417511429434608
IMRN,2022-12-27,40.84,IMRN_2022-12-27_40.84,IMRN_quotes_2022_12_27.parquet,OK,,26431,26431,1.0,3883,0.14691082441072983,1671613200022112729,1672447954491075871,1672131600022400801,1672189053742363209,0.06882708880106017
IRWD,2024-12-20,32.19,IRWD_2024-12-20_32.19,IRWD_quotes_2024_12_20.parquet,OK,,169710,169710,1.0,75819,0.44675623121796004,1734425940062515387,1735258059353728043,1734598800016167197,1734742591010171901,0.17280093794623594
BANX,2020-03-19,34.72,BANX_2020-03-19_34.72,BANX_quotes_2020_03_19.parquet,OK,,5373,5373,1.0,2304,0.4288107202680067,1584345600043121912,1585080381279875405,1584531227651285824,1584648004362094931,0.15892718127243588
DRUG,2024-10-21,33.43,DRUG_2024-10-21_33.43,DRUG_quotes_2024_10_21.parquet,OK,,315852,315852,1.0,69744,0.2208122791687246,1729065540096505175,1729814347235825318,1729497540020278452,1729555196282213280,0.07699747893319403
BIVI,2024-10-18,157.14,BIVI_2024-10-18_157.14,BIVI_quotes_2024_10_18.parquet,OK,,690576,690576,1.0,88452,0.12808438173350942,1728979140130847727,1729727998087854141,1729238340006356089,1729295999105195638,0.07699604217339598
DXYZ,2024-04-15,53.38,DXYZ_2024-04-15_53.38,DXYZ_quotes_2024_04_15.parquet,OK,,141389,140553,0.9940872345090495,16115,0.11397633479266421,1712727000823239168,1713484800370624512,1713159000702623488,1713225600398123008,0.08788563641837832
MTC,2020-05-26,163.64,MTC_2020-05-26_163.64,MTC_quotes_2020_05_26.parquet,OK,,84619,84619,1.0,73583,0.8695801179404152,1589961600055468943,1590795857983478188,1590480000057417686,1590537586022609868,0.06902657230911427
CURV,2023-12-08,42.94,CURV_2023-12-08_42.94,CURV_quotes_2023_12_08.parquet,OK,,26158,25790,0.9859316461503173,8216,0.31409129138313324,1701766740042047232,1702515600047151104,1702025940008521984,1702083600309572352,0.07699743698072128
ICU,2024-07-01,35.75,ICU_2024-07-01_35.75,ICU_quotes_2024_07_01.parquet,OK,,56189,56189,1.0,21961,0.3908416238053712,1719388740031069491,1720223023325138077,1719820740131472353,1719878327398361647,0.06902603384092189
DARE,2020-01-13,164.95,DARE_2020-01-13_164.95,DARE_quotes_2020_01_13.parquet,OK,,76312,76312,1.0,62606,0.8203952196246986,1578474000044974988,1579222267233774805,1578906000045274172,1578963596961920471,0.07697373011728813
NCPL,2024-05-16,52.46,NCPL_2024-05-16_52.46,NCPL_quotes_2024_05_16.parquet,OK,,19039,19039,1.0,8510,0.44697725720888704,1715587140162517446,1716335945064346873,1715846340119251204,1715903998638685779,0.0770007238116468
SCKT,2021-02-25,84.36,SCKT_2021-02-25_84.36,SCKT_quotes_2021_02_25.parquet,OK,,161652,161652,1.0,83771,0.518218147625764,1613984400051318807,1614733154121113163,1614243600039866024,1614301178711499472,0.07689931040944042
RPTX,2022-06-02,56.57,RPTX_2022-06-02_56.57,RPTX_quotes_2022_06_02.parquet,OK,,138485,138485,1.0,87514,0.6319384770913817,1653638400053644336,1654646376507091681,1654070400054283930,1654214398377656931,0.14285881667227182
ABCL,2021-03-31,37.86,ABCL_2021-03-31_37.86,ABCL_quotes_2021_03_31.parquet,OK,,246473,246473,1.0,43907,0.1781412162792679,1616745600030466399,1617662430843819721,1617091200030584355,1617233351728126927,0.15504681504175247
NA,2024-09-25,50.91,NA_2024-09-25_50.91,NA_quotes_2024_09_25.parquet,OK,,23978,23978,1.0,5216,0.21753273834348152,1726819140112994195,1727740649792797702,1727251140061928904,1727308299345617592,0.06202787115689989
SMMT,2022-12-13,47.16,SMMT_2022-12-13_47.16,SMMT_quotes_2022_12_13.parquet,OK,,288667,288667,1.0,68440,0.23708979550831927,1670490000011539284,1671238752993608640,1670922000021038150,1670979540467759495,0.07684837069004835
ILAG,2022-10-10,41.51,ILAG_2022-10-10_41.51,ILAG_quotes_2022_10_10.parquet,OK,,108716,108716,1.0,31242,0.28737260384855956,1664956800016949929,1665701383760295088,1665388815471529749,1665446377293181683,0.07730738438275392
ZETA,2021-10-05,30.79,ZETA_2021-10-05_30.79,ZETA_quotes_2021_10_05.parquet,OK,,97385,95698,0.9826770036453253,45112,0.46323355752939366,1632999691202519040,1633732922883571200,1633346266022662400,1633478400428748032,0.18020826090878134
SI,2023-05-05,38.43,SI_2023-05-05_38.43,SI_quotes_2023_05_05.parquet,OK,,54900,53130,0.9677595628415301,23075,0.4203096539162113,1683014340061042176,1683749404061597440,1683273540105162752,1683331188957654784,0.07842698383880087
BBBY,2023-02-06,130.53,BBBY_2023-02-06_130.53,BBBY_quotes_2023_02_06.parquet,OK,,1073994,1073994,1.0,409098,0.38091274252928786,1675242000020757793,1675990796268221758,1675674000002397396,1675731599430804370,0.07692269906807447
SNOA,2024-07-22,39.58,SNOA_2024-07-22_39.58,SNOA_quotes_2024_07_22.parquet,OK,,28461,28461,1.0,9967,0.3501985172692456,1721203140139874067,1721951560258189098,1721635140116379062,1721692457600342993,0.07658463817484455
BRFH,2024-04-25,112.62,BRFH_2024-04-25_112.62,BRFH_quotes_2024_04_25.parquet,OK,,88148,88148,1.0,82220,0.9327494668058266,1713772740075730887,1714520699847398138,1714031940082013480,1714089598538414795,0.07708764372820552
KITT,2024-06-05,39.01,KITT_2024-06-05_39.01,KITT_quotes_2024_06_05.parquet,OK,,327291,327291,1.0,62216,0.19009383087222076,1717142340156185398,1718063999350016869,1717574340006836664,1717631998043977020,0.06255895620230638
XBP,2023-12-01,99.95,XBP_2023-12-01_99.95,XBP_quotes_2023_12_01.parquet,OK,,15757,15757,1.0,4178,0.2651519959383131,1701334740125737194,1701910799568459208,1701421140052258188,1701477210502755044,0.09733448727428226
TOP,2023-05-30,86.60,TOP_2023-05-30_86.60,TOP_quotes_2023_05_30.parquet,OK,,62969,62969,1.0,32054,0.5090441328272642,1685451301000106430,1685750395939310749,1685451301000106430,1685491199227667672,0.13339653177477054
VRAR,2023-02-07,30.43,VRAR_2023-02-07_30.43,VRAR_quotes_2023_02_07.parquet,OK,,16889,16889,1.0,6877,0.40718811060453547,1675328400027324163,1676064786018134165,1675760400028022813,1675811693876977244,0.06965619877967713
CVRX,2024-06-05,35.44,CVRX_2024-06-05_35.44,CVRX_quotes_2024_06_05.parquet,OK,,82564,82564,1.0,18825,0.22800494162104548,1717142340065812417,1718050173613594056,1717574340032162187,1717631447380925819,0.06290508750549943
NAAS,2024-07-09,68.39,NAAS_2024-07-09_68.39,NAAS_quotes_2024_07_09.parquet,OK,,212729,212729,1.0,15001,0.07051694879400552,1719993540052065749,1720828795031272799,1720511940162682835,1720569598860329889,0.06903125282987517
COSM,2022-10-13,57.05,COSM_2022-10-13_57.05,COSM_quotes_2022_10_13.parquet,OK,,29674,29674,1.0,3766,0.12691244860820922,1665129805108025255,1666135994376538134,1665648000003758963,1665705292617319195,0.05694019540171499
MARA,2022-07-19,33.20,MARA_2022-07-19_33.20,MARA_quotes_2022_07_19.parquet,OK,,2264905,2264905,1.0,382417,0.1688446093765522,1657785600033230287,1658534340097892105,1658217600033411072,1658275170398094296,0.07688965423431254
XPEV,2020-11-12,44.86,XPEV_2020-11-12_44.86,XPEV_quotes_2020_11_12.parquet,OK,,1523104,1481165,0.9724647824442717,384748,0.25260783242641344,1604653209655904256,1605661200203784192,1605171633488241408,1605229200197119744,0.0571103657662402
SGMT,2024-02-12,30.61,SGMT_2024-02-12_30.61,SGMT_quotes_2024_02_12.parquet,OK,,124660,124660,1.0,25848,0.2073479865233435,1707296340006410662,1708045169643834366,1707728340171459246,1707785885500371421,0.07684702372378807
HYMC,2022-03-11,76.67,HYMC_2022-03-11_76.67,HYMC_quotes_2022_03_11.parquet,OK,,889481,889481,1.0,349609,0.3930483056973673,1646730000024574386,1647475199697187201,1646989200023734143,1647046754084064751,0.07723307248487143
BBW,2021-12-01,36.81,BBW_2021-12-01_36.81,BBW_quotes_2021_12_01.parquet,OK,,88650,87816,0.9905922165820643,23533,0.2654596728708404,1637920719455846656,1638838800910269696,1638349309898369792,1638404660197268224,0.060289093774600205
ZJYL,2024-01-25,30.33,ZJYL_2024-01-25_30.33,ZJYL_quotes_2024_01_25.parquet,OK,,13747,13747,1.0,1115,0.08110860551393032,1705913940032435614,1706660551256733147,1706173140022718260,1706230529216051827,0.07686623434782004
TUSK,2020-05-07,45.88,TUSK_2020-05-07_45.88,TUSK_quotes_2020_05_07.parquet,OK,,15466,15466,1.0,4380,0.28320186214923054,1588579200067972720,1589327331632730748,1588838400068783763,1588894756453061808,0.07532951011934998
KPRX,2023-02-07,79.57,KPRX_2023-02-07_79.57,KPRX_quotes_2023_02_07.parquet,OK,,160569,160569,1.0,46141,0.2873593283884187,1675328400015445967,1676071899988783366,1675767215889288635,1675817977790014143,0.06827424686735306
MREO,2022-06-21,42.31,MREO_2022-06-21_42.31,MREO_quotes_2022_06_21.parquet,OK,,270137,270137,1.0,85700,0.3172464342167123,1655280004335002564,1656114760469855165,1655798400012489767,1655855997297247712,0.06899893556112094
KZIA,2024-11-04,41.48,KZIA_2024-11-04_41.48,KZIA_quotes_2024_11_04.parquet,OK,,10031,10031,1.0,3893,0.38809689961120525,1730275140105259854,1731023777566931782,1730710740036557584,1730766632816838227,0.07465934199421166
VFSWW,2023-08-28,78.16,VFSWW_2023-08-28_78.16,VFSWW_quotes_2023_08_28.parquet,OK,,55508,55508,1.0,13426,0.241875045038553,1692777540014056846,1693526379938773871,1693209540066903941,1693267164607255514,0.0769517468948366
BBCP,2020-06-26,50.14,BBCP_2020-06-26_50.14,BBCP_quotes_2020_06_26.parquet,OK,,9767,9767,1.0,1620,0.1658646462578069,1592899200065737690,1593640869585452573,1593158400063834813,1593215990060390600,0.0776491348571613
TYRA,2021-09-21,32.08,TYRA_2021-09-21_32.08,TYRA_quotes_2021_09_21.parquet,OK,,34099,34099,1.0,9444,0.2769582685709258,1631780462372348747,1632519202120677293,1632124800071861623,1632268482809738064,0.19449709887891364
CISS,2024-04-17,41.51,CISS_2024-04-17_41.51,CISS_quotes_2024_04_17.parquet,OK,,128779,128779,1.0,33087,0.2569285364849859,1712926500000512480,1713830369462321552,1713340740041093909,1713398393390763832,0.06378503988234238
CNET,2022-08-05,43.37,CNET_2022-08-05_43.37,CNET_quotes_2022_08_05.parquet,OK,,15523,15523,1.0,4016,0.25871287766539974,1659427203877068742,1660170960562643579,1659686400028840125,1659741238595801248,0.07373186423022093
BTX,2021-04-30,74.14,BTX_2021-04-30_74.14,BTX_quotes_2021_04_30.parquet,OK,,841909,817883,0.9714624739728402,206418,0.24517851691809922,1619510400606767104,1620259084205097984,1619769601057731584,1619827199178726912,0.07693252680269425
ALLR,2024-05-02,152.55,ALLR_2024-05-02_152.55,ALLR_quotes_2024_05_02.parquet,OK,,300045,300045,1.0,213988,0.7131863553800263,1714377540026046902,1715126397593287732,1714636740061226418,1714694398277734626,0.07699490401178695
CGC,2024-04-03,30.66,CGC_2024-04-03_30.66,CGC_quotes_2024_04_03.parquet,OK,,1628017,1628017,1.0,318421,0.19558825245682324,1711958340023255609,1712620786394718065,1712131140046683522,1712188798213289215,0.08703824051206349
RDHL,2023-10-13,45.38,RDHL_2023-10-13_45.38,RDHL_quotes_2023_10_13.parquet,OK,,99971,99971,1.0,26571,0.26578707825269327,1696924740091579777,1697673546739858528,1697183940059290734,1697241570668111732,0.07696327076351546
MRSN,2020-04-07,50.19,MRSN_2020-04-07_50.19,MRSN_quotes_2020_04_07.parquet,OK,,109846,109846,1.0,23656,0.2153560439160279,1585814400063203628,1586473578012476667,1586160000071257132,1586302875240414583,0.21674749483810551
SNAP,2020-04-22,37.86,SNAP_2020-04-22_37.86,SNAP_quotes_2020_04_22.parquet,OK,,2428817,2038218,0.8391813792475925,719381,0.296185756275586,1587110420856106739,1588032000018920878,1587456038475544159,1587600000093996908,0.1562118852743448
CDIO,2024-12-11,51.85,CDIO_2024-12-11_51.85,CDIO_quotes_2024_12_11.parquet,OK,,212443,212443,1.0,35231,0.1658374246268411,1733475540190104591,1734397135852435826,1733907540004655446,1733965197756062662,0.06256295875065974
RR,2024-12-23,55.51,RR_2024-12-23_55.51,RR_quotes_2024_12_23.parquet,OK,,554254,554254,1.0,81191,0.14648698971951488,1734512340131460549,1735347579225899000,1734944340046001537,1735001948433283271,0.06897233099519287
RELI,2024-03-04,54.59,RELI_2024-03-04_54.59,RELI_quotes_2024_03_04.parquet,OK,,11685,11685,1.0,6826,0.5841677364142063,1709110740065229320,1709859022738822611,1709542740085508514,1709600397718308553,0.07705327790521214
MVIS,2020-05-19,30.25,MVIS_2020-05-19_30.25,MVIS_quotes_2020_05_19.parquet,OK,,90161,90161,1.0,26956,0.2989762757733388,1589443200038679677,1590191979004463777,1589875200033951286,1589932793134130229,0.07691602303308981
SNDL,2020-11-09,140.00,SNDL_2020-11-09_140.00,SNDL_quotes_2020_11_09.parquet,OK,,735089,735089,1.0,231425,0.31482582381181057,1604480400047292665,1605315563379971011,1604912400052697107,1604969998101064889,0.06896620830211335
IMTE,2021-06-04,39.23,IMTE_2021-06-04_39.23,IMTE_quotes_2021_06_04.parquet,OK,,37457,37457,1.0,19794,0.5284459513575567,1622534400054730210,1623280404052735665,1622793600054454830,1622849084834137667,0.07437598167192568
CIFRW,2023-12-19,112.94,CIFRW_2023-12-19_112.94,CIFRW_quotes_2023_12_19.parquet,OK,,18628,18628,1.0,5509,0.29573759931286236,1702544340079784652,1703292939729967869,1702976340111923550,1703033976539298103,0.07699232474988026
PHUN,2020-04-30,54.04,PHUN_2020-04-30_54.04,PHUN_quotes_2020_04_30.parquet,OK,,60517,60517,1.0,46998,0.7766082257877952,1587974400078724750,1588722323899852957,1588147200067208848,1588288480997092242,0.188897486471655
PHIO,2023-12-06,86.61,PHIO_2023-12-06_86.61,PHIO_quotes_2023_12_06.parquet,OK,,85714,85714,1.0,69502,0.8108593695312317,1701421140009714538,1702340117167233557,1701853140024038838,1701910788999509291,0.06273167401253922
BZFD,2023-02-15,32.12,BZFD_2023-02-15_32.12,BZFD_quotes_2023_02_15.parquet,OK,,151032,151032,1.0,52789,0.34952195561205573,1676019600013699144,1677027503646172162,1676451600016171672,1676509188059326795,0.057136457593493846
AIR,2020-03-19,42.16,AIR_2020-03-19_42.16,AIR_quotes_2020_03_19.parquet,OK,,92411,91574,0.9909426366990942,22207,0.24030688987241777,1584356414710471028,1585094400087925693,1584529212638464210,1584662400047737027,0.18047432014464107
AERT,2024-09-10,34.21,AERT_2024-09-10_34.21,AERT_quotes_2024_09_10.parquet,OK,,4329,4329,1.0,1291,0.2982212982212982,1725523140128472860,1726262177972810171,1725955140158515580,1726012752499527436,0.07795587391538318
ZEO,2024-12-05,52.65,ZEO_2024-12-05_52.65,ZEO_quotes_2024_12_05.parquet,OK,,362818,362818,1.0,4804,0.013240798416837092,1733129940007707326,1733878734177233266,1733389140032446359,1733446699686844845,0.07686979511996854
UCAR,2024-03-28,35.84,UCAR_2024-03-28_35.84,UCAR_quotes_2024_03_28.parquet,OK,,52280,52277,0.9999426166794185,13520,0.25860749808722266,1711353540021693177,1712101800000297554,1711612740085965909,1711670381796481060,0.07703433587703286
SLQT,2023-05-17,47.73,SLQT_2023-05-17_47.73,SLQT_quotes_2023_05_17.parquet,OK,,76283,72964,0.9564909612888848,15762,0.2066253293656516,1683878340003147776,1684799856639015168,1684301403199040768,1684368000209878016,0.07226891869896902
BKD,2020-03-24,47.07,BKD_2020-03-24_47.07,BKD_quotes_2020_03_24.parquet,OK,,336467,300391,0.8927799754507871,84991,0.2525983231639358,1584615600162376650,1585353600104893742,1584961200162204467,1585094400082636173,0.1804877111201416
ONMD,2024-05-23,238.78,ONMD_2024-05-23_238.78,ONMD_quotes_2024_05_23.parquet,OK,,440791,440791,1.0,236903,0.5374497210696225,1716191940005175348,1717027193741583760,1716451140013484554,1716508799218234855,0.0690319626682969
VOLT,2020-06-22,39.66,VOLT_2020-06-22_39.66,VOLT_quotes_2020_06_22.parquet,OK,,7571,7433,0.9817725531633866,3050,0.40285299167877425,1592391600020987759,1593129600023628241,1592823600022913639,1592870412772593053,0.06343190990775499
CAR,2020-03-19,56.56,CAR_2020-03-19_56.56,CAR_quotes_2020_03_19.parquet,OK,,618543,618543,1.0,167241,0.2703789388934965,1584345600030005207,1585094366858693435,1584518400030104118,1584659742646524276,0.18876719828491537
MARA,2021-03-09,33.15,MARA_2021-03-09_33.15,MARA_quotes_2021_03_09.parquet,OK,,1195543,1195543,1.0,205445,0.17184241804769884,1614848400006231080,1615597176353454960,1615280400029105091,1615337971534641287,0.07688745210722106
CTSO,2023-03-07,32.91,CTSO_2023-03-07_32.91,CTSO_quotes_2023_03_07.parquet,OK,,7944,7944,1.0,2315,0.2914149043303122,1677747600024672004,1678484490595295469,1678179540117852926,1678234141764762670,0.07409736138100789
DIN,2020-03-25,38.48,DIN_2020-03-25_38.48,DIN_quotes_2020_03_25.parquet,OK,,226861,223986,0.987327041668687,42688,0.18816808530333554,1584702000002544478,1585612800095512130,1585128463813026145,1585180800072492251,0.05746185125605249
ALNY,2020-03-16,32.18,ALNY_2020-03-16_32.18,ALNY_quotes_2020_03_16.parquet,OK,,202703,202703,1.0,36186,0.1785173381745707,1583924400007146993,1584657024208705871,1584356400013059622,1584400509252430908,0.06020718299699948
EVC,2020-06-19,54.29,EVC_2020-06-19_54.29,EVC_quotes_2020_06_19.parquet,OK,,79484,77250,0.9718937144582558,29996,0.3773841276231694,1592305200070638756,1593028833753365696,1592556836553940956,1592611192645861956,0.07511548068929653
DLPN,2020-07-09,43.93,DLPN_2020-07-09_43.93,DLPN_quotes_2020_07_09.parquet,OK,,87283,87283,1.0,25741,0.2949142444691406,1594022400057617666,1594771181656188938,1594281600060644724,1594339175584393953,0.07689227921611208
GMM,2024-10-28,99.15,GMM_2024-10-28_99.15,GMM_quotes_2024_10_28.parquet,OK,,102856,102856,1.0,72480,0.7046744963832932,1729670340064453647,1730419164157420699,1730102340120357887,1730159999981838738,0.07700054261393538
NRXPW,2021-07-23,138.17,NRXPW_2021-07-23_138.17,NRXPW_quotes_2021_07_23.parquet,OK,,82267,82267,1.0,29154,0.35438268078330315,1626768000052882243,1627510057619327018,1627027200052337166,1627084791640544547,0.07761067444309531
ELSE,2021-02-16,33.67,ELSE_2021-02-16_33.67,ELSE_quotes_2021_02_16.parquet,OK,,11872,11872,1.0,5002,0.4213274932614555,1612947600024250100,1613768745361332582,1613466000023600981,1613516400052942188,0.061377720928523574
VYGR,2021-10-08,49.31,VYGR_2021-10-08_49.31,VYGR_quotes_2021_10_08.parquet,OK,,557763,557763,1.0,113493,0.20347889695085547,1633420800040975658,1634255065069044534,1633680000043596220,1633737599487431477,0.06904214116296585
RBKB,2021-02-18,37.72,RBKB_2021-02-18_37.72,RBKB_quotes_2021_02_18.parquet,OK,,1684,1684,1.0,718,0.42636579572446553,1613132880180081413,1614121227626848318,1613564191827484385,1613682002051977693,0.11919919951095168
HSCS,2024-09-24,56.46,HSCS_2024-09-24_56.46,HSCS_quotes_2024_09_24.parquet,OK,,119850,119850,1.0,106730,0.8905298289528577,1726732740036715263,1727481590357718660,1727164740058092312,1727222392274323504,0.07698763639967843
FBLG,2024-06-06,75.37,FBLG_2024-06-06_75.37,FBLG_quotes_2024_06_06.parquet,OK,,21843,21843,1.0,11971,0.5480474293824108,1717401540057416141,1718143752212217511,1717660740097366216,1717717499665204021,0.07647350891605235
PETZ,2020-06-18,87.33,PETZ_2020-06-18_87.33,PETZ_quotes_2020_06_18.parquet,OK,,7473,7473,1.0,4235,0.5667068111869397,1592208000193132253,1592949920172385369,1592467200065418593,1592524493203144870,0.0772227993967132
