ticker,event_date,momentum_pct,deleted_dir
DGNX,2025-02-07,34.86,data/filtered/DGNX_None_34.86
DGNX,2025-02-21,42.96,data/filtered/DGNX_None_42.96
DGNX,2025-02-24,46.68,data/filtered/DGNX_None_46.68
DGNX,2025-03-19,55.07,data/filtered/DGNX_None_55.07
DGNX,2025-03-20,37.73,data/filtered/DGNX_None_37.73
DGNX,2025-04-15,30.27,data/filtered/DGNX_None_30.27
DGNX,2025-06-06,58.87,data/filtered/DGNX_None_58.87
DGNX,2025-07-10,30.83,data/filtered/DGNX_None_30.83
DGNX,2025-09-10,82.38,data/filtered/DGNX_None_82.38
DGNX,2025-09-22,43.70,data/filtered/DGNX_None_43.70
DGNX,2025-10-08,30.82,data/filtered/DGNX_None_30.82
DGXX,2025-04-21,92.94,data/filtered/DGXX_None_92.94
DGXX,2025-10-27,30.50,data/filtered/DGXX_None_30.50
DHC,2025-05-06,44.04,data/filtered/DHC_None_44.04
DHX,2025-05-08,32.35,data/filtered/DHX_None_32.35
DH,2025-05-09,54.41,data/filtered/DH_None_54.41
DJTWW,2025-01-13,32.98,data/filtered/DJTWW_None_32.98
DKI,2025-08-25,54.92,data/filtered/DKI_None_54.92
DKI,2025-09-11,31.59,data/filtered/DKI_None_31.59
DKI,2025-09-25,31.16,data/filtered/DKI_None_31.16
DKI,2025-10-02,30.21,data/filtered/DKI_None_30.21
DLHC,2025-04-16,41.97,data/filtered/DLHC_None_41.97
DLHC,2025-10-31,32.79,data/filtered/DLHC_None_32.79
DLLL,2025-04-09,33.91,data/filtered/DLLL_None_33.91
DLO,2025-08-14,34.64,data/filtered/DLO_None_34.64
DLPN,2025-08-14,52.14,data/filtered/DLPN_None_52.14
DLTH,2025-09-04,97.46,data/filtered/DLTH_None_97.46
DNUT,2025-07-23,38.74,data/filtered/DNUT_None_38.74
DNUT,2025-10-22,37.74,data/filtered/DNUT_None_37.74
DOCN,2025-08-05,30.62,data/filtered/DOCN_None_30.62
DOCS,2025-02-07,38.53,data/filtered/DOCS_None_38.53
DOGZ,2025-01-21,78.26,data/filtered/DOGZ_None_78.26
DOGZ,2025-08-14,42.90,data/filtered/DOGZ_None_42.90
DOMH,2025-01-24,36.36,data/filtered/DOMH_None_36.36
DOMH,2025-01-30,67.40,data/filtered/DOMH_None_67.40
DOMH,2025-02-10,101.86,data/filtered/DOMH_None_101.86
DOMH,2025-02-11,83.93,data/filtered/DOMH_None_83.93
DOMH,2025-02-13,97.67,data/filtered/DOMH_None_97.67
DOMH,2025-02-25,31.93,data/filtered/DOMH_None_31.93
DOMH,2025-03-24,41.65,data/filtered/DOMH_None_41.65
DOMO,2025-05-22,36.02,data/filtered/DOMO_None_36.02
DOUG,2025-05-23,49.53,data/filtered/DOUG_None_49.53
DOYU,2025-01-16,31.41,data/filtered/DOYU_None_31.41
DPRO,2025-06-05,31.03,data/filtered/DPRO_None_31.03
DPRO,2025-06-10,30.84,data/filtered/DPRO_None_30.84
DPRO,2025-06-20,38.58,data/filtered/DPRO_None_38.58
DPRO,2025-07-16,46.81,data/filtered/DPRO_None_46.81
DPRO,2025-07-17,41.02,data/filtered/DPRO_None_41.02
DPRO,2025-09-30,37.41,data/filtered/DPRO_None_37.41
DRCT,2025-01-10,119.33,data/filtered/DRCT_None_119.33
DRCT,2025-01-13,34.15,data/filtered/DRCT_None_34.15
DRCT,2025-03-27,88.39,data/filtered/DRCT_None_88.39
DRCT,2025-05-01,75.46,data/filtered/DRCT_None_75.46
DRIO,2025-01-07,81.92,data/filtered/DRIO_None_81.92
DRIO,2025-01-14,74.60,data/filtered/DRIO_None_74.60
DRIO,2025-04-11,34.26,data/filtered/DRIO_None_34.26
DRIO,2025-09-25,65.07,data/filtered/DRIO_None_65.07
DRMA,2025-01-24,38.66,data/filtered/DRMA_None_38.66
DRMA,2025-03-27,75.56,data/filtered/DRMA_None_75.56
DSY,2025-02-10,63.46,data/filtered/DSY_None_63.46
DSY,2025-09-09,618.63,data/filtered/DSY_None_618.63
DTCK,2025-06-06,108.33,data/filtered/DTCK_None_108.33
DTCK,2025-06-17,90.84,data/filtered/DTCK_None_90.84
DTCK,2025-10-02,30.71,data/filtered/DTCK_None_30.71
DTCK,2025-10-27,43.48,data/filtered/DTCK_None_43.48
DTIL,2025-01-10,65.33,data/filtered/DTIL_None_65.33
DTSS,2025-01-27,47.62,data/filtered/DTSS_None_47.62
DTST,2025-07-16,60.93,data/filtered/DTST_None_60.93
DUOL,2025-08-07,36.20,data/filtered/DUOL_None_36.20
DUO,2025-05-12,64.50,data/filtered/DUO_None_64.50
DUO,2025-08-25,55.86,data/filtered/DUO_None_55.86
DUO,2025-08-29,67.95,data/filtered/DUO_None_67.95
DUO,2025-09-02,35.98,data/filtered/DUO_None_35.98
DUO,2025-09-05,59.85,data/filtered/DUO_None_59.85
DUO,2025-09-08,55.23,data/filtered/DUO_None_55.23
DVLT,2025-09-25,64.62,data/filtered/DVLT_None_64.62
DVLT,2025-09-26,65.31,data/filtered/DVLT_None_65.31
DVLT,2025-10-06,63.43,data/filtered/DVLT_None_63.43
DVLT,2025-10-07,49.04,data/filtered/DVLT_None_49.04
DVLT,2025-10-14,31.76,data/filtered/DVLT_None_31.76
DVLT,2025-10-20,38.55,data/filtered/DVLT_None_38.55
DVLT,2025-10-24,55.11,data/filtered/DVLT_None_55.11
DWSN,2025-06-16,304.38,data/filtered/DWSN_None_304.38
DWTX,2025-01-21,113.37,data/filtered/DWTX_None_113.37
DWTX,2025-01-23,945.71,data/filtered/DWTX_None_945.71
DWTX,2025-01-24,44.79,data/filtered/DWTX_None_44.79
DWTX,2025-01-27,91.05,data/filtered/DWTX_None_91.05
DWTX,2025-03-07,81.94,data/filtered/DWTX_None_81.94
DWTX,2025-03-10,43.18,data/filtered/DWTX_None_43.18
DWTX,2025-03-11,55.69,data/filtered/DWTX_None_55.69
DWTX,2025-03-12,31.99,data/filtered/DWTX_None_31.99
DWTX,2025-04-15,91.67,data/filtered/DWTX_None_91.67
DWTX,2025-04-17,36.46,data/filtered/DWTX_None_36.46
DWTX,2025-04-21,81.03,data/filtered/DWTX_None_81.03
DWTX,2025-09-29,72.10,data/filtered/DWTX_None_72.10
DXST,2025-01-23,41.38,data/filtered/DXST_None_41.38
DXST,2025-01-29,36.05,data/filtered/DXST_None_36.05
DXST,2025-05-08,31.05,data/filtered/DXST_None_31.05
DXYZ,2025-10-01,33.80,data/filtered/DXYZ_None_33.80
DYN,2025-10-27,45.74,data/filtered/DYN_None_45.74
EAF,2025-05-07,36.60,data/filtered/EAF_None_36.60
EAF,2025-07-18,38.99,data/filtered/EAF_None_38.99
EBON,2025-07-10,39.73,data/filtered/EBON_None_39.73
EBS,2025-05-08,41.35,data/filtered/EBS_None_41.35
EBS,2025-08-07,36.82,data/filtered/EBS_None_36.82
EBS,2025-10-30,42.66,data/filtered/EBS_None_42.66
ECDA,2025-04-08,31.89,data/filtered/ECDA_None_31.89
ECDA,2025-04-21,77.20,data/filtered/ECDA_None_77.20
ECDA,2025-05-07,42.25,data/filtered/ECDA_None_42.25
ECDA,2025-05-13,42.24,data/filtered/ECDA_None_42.24
ECDA,2025-05-14,50.20,data/filtered/ECDA_None_50.20
ECDA,2025-05-28,81.22,data/filtered/ECDA_None_81.22
ECDA,2025-05-30,67.36,data/filtered/ECDA_None_67.36
ECDA,2025-06-23,135.71,data/filtered/ECDA_None_135.71
ECDA,2025-07-17,36.79,data/filtered/ECDA_None_36.79
ECDA,2025-09-05,31.19,data/filtered/ECDA_None_31.19
ECDA,2025-10-08,37.74,data/filtered/ECDA_None_37.74
ECOR,2025-07-08,30.54,data/filtered/ECOR_None_30.54
ECX,2025-03-12,30.52,data/filtered/ECX_None_30.52
ECX,2025-04-22,32.62,data/filtered/ECX_None_32.62
EDAP,2025-10-15,30.37,data/filtered/EDAP_None_30.37
EDBL,2025-02-05,34.49,data/filtered/EDBL_None_34.49
EDBL,2025-02-18,53.85,data/filtered/EDBL_None_53.85
EDBL,2025-03-26,37.21,data/filtered/EDBL_None_37.21
EDBL,2025-05-20,94.00,data/filtered/EDBL_None_94.00
EDBL,2025-05-21,74.72,data/filtered/EDBL_None_74.72
EDBL,2025-09-03,45.56,data/filtered/EDBL_None_45.56
EDHL,2025-09-10,270.28,data/filtered/EDHL_None_270.28
EDHL,2025-09-11,40.14,data/filtered/EDHL_None_40.14
EDHL,2025-10-14,142.48,data/filtered/EDHL_None_142.48
EDHL,2025-10-29,53.87,data/filtered/EDHL_None_53.87
EDIT,2025-02-19,89.65,data/filtered/EDIT_None_89.65
EDIT,2025-08-13,38.43,data/filtered/EDIT_None_38.43
EDN,2025-10-27,54.64,data/filtered/EDN_None_54.64
EDSA,2025-01-24,34.08,data/filtered/EDSA_None_34.08
EDSA,2025-02-13,141.39,data/filtered/EDSA_None_141.39
EDUC,2025-09-17,34.71,data/filtered/EDUC_None_34.71
EEIQ,2025-08-22,220.54,data/filtered/EEIQ_None_220.54
EFOI,2025-02-18,124.03,data/filtered/EFOI_None_124.03
EFOI,2025-02-25,32.85,data/filtered/EFOI_None_32.85
EFOI,2025-06-23,37.35,data/filtered/EFOI_None_37.35
EHLD,2025-03-25,86.51,data/filtered/EHLD_None_86.51
EHTH,2025-05-07,51.50,data/filtered/EHTH_None_51.50
EHTH,2025-08-06,50.15,data/filtered/EHTH_None_50.15
EJH,2025-02-03,34.89,data/filtered/EJH_None_34.89
EJH,2025-03-07,32.82,data/filtered/EJH_None_32.82
EJH,2025-05-23,88.98,data/filtered/EJH_None_88.98
EJH,2025-05-27,146.52,data/filtered/EJH_None_146.52
EJH,2025-07-15,45.48,data/filtered/EJH_None_45.48
EJH,2025-08-13,36.06,data/filtered/EJH_None_36.06
EKSO,2025-01-03,30.12,data/filtered/EKSO_None_30.12
EKSO,2025-01-06,36.75,data/filtered/EKSO_None_36.75
EKSO,2025-05-15,43.81,data/filtered/EKSO_None_43.81
ELAB,2025-01-24,105.56,data/filtered/ELAB_None_105.56
ELAB,2025-03-20,44.86,data/filtered/ELAB_None_44.86
ELAB,2025-04-10,39.10,data/filtered/ELAB_None_39.10
ELAB,2025-05-02,33.89,data/filtered/ELAB_None_33.89
ELAB,2025-06-09,43.78,data/filtered/ELAB_None_43.78
ELAB,2025-07-14,30.77,data/filtered/ELAB_None_30.77
ELAB,2025-08-22,94.71,data/filtered/ELAB_None_94.71
ELAB,2025-10-14,113.63,data/filtered/ELAB_None_113.63
ELBM,2025-03-21,47.01,data/filtered/ELBM_None_47.01
ELBM,2025-09-12,50.88,data/filtered/ELBM_None_50.88
ELBM,2025-10-01,30.33,data/filtered/ELBM_None_30.33
ELBM,2025-10-08,45.73,data/filtered/ELBM_None_45.73
ELBM,2025-10-13,427.27,data/filtered/ELBM_None_427.27
ELBM,2025-10-17,61.59,data/filtered/ELBM_None_61.59
ELF,2025-05-29,33.49,data/filtered/ELF_None_33.49
ELIL,2025-04-17,32.96,data/filtered/ELIL_None_32.96
ELPW,2025-04-14,74.51,data/filtered/ELPW_None_74.51
ELPW,2025-04-15,60.13,data/filtered/ELPW_None_60.13
ELPW,2025-04-16,48.40,data/filtered/ELPW_None_48.40
ELPW,2025-04-17,40.13,data/filtered/ELPW_None_40.13
ELPW,2025-05-08,35.33,data/filtered/ELPW_None_35.33
ELPW,2025-05-13,44.82,data/filtered/ELPW_None_44.82
ELPW,2025-07-02,79.75,data/filtered/ELPW_None_79.75
ELPW,2025-07-07,92.37,data/filtered/ELPW_None_92.37
ELWS,2025-05-13,69.91,data/filtered/ELWS_None_69.91
ELWS,2025-07-02,74.21,data/filtered/ELWS_None_74.21
ELWS,2025-07-28,37.50,data/filtered/ELWS_None_37.50
ELWS,2025-07-31,66.40,data/filtered/ELWS_None_66.40
ELWS,2025-08-04,60.62,data/filtered/ELWS_None_60.62
ELWS,2025-10-13,51.40,data/filtered/ELWS_None_51.40
ELWS,2025-10-16,139.95,data/filtered/ELWS_None_139.95
EMPG,2025-07-03,57.47,data/filtered/EMPG_None_57.47
EM,2025-01-06,46.81,data/filtered/EM_None_46.81
ENGNW,2025-01-17,42.62,data/filtered/ENGNW_None_42.62
ENGNW,2025-01-21,32.92,data/filtered/ENGNW_None_32.92
ENGNW,2025-02-07,36.67,data/filtered/ENGNW_None_36.67
ENGNW,2025-07-02,30.87,data/filtered/ENGNW_None_30.87
ENGNW,2025-10-09,34.67,data/filtered/ENGNW_None_34.67
ENGNW,2025-10-15,230.43,data/filtered/ENGNW_None_230.43
ENGNW,2025-10-17,31.58,data/filtered/ENGNW_None_31.58
ENGNW,2025-10-22,30.48,data/filtered/ENGNW_None_30.48
ENGS,2025-04-23,34.53,data/filtered/ENGS_None_34.53
ENGS,2025-07-07,52.54,data/filtered/ENGS_None_52.54
ENGS,2025-07-23,33.02,data/filtered/ENGS_None_33.02
ENGS,2025-08-14,57.48,data/filtered/ENGS_None_57.48
ENGS,2025-09-09,45.75,data/filtered/ENGS_None_45.75
ENGS,2025-09-11,31.84,data/filtered/ENGS_None_31.84
ENSC,2025-04-23,159.36,data/filtered/ENSC_None_159.36
ENTA,2025-09-29,94.18,data/filtered/ENTA_None_94.18
ENTO,2025-03-03,81.71,data/filtered/ENTO_None_81.71
ENTO,2025-05-29,71.55,data/filtered/ENTO_None_71.55
ENTO,2025-05-30,30.44,data/filtered/ENTO_None_30.44
ENTO,2025-07-08,43.58,data/filtered/ENTO_None_43.58
ENTO,2025-08-11,113.76,data/filtered/ENTO_None_113.76
ENTO,2025-09-12,43.03,data/filtered/ENTO_None_43.03
ENVB,2025-02-26,281.36,data/filtered/ENVB_None_281.36
ENVB,2025-02-28,46.23,data/filtered/ENVB_None_46.23
ENVX,2025-01-07,30.02,data/filtered/ENVX_None_30.02
EOLS,2025-01-21,37.87,data/filtered/EOLS_None_37.87
EOSE,2025-05-07,36.71,data/filtered/EOSE_None_36.71
EPOW,2025-09-25,40.74,data/filtered/EPOW_None_40.74
EPOW,2025-09-26,66.07,data/filtered/EPOW_None_66.07
EPOW,2025-09-30,76.86,data/filtered/EPOW_None_76.86
EPSM,2025-04-23,46.03,data/filtered/EPSM_None_46.03
EPSM,2025-04-24,33.83,data/filtered/EPSM_None_33.83
EPSM,2025-05-05,36.85,data/filtered/EPSM_None_36.85
EPSM,2025-05-06,44.81,data/filtered/EPSM_None_44.81
EPSM,2025-06-20,33.66,data/filtered/EPSM_None_33.66
EPSM,2025-06-23,30.30,data/filtered/EPSM_None_30.30
EPSM,2025-07-01,32.28,data/filtered/EPSM_None_32.28
EPSM,2025-07-09,37.72,data/filtered/EPSM_None_37.72
EPSM,2025-09-09,474.50,data/filtered/EPSM_None_474.50
EPSM,2025-09-11,35.68,data/filtered/EPSM_None_35.68
EPSM,2025-09-12,40.18,data/filtered/EPSM_None_40.18
EPSM,2025-10-02,55.27,data/filtered/EPSM_None_55.27
EPSM,2025-10-03,163.40,data/filtered/EPSM_None_163.40
EPSM,2025-10-23,33.63,data/filtered/EPSM_None_33.63
EPWK,2025-04-23,85.34,data/filtered/EPWK_None_85.34
EPWK,2025-04-24,36.82,data/filtered/EPWK_None_36.82
EPWK,2025-04-25,30.28,data/filtered/EPWK_None_30.28
EPWK,2025-05-06,32.80,data/filtered/EPWK_None_32.80
EPWK,2025-06-05,40.99,data/filtered/EPWK_None_40.99
EPWK,2025-08-27,47.53,data/filtered/EPWK_None_47.53
EPWK,2025-09-10,55.28,data/filtered/EPWK_None_55.28
EPWK,2025-10-09,103.31,data/filtered/EPWK_None_103.31
EPWK,2025-10-16,52.54,data/filtered/EPWK_None_52.54
EPWK,2025-10-22,35.80,data/filtered/EPWK_None_35.80
EPWK,2025-10-31,146.07,data/filtered/EPWK_None_146.07
EQS,2025-08-06,40.67,data/filtered/EQS_None_40.67
EQ,2025-02-06,45.09,data/filtered/EQ_None_45.09
EQ,2025-08-01,247.83,data/filtered/EQ_None_247.83
EQ,2025-08-11,152.42,data/filtered/EQ_None_152.42
EQ,2025-08-21,37.72,data/filtered/EQ_None_37.72
EQ,2025-08-22,44.87,data/filtered/EQ_None_44.87
EQ,2025-09-05,34.29,data/filtered/EQ_None_34.29
ERAS,2025-04-09,30.19,data/filtered/ERAS_None_30.19
ERAS,2025-05-29,33.64,data/filtered/ERAS_None_33.64
ERNA,2025-01-14,210.68,data/filtered/ERNA_None_210.68
ERNA,2025-01-22,57.39,data/filtered/ERNA_None_57.39
ERNA,2025-10-29,128.79,data/filtered/ERNA_None_128.79
ESGL,2025-01-10,34.13,data/filtered/ESGL_None_34.13
ESGL,2025-01-13,48.23,data/filtered/ESGL_None_48.23
ESGL,2025-02-27,200.00,data/filtered/ESGL_None_200.00
ESGL,2025-02-28,47.33,data/filtered/ESGL_None_47.33
ESLA,2025-02-18,40.89,data/filtered/ESLA_None_40.89
ESLA,2025-10-01,33.04,data/filtered/ESLA_None_33.04
ESPR,2025-07-24,56.39,data/filtered/ESPR_None_56.39
EUDA,2025-09-24,32.14,data/filtered/EUDA_None_32.14
EVAX,2025-01-23,76.05,data/filtered/EVAX_None_76.05
EVAX,2025-01-24,169.23,data/filtered/EVAX_None_169.23
EVAX,2025-02-04,68.75,data/filtered/EVAX_None_68.75
EVAX,2025-09-25,43.94,data/filtered/EVAX_None_43.94
EVAX,2025-10-06,33.15,data/filtered/EVAX_None_33.15
EVAX,2025-10-15,54.97,data/filtered/EVAX_None_54.97
EVER,2025-02-25,30.27,data/filtered/EVER_None_30.27
EVGN,2025-04-21,38.14,data/filtered/EVGN_None_38.14
EVGN,2025-06-10,114.16,data/filtered/EVGN_None_114.16
EVGO,2025-05-06,41.88,data/filtered/EVGO_None_41.88
EVLVW,2025-08-15,59.93,data/filtered/EVLVW_None_59.93
EVLV,2025-05-16,31.19,data/filtered/EVLV_None_31.19
EVOK,2025-07-09,271.43,data/filtered/EVOK_None_271.43
EVOK,2025-08-01,39.39,data/filtered/EVOK_None_39.39
EVTL,2025-01-15,32.13,data/filtered/EVTL_None_32.13
EVTV,2025-01-29,42.36,data/filtered/EVTV_None_42.36
EVTV,2025-01-31,38.53,data/filtered/EVTV_None_38.53
EVTV,2025-03-07,31.58,data/filtered/EVTV_None_31.58
EVTV,2025-08-04,31.29,data/filtered/EVTV_None_31.29
EVTV,2025-09-12,61.45,data/filtered/EVTV_None_61.45
EXOZ,2025-02-13,35.46,data/filtered/EXOZ_None_35.46
EXOZ,2025-07-24,36.74,data/filtered/EXOZ_None_36.74
EZGO,2025-08-01,105.09,data/filtered/EZGO_None_105.09
EZGO,2025-09-24,40.86,data/filtered/EZGO_None_40.86
EZGO,2025-10-01,53.58,data/filtered/EZGO_None_53.58
FAMI,2025-01-15,87.83,data/filtered/FAMI_None_87.83
FAMI,2025-05-12,30.59,data/filtered/FAMI_None_30.59
FARM,2025-02-07,57.22,data/filtered/FARM_None_57.22
FATBB,2025-04-08,30.59,data/filtered/FATBB_None_30.59
FATE,2025-08-13,32.44,data/filtered/FATE_None_32.44
FATN,2025-04-11,31.78,data/filtered/FATN_None_31.78
FATN,2025-04-14,72.64,data/filtered/FATN_None_72.64
FATN,2025-04-17,87.85,data/filtered/FATN_None_87.85
FATN,2025-04-23,35.52,data/filtered/FATN_None_35.52
FATN,2025-05-13,32.44,data/filtered/FATN_None_32.44
FATN,2025-05-16,33.00,data/filtered/FATN_None_33.00
FATN,2025-06-30,39.74,data/filtered/FATN_None_39.74
FATN,2025-09-19,79.20,data/filtered/FATN_None_79.20
FAT,2025-06-09,40.24,data/filtered/FAT_None_40.24
FBGL,2025-03-24,31.61,data/filtered/FBGL_None_31.61
FBGL,2025-03-25,66.67,data/filtered/FBGL_None_66.67
FBIO,2025-09-05,30.99,data/filtered/FBIO_None_30.99
FBLG,2025-05-15,35.90,data/filtered/FBLG_None_35.90
FBL,2025-04-09,30.11,data/filtered/FBL_None_30.11
FBRX,2025-03-19,36.00,data/filtered/FBRX_None_36.00
FBRX,2025-03-25,42.25,data/filtered/FBRX_None_42.25
FBRX,2025-05-27,51.94,data/filtered/FBRX_None_51.94
FBRX,2025-06-23,33.90,data/filtered/FBRX_None_33.90
FBYDW,2025-02-12,141.13,data/filtered/FBYDW_None_141.13
FBYDW,2025-02-18,44.24,data/filtered/FBYDW_None_44.24
FBYDW,2025-07-16,47.73,data/filtered/FBYDW_None_47.73
FBYDW,2025-09-17,86.81,data/filtered/FBYDW_None_86.81
FBYDW,2025-09-24,42.86,data/filtered/FBYDW_None_42.86
FBYDW,2025-10-06,36.09,data/filtered/FBYDW_None_36.09
FBYDW,2025-10-16,91.26,data/filtered/FBYDW_None_91.26
FBYD,2025-02-06,68.39,data/filtered/FBYD_None_68.39
FBYD,2025-05-02,35.85,data/filtered/FBYD_None_35.85
FBYD,2025-06-18,33.70,data/filtered/FBYD_None_33.70
FBYD,2025-07-17,33.60,data/filtered/FBYD_None_33.60
FCEL,2025-06-06,43.85,data/filtered/FCEL_None_43.85
FCUV,2025-01-03,212.59,data/filtered/FCUV_None_212.59
FCUV,2025-01-31,149.20,data/filtered/FCUV_None_149.20
FCUV,2025-03-05,31.14,data/filtered/FCUV_None_31.14
FCUV,2025-09-03,42.12,data/filtered/FCUV_None_42.12
FCUV,2025-10-06,33.63,data/filtered/FCUV_None_33.63
FDMT,2025-08-01,48.67,data/filtered/FDMT_None_48.67
FEAM,2025-01-14,31.51,data/filtered/FEAM_None_31.51
FEAM,2025-02-06,31.90,data/filtered/FEAM_None_31.90
FEAM,2025-03-18,58.76,data/filtered/FEAM_None_58.76
FEAM,2025-07-24,37.35,data/filtered/FEAM_None_37.35
FEAM,2025-08-11,42.97,data/filtered/FEAM_None_42.97
FEAM,2025-10-10,50.60,data/filtered/FEAM_None_50.60
FEBO,2025-08-26,81.08,data/filtered/FEBO_None_81.08
FEDU,2025-07-11,35.59,data/filtered/FEDU_None_35.59
FEDU,2025-09-03,45.45,data/filtered/FEDU_None_45.45
FENG,2025-09-24,37.74,data/filtered/FENG_None_37.74
FFAI,2025-04-24,31.46,data/filtered/FFAI_None_31.46
FFAI,2025-04-28,31.43,data/filtered/FFAI_None_31.43
FFAI,2025-07-22,55.61,data/filtered/FFAI_None_55.61
FFAI,2025-07-24,31.75,data/filtered/FFAI_None_31.75
FGEN,2025-02-20,56.14,data/filtered/FGEN_None_56.14
FGI,2025-05-09,48.13,data/filtered/FGI_None_48.13
FGI,2025-06-02,66.64,data/filtered/FGI_None_66.64
FGI,2025-07-16,35.98,data/filtered/FGI_None_35.98
FGI,2025-09-16,217.88,data/filtered/FGI_None_217.88
FGI,2025-10-20,44.12,data/filtered/FGI_None_44.12
FGL,2025-01-06,62.09,data/filtered/FGL_None_62.09
FGL,2025-01-10,30.08,data/filtered/FGL_None_30.08
FGL,2025-01-13,31.18,data/filtered/FGL_None_31.18
FGNX,2025-09-17,34.51,data/filtered/FGNX_None_34.51
FHTX,2025-02-10,30.25,data/filtered/FHTX_None_30.25
FICO,2025-10-02,32.08,data/filtered/FICO_None_32.08
FIEE,2025-07-31,53.19,data/filtered/FIEE_None_53.19
FIG,2025-07-31,423.11,data/filtered/FIG_None_423.11
FLDDW,2025-02-19,53.33,data/filtered/FLDDW_None_53.33
FLD,2025-03-06,32.53,data/filtered/FLD_None_32.53
FLD,2025-03-21,32.40,data/filtered/FLD_None_32.40
FLD,2025-09-19,35.00,data/filtered/FLD_None_35.00
FLGC,2025-08-11,32.43,data/filtered/FLGC_None_32.43
FLGC,2025-09-22,72.79,data/filtered/FLGC_None_72.79
FLNC,2025-05-12,33.41,data/filtered/FLNC_None_33.41
FLNT,2025-08-27,33.18,data/filtered/FLNT_None_33.18
FLS,2025-10-29,33.54,data/filtered/FLS_None_33.54
FLUX,2025-03-17,33.33,data/filtered/FLUX_None_33.33
FLUX,2025-03-21,34.76,data/filtered/FLUX_None_34.76
FLUX,2025-09-16,59.66,data/filtered/FLUX_None_59.66
FLUX,2025-10-06,38.07,data/filtered/FLUX_None_38.07
FLWS,2025-07-22,31.40,data/filtered/FLWS_None_31.40
FLWS,2025-10-22,37.86,data/filtered/FLWS_None_37.86
FLXS,2025-02-04,33.07,data/filtered/FLXS_None_33.07
FLXS,2025-08-19,31.30,data/filtered/FLXS_None_31.30
FLX,2025-06-03,37.90,data/filtered/FLX_None_37.90
FLYE,2025-02-11,52.25,data/filtered/FLYE_None_52.25
FLYE,2025-04-09,43.27,data/filtered/FLYE_None_43.27
FLYE,2025-07-07,48.73,data/filtered/FLYE_None_48.73
FLYE,2025-07-17,30.41,data/filtered/FLYE_None_30.41
FLYE,2025-08-21,38.02,data/filtered/FLYE_None_38.02
FLYE,2025-09-22,37.78,data/filtered/FLYE_None_37.78
FMFC,2025-06-26,47.73,data/filtered/FMFC_None_47.73
FMFC,2025-08-22,30.37,data/filtered/FMFC_None_30.37
FMFC,2025-10-10,47.87,data/filtered/FMFC_None_47.87
FMSTW,2025-06-05,35.46,data/filtered/FMSTW_None_35.46
FMSTW,2025-10-15,88.92,data/filtered/FMSTW_None_88.92
FMSTW,2025-10-16,77.06,data/filtered/FMSTW_None_77.06
FMST,2025-01-24,33.80,data/filtered/FMST_None_33.80
FMST,2025-01-27,42.39,data/filtered/FMST_None_42.39
FMST,2025-05-05,35.16,data/filtered/FMST_None_35.16
FMST,2025-05-12,52.92,data/filtered/FMST_None_52.92
FMST,2025-05-16,35.07,data/filtered/FMST_None_35.07
FMST,2025-05-27,33.44,data/filtered/FMST_None_33.44
FMST,2025-05-28,33.95,data/filtered/FMST_None_33.95
FMST,2025-07-29,30.61,data/filtered/FMST_None_30.61
FNGR,2025-05-01,37.33,data/filtered/FNGR_None_37.33
FNGR,2025-07-28,30.56,data/filtered/FNGR_None_30.56
FNKO,2025-05-12,49.29,data/filtered/FNKO_None_49.29
FOFO,2025-09-23,48.99,data/filtered/FOFO_None_48.99
FOFO,2025-09-25,66.18,data/filtered/FOFO_None_66.18
FOFO,2025-09-26,61.34,data/filtered/FOFO_None_61.34
FOFO,2025-09-29,51.11,data/filtered/FOFO_None_51.11
FOFO,2025-10-13,41.03,data/filtered/FOFO_None_41.03
FOFO,2025-10-14,34.53,data/filtered/FOFO_None_34.53
FORA,2025-02-14,31.16,data/filtered/FORA_None_31.16
FORA,2025-08-25,53.11,data/filtered/FORA_None_53.11
FOSL,2025-03-13,37.01,data/filtered/FOSL_None_37.01
FOSL,2025-08-14,32.04,data/filtered/FOSL_None_32.04
FOSL,2025-08-15,37.02,data/filtered/FOSL_None_37.02
FOSL,2025-10-15,66.04,data/filtered/FOSL_None_66.04
FOXX,2025-01-03,30.28,data/filtered/FOXX_None_30.28
FOXX,2025-01-30,280.62,data/filtered/FOXX_None_280.62
FOXX,2025-07-17,30.69,data/filtered/FOXX_None_30.69
FOXX,2025-08-11,36.86,data/filtered/FOXX_None_36.86
FPH,2025-01-24,41.99,data/filtered/FPH_None_41.99
FRGE,2025-04-07,31.37,data/filtered/FRGE_None_31.37
FRGE,2025-04-15,65.65,data/filtered/FRGE_None_65.65
FRGE,2025-04-21,49.14,data/filtered/FRGE_None_49.14
FRGE,2025-07-31,30.44,data/filtered/FRGE_None_30.44
FRGT,2025-03-04,93.20,data/filtered/FRGT_None_93.20
FRGT,2025-04-11,44.83,data/filtered/FRGT_None_44.83
FRGT,2025-04-30,46.06,data/filtered/FRGT_None_46.06
FRGT,2025-05-02,254.38,data/filtered/FRGT_None_254.38
FRGT,2025-05-12,72.00,data/filtered/FRGT_None_72.00
FRGT,2025-09-15,46.10,data/filtered/FRGT_None_46.10
FRGT,2025-10-28,66.67,data/filtered/FRGT_None_66.67
FTCI,2025-02-14,30.84,data/filtered/FTCI_None_30.84
FTCI,2025-03-31,37.60,data/filtered/FTCI_None_37.60
FTEK,2025-05-19,40.71,data/filtered/FTEK_None_40.71
