ticker,event_date,momentum_pct,filtered_dirname,expected_quote_data_file,found_in_quote_data
ENTA,2025-09-29,94.18,ENTA_2025-09-29_94.18,ENTA_quotes_2025_09_29.parquet,True
ENTO,2025-03-03,81.71,ENTO_2025-03-03_81.71,ENTO_quotes_2025_03_03.parquet,True
ENTO,2025-05-29,71.55,ENTO_2025-05-29_71.55,ENTO_quotes_2025_05_29.parquet,True
ENTO,2025-05-30,30.44,ENTO_2025-05-30_30.44,ENTO_quotes_2025_05_30.parquet,True
ENTO,2025-07-08,43.58,ENTO_2025-07-08_43.58,ENTO_quotes_2025_07_08.parquet,True
ENTO,2025-08-11,113.76,ENTO_2025-08-11_113.76,ENTO_quotes_2025_08_11.parquet,True
ENTO,2025-09-12,43.03,ENTO_2025-09-12_43.03,ENTO_quotes_2025_09_12.parquet,True
ENVB,2025-02-26,281.36,ENVB_2025-02-26_281.36,ENVB_quotes_2025_02_26.parquet,True
ENVB,2025-02-28,46.23,ENVB_2025-02-28_46.23,ENVB_quotes_2025_02_28.parquet,True
ENVX,2025-01-07,30.02,ENVX_2025-01-07_30.02,ENVX_quotes_2025_01_07.parquet,True
EOLS,2025-01-21,37.87,EOLS_2025-01-21_37.87,EOLS_quotes_2025_01_21.parquet,True
EOSE,2025-05-07,36.71,EOSE_2025-05-07_36.71,EOSE_quotes_2025_05_07.parquet,True
EPOW,2025-09-25,40.74,EPOW_2025-09-25_40.74,EPOW_quotes_2025_09_25.parquet,True
EPOW,2025-09-26,66.07,EPOW_2025-09-26_66.07,EPOW_quotes_2025_09_26.parquet,True
EPOW,2025-09-30,76.86,EPOW_2025-09-30_76.86,EPOW_quotes_2025_09_30.parquet,True
EPSM,2025-04-23,46.03,EPSM_2025-04-23_46.03,EPSM_quotes_2025_04_23.parquet,True
EPSM,2025-04-24,33.83,EPSM_2025-04-24_33.83,EPSM_quotes_2025_04_24.parquet,True
EPSM,2025-05-05,36.85,EPSM_2025-05-05_36.85,EPSM_quotes_2025_05_05.parquet,True
EPSM,2025-05-06,44.81,EPSM_2025-05-06_44.81,EPSM_quotes_2025_05_06.parquet,True
EPSM,2025-06-20,33.66,EPSM_2025-06-20_33.66,EPSM_quotes_2025_06_20.parquet,True
EPSM,2025-06-23,30.30,EPSM_2025-06-23_30.30,EPSM_quotes_2025_06_23.parquet,True
EPSM,2025-07-01,32.28,EPSM_2025-07-01_32.28,EPSM_quotes_2025_07_01.parquet,True
EPSM,2025-07-09,37.72,EPSM_2025-07-09_37.72,EPSM_quotes_2025_07_09.parquet,True
EPSM,2025-09-09,474.50,EPSM_2025-09-09_474.50,EPSM_quotes_2025_09_09.parquet,True
EPSM,2025-09-11,35.68,EPSM_2025-09-11_35.68,EPSM_quotes_2025_09_11.parquet,True
EPSM,2025-09-12,40.18,EPSM_2025-09-12_40.18,EPSM_quotes_2025_09_12.parquet,True
EPSM,2025-10-02,55.27,EPSM_2025-10-02_55.27,EPSM_quotes_2025_10_02.parquet,True
EPSM,2025-10-03,163.40,EPSM_2025-10-03_163.40,EPSM_quotes_2025_10_03.parquet,True
EPSM,2025-10-23,33.63,EPSM_2025-10-23_33.63,EPSM_quotes_2025_10_23.parquet,True
EPWK,2025-04-23,85.34,EPWK_2025-04-23_85.34,EPWK_quotes_2025_04_23.parquet,True
EPWK,2025-04-24,36.82,EPWK_2025-04-24_36.82,EPWK_quotes_2025_04_24.parquet,True
EPWK,2025-04-25,30.28,EPWK_2025-04-25_30.28,EPWK_quotes_2025_04_25.parquet,True
EPWK,2025-05-06,32.80,EPWK_2025-05-06_32.80,EPWK_quotes_2025_05_06.parquet,True
EPWK,2025-06-05,40.99,EPWK_2025-06-05_40.99,EPWK_quotes_2025_06_05.parquet,True
EPWK,2025-08-27,47.53,EPWK_2025-08-27_47.53,EPWK_quotes_2025_08_27.parquet,True
EPWK,2025-09-09,30.28,EPWK_2025-09-09_30.28,EPWK_quotes_2025_09_09.parquet,True
EPWK,2025-09-10,55.28,EPWK_2025-09-10_55.28,EPWK_quotes_2025_09_10.parquet,True
EPWK,2025-10-09,103.31,EPWK_2025-10-09_103.31,EPWK_quotes_2025_10_09.parquet,True
EPWK,2025-10-16,52.54,EPWK_2025-10-16_52.54,EPWK_quotes_2025_10_16.parquet,True
EPWK,2025-10-22,35.80,EPWK_2025-10-22_35.80,EPWK_quotes_2025_10_22.parquet,True
EPWK,2025-10-31,146.07,EPWK_2025-10-31_146.07,EPWK_quotes_2025_10_31.parquet,True
EQS,2025-08-06,40.67,EQS_2025-08-06_40.67,EQS_quotes_2025_08_06.parquet,True
EQ,2025-02-06,45.09,EQ_2025-02-06_45.09,EQ_quotes_2025_02_06.parquet,True
EQ,2025-08-01,247.83,EQ_2025-08-01_247.83,EQ_quotes_2025_08_01.parquet,True
EQ,2025-08-11,152.42,EQ_2025-08-11_152.42,EQ_quotes_2025_08_11.parquet,True
EQ,2025-08-21,37.72,EQ_2025-08-21_37.72,EQ_quotes_2025_08_21.parquet,True
EQ,2025-08-22,44.87,EQ_2025-08-22_44.87,EQ_quotes_2025_08_22.parquet,True
EQ,2025-09-05,34.29,EQ_2025-09-05_34.29,EQ_quotes_2025_09_05.parquet,True
ERAS,2025-04-09,30.19,ERAS_2025-04-09_30.19,ERAS_quotes_2025_04_09.parquet,True
ERAS,2025-05-29,33.64,ERAS_2025-05-29_33.64,ERAS_quotes_2025_05_29.parquet,True
ERNA,2025-01-14,210.68,ERNA_2025-01-14_210.68,ERNA_quotes_2025_01_14.parquet,True
ERNA,2025-01-22,57.39,ERNA_2025-01-22_57.39,ERNA_quotes_2025_01_22.parquet,True
ERNA,2025-10-29,128.79,ERNA_2025-10-29_128.79,ERNA_quotes_2025_10_29.parquet,True
ESGL,2025-01-10,34.13,ESGL_2025-01-10_34.13,ESGL_quotes_2025_01_10.parquet,True
ESGL,2025-01-13,48.23,ESGL_2025-01-13_48.23,ESGL_quotes_2025_01_13.parquet,True
ESGL,2025-02-27,200.00,ESGL_2025-02-27_200.00,ESGL_quotes_2025_02_27.parquet,True
ESGL,2025-02-28,47.33,ESGL_2025-02-28_47.33,ESGL_quotes_2025_02_28.parquet,True
ESLA,2025-02-18,40.89,ESLA_2025-02-18_40.89,ESLA_quotes_2025_02_18.parquet,True
ESLA,2025-10-01,33.04,ESLA_2025-10-01_33.04,ESLA_quotes_2025_10_01.parquet,True
ESPR,2025-07-24,56.39,ESPR_2025-07-24_56.39,ESPR_quotes_2025_07_24.parquet,True
EUDA,2025-09-24,32.14,EUDA_2025-09-24_32.14,EUDA_quotes_2025_09_24.parquet,True
EVAX,2025-01-23,76.05,EVAX_2025-01-23_76.05,EVAX_quotes_2025_01_23.parquet,True
EVAX,2025-01-24,169.23,EVAX_2025-01-24_169.23,EVAX_quotes_2025_01_24.parquet,True
EVAX,2025-02-04,68.75,EVAX_2025-02-04_68.75,EVAX_quotes_2025_02_04.parquet,True
EVAX,2025-09-25,43.94,EVAX_2025-09-25_43.94,EVAX_quotes_2025_09_25.parquet,True
EVAX,2025-10-06,33.15,EVAX_2025-10-06_33.15,EVAX_quotes_2025_10_06.parquet,True
EVAX,2025-10-15,54.97,EVAX_2025-10-15_54.97,EVAX_quotes_2025_10_15.parquet,True
EVER,2025-02-25,30.27,EVER_2025-02-25_30.27,EVER_quotes_2025_02_25.parquet,True
EVGN,2025-04-21,38.14,EVGN_2025-04-21_38.14,EVGN_quotes_2025_04_21.parquet,True
EVGN,2025-06-10,114.16,EVGN_2025-06-10_114.16,EVGN_quotes_2025_06_10.parquet,True
EVGO,2025-05-06,41.88,EVGO_2025-05-06_41.88,EVGO_quotes_2025_05_06.parquet,True
EVLVW,2025-08-15,59.93,EVLVW_2025-08-15_59.93,EVLVW_quotes_2025_08_15.parquet,True
EVLV,2025-05-16,31.19,EVLV_2025-05-16_31.19,EVLV_quotes_2025_05_16.parquet,True
EVOK,2025-07-09,271.43,EVOK_2025-07-09_271.43,EVOK_quotes_2025_07_09.parquet,True
EVOK,2025-08-01,39.39,EVOK_2025-08-01_39.39,EVOK_quotes_2025_08_01.parquet,True
EVTL,2025-01-15,32.13,EVTL_2025-01-15_32.13,EVTL_quotes_2025_01_15.parquet,True
EVTV,2025-01-29,42.36,EVTV_2025-01-29_42.36,EVTV_quotes_2025_01_29.parquet,True
EVTV,2025-01-31,38.53,EVTV_2025-01-31_38.53,EVTV_quotes_2025_01_31.parquet,True
EVTV,2025-03-07,31.58,EVTV_2025-03-07_31.58,EVTV_quotes_2025_03_07.parquet,True
EVTV,2025-08-04,31.29,EVTV_2025-08-04_31.29,EVTV_quotes_2025_08_04.parquet,True
EVTV,2025-09-12,61.45,EVTV_2025-09-12_61.45,EVTV_quotes_2025_09_12.parquet,True
EXOZ,2025-02-13,35.46,EXOZ_2025-02-13_35.46,EXOZ_quotes_2025_02_13.parquet,True
EXOZ,2025-07-24,36.74,EXOZ_2025-07-24_36.74,EXOZ_quotes_2025_07_24.parquet,True
EZGO,2025-08-01,105.09,EZGO_2025-08-01_105.09,EZGO_quotes_2025_08_01.parquet,True
EZGO,2025-09-24,40.86,EZGO_2025-09-24_40.86,EZGO_quotes_2025_09_24.parquet,True
EZGO,2025-10-01,53.58,EZGO_2025-10-01_53.58,EZGO_quotes_2025_10_01.parquet,True
FAMI,2025-01-15,87.83,FAMI_2025-01-15_87.83,FAMI_quotes_2025_01_15.parquet,True
FAMI,2025-05-12,30.59,FAMI_2025-05-12_30.59,FAMI_quotes_2025_05_12.parquet,True
FARM,2025-02-07,57.22,FARM_2025-02-07_57.22,FARM_quotes_2025_02_07.parquet,True
FATBB,2025-04-08,30.59,FATBB_2025-04-08_30.59,FATBB_quotes_2025_04_08.parquet,True
FATE,2025-08-13,32.44,FATE_2025-08-13_32.44,FATE_quotes_2025_08_13.parquet,True
FATN,2025-04-11,31.78,FATN_2025-04-11_31.78,FATN_quotes_2025_04_11.parquet,True
FATN,2025-04-14,72.64,FATN_2025-04-14_72.64,FATN_quotes_2025_04_14.parquet,True
FATN,2025-04-17,87.85,FATN_2025-04-17_87.85,FATN_quotes_2025_04_17.parquet,True
FATN,2025-04-23,35.52,FATN_2025-04-23_35.52,FATN_quotes_2025_04_23.parquet,True
FATN,2025-05-13,32.44,FATN_2025-05-13_32.44,FATN_quotes_2025_05_13.parquet,True
FATN,2025-05-16,33.00,FATN_2025-05-16_33.00,FATN_quotes_2025_05_16.parquet,True
FATN,2025-06-30,39.74,FATN_2025-06-30_39.74,FATN_quotes_2025_06_30.parquet,True
FATN,2025-09-19,79.20,FATN_2025-09-19_79.20,FATN_quotes_2025_09_19.parquet,True
FAT,2025-06-09,40.24,FAT_2025-06-09_40.24,FAT_quotes_2025_06_09.parquet,True
FBGL,2025-03-24,31.61,FBGL_2025-03-24_31.61,FBGL_quotes_2025_03_24.parquet,True
FBGL,2025-03-25,66.67,FBGL_2025-03-25_66.67,FBGL_quotes_2025_03_25.parquet,True
FBIO,2025-09-05,30.99,FBIO_2025-09-05_30.99,FBIO_quotes_2025_09_05.parquet,True
FBLG,2025-05-15,35.90,FBLG_2025-05-15_35.90,FBLG_quotes_2025_05_15.parquet,True
FBL,2025-04-09,30.11,FBL_2025-04-09_30.11,FBL_quotes_2025_04_09.parquet,True
FBRX,2025-03-19,36.00,FBRX_2025-03-19_36.00,FBRX_quotes_2025_03_19.parquet,True
FBRX,2025-03-25,42.25,FBRX_2025-03-25_42.25,FBRX_quotes_2025_03_25.parquet,True
FBRX,2025-05-27,51.94,FBRX_2025-05-27_51.94,FBRX_quotes_2025_05_27.parquet,True
FBRX,2025-06-23,33.90,FBRX_2025-06-23_33.90,FBRX_quotes_2025_06_23.parquet,True
FBYDW,2025-02-12,141.13,FBYDW_2025-02-12_141.13,FBYDW_quotes_2025_02_12.parquet,True
FBYDW,2025-02-18,44.24,FBYDW_2025-02-18_44.24,FBYDW_quotes_2025_02_18.parquet,True
FBYDW,2025-07-16,47.73,FBYDW_2025-07-16_47.73,FBYDW_quotes_2025_07_16.parquet,True
FBYDW,2025-09-17,86.81,FBYDW_2025-09-17_86.81,FBYDW_quotes_2025_09_17.parquet,True
FBYDW,2025-09-24,42.86,FBYDW_2025-09-24_42.86,FBYDW_quotes_2025_09_24.parquet,True
FBYDW,2025-10-06,36.09,FBYDW_2025-10-06_36.09,FBYDW_quotes_2025_10_06.parquet,True
FBYDW,2025-10-16,91.26,FBYDW_2025-10-16_91.26,FBYDW_quotes_2025_10_16.parquet,True
FBYD,2025-02-06,68.39,FBYD_2025-02-06_68.39,FBYD_quotes_2025_02_06.parquet,True
FBYD,2025-05-02,35.85,FBYD_2025-05-02_35.85,FBYD_quotes_2025_05_02.parquet,True
FBYD,2025-06-18,33.70,FBYD_2025-06-18_33.70,FBYD_quotes_2025_06_18.parquet,True
FBYD,2025-07-17,33.60,FBYD_2025-07-17_33.60,FBYD_quotes_2025_07_17.parquet,True
FCEL,2025-06-06,43.85,FCEL_2025-06-06_43.85,FCEL_quotes_2025_06_06.parquet,True
FCUV,2025-01-03,212.59,FCUV_2025-01-03_212.59,FCUV_quotes_2025_01_03.parquet,True
FCUV,2025-01-31,149.20,FCUV_2025-01-31_149.20,FCUV_quotes_2025_01_31.parquet,True
FCUV,2025-03-05,31.14,FCUV_2025-03-05_31.14,FCUV_quotes_2025_03_05.parquet,True
FCUV,2025-09-03,42.12,FCUV_2025-09-03_42.12,FCUV_quotes_2025_09_03.parquet,True
FCUV,2025-10-06,33.63,FCUV_2025-10-06_33.63,FCUV_quotes_2025_10_06.parquet,True
FDMT,2025-08-01,48.67,FDMT_2025-08-01_48.67,FDMT_quotes_2025_08_01.parquet,True
FEAM,2025-01-14,31.51,FEAM_2025-01-14_31.51,FEAM_quotes_2025_01_14.parquet,True
FEAM,2025-02-06,31.90,FEAM_2025-02-06_31.90,FEAM_quotes_2025_02_06.parquet,True
FEAM,2025-03-18,58.76,FEAM_2025-03-18_58.76,FEAM_quotes_2025_03_18.parquet,True
FEAM,2025-07-24,37.35,FEAM_2025-07-24_37.35,FEAM_quotes_2025_07_24.parquet,True
FEAM,2025-08-11,42.97,FEAM_2025-08-11_42.97,FEAM_quotes_2025_08_11.parquet,True
FEAM,2025-10-10,50.60,FEAM_2025-10-10_50.60,FEAM_quotes_2025_10_10.parquet,True
FEBO,2025-08-26,81.08,FEBO_2025-08-26_81.08,FEBO_quotes_2025_08_26.parquet,True
FEDU,2025-07-11,35.59,FEDU_2025-07-11_35.59,FEDU_quotes_2025_07_11.parquet,True
FEDU,2025-09-03,45.45,FEDU_2025-09-03_45.45,FEDU_quotes_2025_09_03.parquet,True
FENG,2025-09-24,37.74,FENG_2025-09-24_37.74,FENG_quotes_2025_09_24.parquet,True
FFAI,2025-04-24,31.46,FFAI_2025-04-24_31.46,FFAI_quotes_2025_04_24.parquet,True
FFAI,2025-04-28,31.43,FFAI_2025-04-28_31.43,FFAI_quotes_2025_04_28.parquet,True
FFAI,2025-07-22,55.61,FFAI_2025-07-22_55.61,FFAI_quotes_2025_07_22.parquet,True
FFAI,2025-07-24,31.75,FFAI_2025-07-24_31.75,FFAI_quotes_2025_07_24.parquet,True
FGEN,2025-02-20,56.14,FGEN_2025-02-20_56.14,FGEN_quotes_2025_02_20.parquet,True
FGI,2025-05-09,48.13,FGI_2025-05-09_48.13,FGI_quotes_2025_05_09.parquet,True
FGI,2025-06-02,66.64,FGI_2025-06-02_66.64,FGI_quotes_2025_06_02.parquet,True
FGI,2025-07-16,35.98,FGI_2025-07-16_35.98,FGI_quotes_2025_07_16.parquet,True
FGI,2025-09-16,217.88,FGI_2025-09-16_217.88,FGI_quotes_2025_09_16.parquet,True
FGI,2025-10-20,44.12,FGI_2025-10-20_44.12,FGI_quotes_2025_10_20.parquet,True
FGL,2025-01-06,62.09,FGL_2025-01-06_62.09,FGL_quotes_2025_01_06.parquet,True
FGL,2025-01-10,30.08,FGL_2025-01-10_30.08,FGL_quotes_2025_01_10.parquet,True
FGL,2025-01-13,31.18,FGL_2025-01-13_31.18,FGL_quotes_2025_01_13.parquet,True
FGNX,2025-09-17,34.51,FGNX_2025-09-17_34.51,FGNX_quotes_2025_09_17.parquet,True
FHTX,2025-02-10,30.25,FHTX_2025-02-10_30.25,FHTX_quotes_2025_02_10.parquet,True
FICO,2025-10-02,32.08,FICO_2025-10-02_32.08,FICO_quotes_2025_10_02.parquet,True
FIEE,2025-07-31,53.19,FIEE_2025-07-31_53.19,FIEE_quotes_2025_07_31.parquet,True
FIG,2025-07-31,423.11,FIG_2025-07-31_423.11,FIG_quotes_2025_07_31.parquet,True
FLDDW,2025-01-24,42.22,FLDDW_2025-01-24_42.22,FLDDW_quotes_2025_01_24.parquet,False
FLDDW,2025-02-19,53.33,FLDDW_2025-02-19_53.33,FLDDW_quotes_2025_02_19.parquet,True
FLD,2025-03-06,32.53,FLD_2025-03-06_32.53,FLD_quotes_2025_03_06.parquet,True
FLD,2025-03-21,32.40,FLD_2025-03-21_32.40,FLD_quotes_2025_03_21.parquet,True
FLD,2025-09-19,35.00,FLD_2025-09-19_35.00,FLD_quotes_2025_09_19.parquet,True
FLGC,2025-08-11,32.43,FLGC_2025-08-11_32.43,FLGC_quotes_2025_08_11.parquet,True
FLGC,2025-09-22,72.79,FLGC_2025-09-22_72.79,FLGC_quotes_2025_09_22.parquet,True
FLNC,2025-05-12,33.41,FLNC_2025-05-12_33.41,FLNC_quotes_2025_05_12.parquet,True
FLNT,2025-08-27,33.18,FLNT_2025-08-27_33.18,FLNT_quotes_2025_08_27.parquet,True
FLS,2025-10-29,33.54,FLS_2025-10-29_33.54,FLS_quotes_2025_10_29.parquet,True
FLUX,2025-03-17,33.33,FLUX_2025-03-17_33.33,FLUX_quotes_2025_03_17.parquet,True
FLUX,2025-03-21,34.76,FLUX_2025-03-21_34.76,FLUX_quotes_2025_03_21.parquet,True
FLUX,2025-09-16,59.66,FLUX_2025-09-16_59.66,FLUX_quotes_2025_09_16.parquet,True
FLUX,2025-10-06,38.07,FLUX_2025-10-06_38.07,FLUX_quotes_2025_10_06.parquet,True
FLWS,2025-07-22,31.40,FLWS_2025-07-22_31.40,FLWS_quotes_2025_07_22.parquet,True
FLWS,2025-10-22,37.86,FLWS_2025-10-22_37.86,FLWS_quotes_2025_10_22.parquet,True
FLXS,2025-02-04,33.07,FLXS_2025-02-04_33.07,FLXS_quotes_2025_02_04.parquet,True
FLXS,2025-08-19,31.30,FLXS_2025-08-19_31.30,FLXS_quotes_2025_08_19.parquet,True
FLX,2025-06-03,37.90,FLX_2025-06-03_37.90,FLX_quotes_2025_06_03.parquet,True
FLYE,2025-02-11,52.25,FLYE_2025-02-11_52.25,FLYE_quotes_2025_02_11.parquet,True
FLYE,2025-04-09,43.27,FLYE_2025-04-09_43.27,FLYE_quotes_2025_04_09.parquet,True
FLYE,2025-07-07,48.73,FLYE_2025-07-07_48.73,FLYE_quotes_2025_07_07.parquet,True
FLYE,2025-07-17,30.41,FLYE_2025-07-17_30.41,FLYE_quotes_2025_07_17.parquet,True
FLYE,2025-08-21,38.02,FLYE_2025-08-21_38.02,FLYE_quotes_2025_08_21.parquet,True
FLYE,2025-09-22,37.78,FLYE_2025-09-22_37.78,FLYE_quotes_2025_09_22.parquet,True
FMFC,2025-06-26,47.73,FMFC_2025-06-26_47.73,FMFC_quotes_2025_06_26.parquet,True
FMFC,2025-08-22,30.37,FMFC_2025-08-22_30.37,FMFC_quotes_2025_08_22.parquet,True
FMFC,2025-10-10,47.87,FMFC_2025-10-10_47.87,FMFC_quotes_2025_10_10.parquet,True
FMSTW,2025-06-05,35.46,FMSTW_2025-06-05_35.46,FMSTW_quotes_2025_06_05.parquet,True
FMSTW,2025-10-15,88.92,FMSTW_2025-10-15_88.92,FMSTW_quotes_2025_10_15.parquet,True
FMSTW,2025-10-16,77.06,FMSTW_2025-10-16_77.06,FMSTW_quotes_2025_10_16.parquet,True
FMST,2025-01-24,33.80,FMST_2025-01-24_33.80,FMST_quotes_2025_01_24.parquet,True
FMST,2025-01-27,42.39,FMST_2025-01-27_42.39,FMST_quotes_2025_01_27.parquet,True
FMST,2025-05-05,35.16,FMST_2025-05-05_35.16,FMST_quotes_2025_05_05.parquet,True
FMST,2025-05-12,52.92,FMST_2025-05-12_52.92,FMST_quotes_2025_05_12.parquet,True
FMST,2025-05-16,35.07,FMST_2025-05-16_35.07,FMST_quotes_2025_05_16.parquet,True
FMST,2025-05-27,33.44,FMST_2025-05-27_33.44,FMST_quotes_2025_05_27.parquet,True
FMST,2025-05-28,33.95,FMST_2025-05-28_33.95,FMST_quotes_2025_05_28.parquet,True
FMST,2025-07-29,30.61,FMST_2025-07-29_30.61,FMST_quotes_2025_07_29.parquet,True
FNGR,2025-05-01,37.33,FNGR_2025-05-01_37.33,FNGR_quotes_2025_05_01.parquet,True
FNGR,2025-07-28,30.56,FNGR_2025-07-28_30.56,FNGR_quotes_2025_07_28.parquet,True
FNKO,2025-05-12,49.29,FNKO_2025-05-12_49.29,FNKO_quotes_2025_05_12.parquet,True
FOFO,2025-09-23,48.99,FOFO_2025-09-23_48.99,FOFO_quotes_2025_09_23.parquet,True
FOFO,2025-09-25,66.18,FOFO_2025-09-25_66.18,FOFO_quotes_2025_09_25.parquet,True
FOFO,2025-09-26,61.34,FOFO_2025-09-26_61.34,FOFO_quotes_2025_09_26.parquet,True
FOFO,2025-09-29,51.11,FOFO_2025-09-29_51.11,FOFO_quotes_2025_09_29.parquet,True
FOFO,2025-10-13,41.03,FOFO_2025-10-13_41.03,FOFO_quotes_2025_10_13.parquet,True
FOFO,2025-10-14,34.53,FOFO_2025-10-14_34.53,FOFO_quotes_2025_10_14.parquet,True
FORA,2025-02-14,31.16,FORA_2025-02-14_31.16,FORA_quotes_2025_02_14.parquet,True
FORA,2025-08-25,53.11,FORA_2025-08-25_53.11,FORA_quotes_2025_08_25.parquet,True
FOSL,2025-03-13,37.01,FOSL_2025-03-13_37.01,FOSL_quotes_2025_03_13.parquet,True
FOSL,2025-08-14,32.04,FOSL_2025-08-14_32.04,FOSL_quotes_2025_08_14.parquet,True
FOSL,2025-08-15,37.02,FOSL_2025-08-15_37.02,FOSL_quotes_2025_08_15.parquet,True
FOSL,2025-10-15,66.04,FOSL_2025-10-15_66.04,FOSL_quotes_2025_10_15.parquet,True
FOXX,2025-01-03,30.28,FOXX_2025-01-03_30.28,FOXX_quotes_2025_01_03.parquet,True
FOXX,2025-01-30,280.62,FOXX_2025-01-30_280.62,FOXX_quotes_2025_01_30.parquet,True
FOXX,2025-07-17,30.69,FOXX_2025-07-17_30.69,FOXX_quotes_2025_07_17.parquet,True
FOXX,2025-08-11,36.86,FOXX_2025-08-11_36.86,FOXX_quotes_2025_08_11.parquet,True
FPH,2025-01-24,41.99,FPH_2025-01-24_41.99,FPH_quotes_2025_01_24.parquet,True
FRGE,2025-04-07,31.37,FRGE_2025-04-07_31.37,FRGE_quotes_2025_04_07.parquet,True
FRGE,2025-04-15,65.65,FRGE_2025-04-15_65.65,FRGE_quotes_2025_04_15.parquet,True
FRGE,2025-04-21,49.14,FRGE_2025-04-21_49.14,FRGE_quotes_2025_04_21.parquet,True
FRGE,2025-07-31,30.44,FRGE_2025-07-31_30.44,FRGE_quotes_2025_07_31.parquet,True
FRGT,2025-03-04,93.20,FRGT_2025-03-04_93.20,FRGT_quotes_2025_03_04.parquet,True
FRGT,2025-04-11,44.83,FRGT_2025-04-11_44.83,FRGT_quotes_2025_04_11.parquet,True
FRGT,2025-04-30,46.06,FRGT_2025-04-30_46.06,FRGT_quotes_2025_04_30.parquet,True
FRGT,2025-05-02,254.38,FRGT_2025-05-02_254.38,FRGT_quotes_2025_05_02.parquet,True
FRGT,2025-05-12,72.00,FRGT_2025-05-12_72.00,FRGT_quotes_2025_05_12.parquet,True
FRGT,2025-09-15,46.10,FRGT_2025-09-15_46.10,FRGT_quotes_2025_09_15.parquet,True
FRGT,2025-10-28,66.67,FRGT_2025-10-28_66.67,FRGT_quotes_2025_10_28.parquet,True
FTCI,2025-02-14,30.84,FTCI_2025-02-14_30.84,FTCI_quotes_2025_02_14.parquet,True
FTCI,2025-03-31,37.60,FTCI_2025-03-31_37.60,FTCI_quotes_2025_03_31.parquet,True
FTEK,2025-05-19,40.71,FTEK_2025-05-19_40.71,FTEK_quotes_2025_05_19.parquet,True
FTEL,2025-01-08,31.65,FTEL_2025-01-08_31.65,FTEL_quotes_2025_01_08.parquet,True
FTEL,2025-02-14,59.35,FTEL_2025-02-14_59.35,FTEL_quotes_2025_02_14.parquet,True
FTEL,2025-07-24,59.98,FTEL_2025-07-24_59.98,FTEL_quotes_2025_07_24.parquet,True
FTEL,2025-09-10,66.83,FTEL_2025-09-10_66.83,FTEL_quotes_2025_09_10.parquet,True
FTEL,2025-09-23,105.17,FTEL_2025-09-23_105.17,FTEL_quotes_2025_09_23.parquet,True
FTFT,2025-03-03,147.38,FTFT_2025-03-03_147.38,FTFT_quotes_2025_03_03.parquet,True
FTFT,2025-04-04,30.43,FTFT_2025-04-04_30.43,FTFT_quotes_2025_04_04.parquet,True
FTFT,2025-07-11,166.89,FTFT_2025-07-11_166.89,FTFT_quotes_2025_07_11.parquet,True
FTFT,2025-07-15,32.69,FTFT_2025-07-15_32.69,FTFT_quotes_2025_07_15.parquet,True
FTFT,2025-09-12,46.42,FTFT_2025-09-12_46.42,FTFT_quotes_2025_09_12.parquet,True
FTHM,2025-05-14,31.77,FTHM_2025-05-14_31.77,FTHM_quotes_2025_05_14.parquet,True
FTHM,2025-08-22,33.33,FTHM_2025-08-22_33.33,FTHM_quotes_2025_08_22.parquet,True
FTHM,2025-08-25,106.00,FTHM_2025-08-25_106.00,FTHM_quotes_2025_08_25.parquet,True
FTHM,2025-08-28,47.45,FTHM_2025-08-28_47.45,FTHM_quotes_2025_08_28.parquet,True
FTHM,2025-09-10,31.32,FTHM_2025-09-10_31.32,FTHM_quotes_2025_09_10.parquet,True
FTK,2025-05-07,45.66,FTK_2025-05-07_45.66,FTK_quotes_2025_05_07.parquet,True
FTRE,2025-08-04,31.68,FTRE_2025-08-04_31.68,FTRE_quotes_2025_08_04.parquet,True
FTRK,2025-06-03,96.95,FTRK_2025-06-03_96.95,FTRK_quotes_2025_06_03.parquet,True
FTRK,2025-06-16,37.45,FTRK_2025-06-16_37.45,FTRK_quotes_2025_06_16.parquet,True
FUBO,2025-01-06,268.06,FUBO_2025-01-06_268.06,FUBO_quotes_2025_01_06.parquet,True
FUFU,2025-03-25,30.04,FUFU_2025-03-25_30.04,FUFU_quotes_2025_03_25.parquet,True
FUFU,2025-08-15,35.52,FUFU_2025-08-15_35.52,FUFU_quotes_2025_08_15.parquet,True
FULC,2025-05-02,40.41,FULC_2025-05-02_40.41,FULC_quotes_2025_05_02.parquet,True
FWRD,2025-04-09,33.81,FWRD_2025-04-09_33.81,FWRD_quotes_2025_04_09.parquet,True
GALT,2025-06-17,87.25,GALT_2025-06-17_87.25,GALT_quotes_2025_06_17.parquet,True
GALT,2025-06-18,38.08,GALT_2025-06-18_38.08,GALT_quotes_2025_06_18.parquet,True
GAME,2025-07-08,74.23,GAME_2025-07-08_74.23,GAME_quotes_2025_07_08.parquet,True
GAME,2025-07-09,86.36,GAME_2025-07-09_86.36,GAME_quotes_2025_07_09.parquet,True
GAME,2025-07-16,86.75,GAME_2025-07-16_86.75,GAME_quotes_2025_07_16.parquet,True
GANX,2025-08-15,37.66,GANX_2025-08-15_37.66,GANX_quotes_2025_08_15.parquet,True
GAUZ,2025-03-11,31.58,GAUZ_2025-03-11_31.58,GAUZ_quotes_2025_03_11.parquet,True
GBIO,2025-07-16,38.47,GBIO_2025-07-16_38.47,GBIO_quotes_2025_07_16.parquet,True
