ticker,event_date,momentum_pct,filtered_dirname,expected_quote_data_file,found_in_quote_data
NFE,2025-09-16,45.29,NFE_2025-09-16_45.29,NFE_quotes_2025_09_16.parquet,True
NFE,2025-09-17,42.50,NFE_2025-09-17_42.50,NFE_quotes_2025_09_17.parquet,True
NFE,2025-09-22,31.62,NFE_2025-09-22_31.62,NFE_quotes_2025_09_22.parquet,True
NGNE,2025-02-05,31.29,NGNE_2025-02-05_31.29,NGNE_quotes_2025_02_05.parquet,True
NGNE,2025-07-01,41.74,NGNE_2025-07-01_41.74,NGNE_quotes_2025_07_01.parquet,True
NGVC,2025-05-09,32.64,NGVC_2025-05-09_32.64,NGVC_quotes_2025_05_09.parquet,True
NINE,2025-01-21,49.15,NINE_2025-01-21_49.15,NINE_quotes_2025_01_21.parquet,True
NINE,2025-06-18,50.50,NINE_2025-06-18_50.50,NINE_quotes_2025_06_18.parquet,True
NINE,2025-06-23,50.49,NINE_2025-06-23_50.49,NINE_quotes_2025_06_23.parquet,True
NIOBW,2025-09-25,31.47,NIOBW_2025-09-25_31.47,NIOBW_quotes_2025_09_25.parquet,True
NIOBW,2025-10-03,45.90,NIOBW_2025-10-03_45.90,NIOBW_quotes_2025_10_03.parquet,True
NIOBW,2025-10-06,35.51,NIOBW_2025-10-06_35.51,NIOBW_quotes_2025_10_06.parquet,True
NIOBW,2025-10-13,34.06,NIOBW_2025-10-13_34.06,NIOBW_quotes_2025_10_13.parquet,True
NIOBW,2025-10-20,43.52,NIOBW_2025-10-20_43.52,NIOBW_quotes_2025_10_20.parquet,True
NIPG,2025-02-06,38.89,NIPG_2025-02-06_38.89,NIPG_quotes_2025_02_06.parquet,True
NIPG,2025-03-14,64.00,NIPG_2025-03-14_64.00,NIPG_quotes_2025_03_14.parquet,True
NIPG,2025-03-17,37.72,NIPG_2025-03-17_37.72,NIPG_quotes_2025_03_17.parquet,True
NIPG,2025-03-20,30.91,NIPG_2025-03-20_30.91,NIPG_quotes_2025_03_20.parquet,True
NITO,2025-01-03,226.17,NITO_2025-01-03_226.17,NITO_quotes_2025_01_03.parquet,True
NITO,2025-01-08,97.08,NITO_2025-01-08_97.08,NITO_quotes_2025_01_08.parquet,True
NITO,2025-01-23,90.06,NITO_2025-01-23_90.06,NITO_quotes_2025_01_23.parquet,True
NITO,2025-02-26,34.11,NITO_2025-02-26_34.11,NITO_quotes_2025_02_26.parquet,True
NITO,2025-03-07,30.00,NITO_2025-03-07_30.00,NITO_quotes_2025_03_07.parquet,True
NITO,2025-05-02,68.22,NITO_2025-05-02_68.22,NITO_quotes_2025_05_02.parquet,True
NITO,2025-05-05,196.82,NITO_2025-05-05_196.82,NITO_quotes_2025_05_05.parquet,True
NITO,2025-05-09,39.50,NITO_2025-05-09_39.50,NITO_quotes_2025_05_09.parquet,True
NITO,2025-07-24,32.79,NITO_2025-07-24_32.79,NITO_quotes_2025_07_24.parquet,True
NITO,2025-10-07,66.67,NITO_2025-10-07_66.67,NITO_quotes_2025_10_07.parquet,True
NIVF,2025-02-06,52.13,NIVF_2025-02-06_52.13,NIVF_quotes_2025_02_06.parquet,True
NIVF,2025-02-12,33.17,NIVF_2025-02-12_33.17,NIVF_quotes_2025_02_12.parquet,True
NIVF,2025-02-19,31.80,NIVF_2025-02-19_31.80,NIVF_quotes_2025_02_19.parquet,True
NIVF,2025-03-05,52.00,NIVF_2025-03-05_52.00,NIVF_quotes_2025_03_05.parquet,True
NIVF,2025-04-03,151.27,NIVF_2025-04-03_151.27,NIVF_quotes_2025_04_03.parquet,True
NIVF,2025-05-02,74.55,NIVF_2025-05-02_74.55,NIVF_quotes_2025_05_02.parquet,True
NIVF,2025-05-05,42.52,NIVF_2025-05-05_42.52,NIVF_quotes_2025_05_05.parquet,True
NIVF,2025-05-06,40.11,NIVF_2025-05-06_40.11,NIVF_quotes_2025_05_06.parquet,True
NIVF,2025-06-02,117.33,NIVF_2025-06-02_117.33,NIVF_quotes_2025_06_02.parquet,True
NIVF,2025-06-03,256.40,NIVF_2025-06-03_256.40,NIVF_quotes_2025_06_03.parquet,True
NIVF,2025-10-16,57.46,NIVF_2025-10-16_57.46,NIVF_quotes_2025_10_16.parquet,True
NIXX,2025-02-24,39.80,NIXX_2025-02-24_39.80,NIXX_quotes_2025_02_24.parquet,True
NIXX,2025-02-27,62.03,NIXX_2025-02-27_62.03,NIXX_quotes_2025_02_27.parquet,True
NKTR,2025-04-11,30.23,NKTR_2025-04-11_30.23,NKTR_quotes_2025_04_11.parquet,True
NKTR,2025-06-10,32.54,NKTR_2025-06-10_32.54,NKTR_quotes_2025_06_10.parquet,True
NKTR,2025-06-24,190.15,NKTR_2025-06-24_190.15,NKTR_quotes_2025_06_24.parquet,True
NKTR,2025-06-25,52.88,NKTR_2025-06-25_52.88,NKTR_quotes_2025_06_25.parquet,True
NKTX,2025-03-27,70.80,NKTX_2025-03-27_70.80,NKTX_quotes_2025_03_27.parquet,True
NMAX,2025-04-01,217.33,NMAX_2025-04-01_217.33,NMAX_quotes_2025_04_01.parquet,True
NMAX,2025-04-03,43.66,NMAX_2025-04-03_43.66,NMAX_quotes_2025_04_03.parquet,True
NMAX,2025-04-07,42.11,NMAX_2025-04-07_42.11,NMAX_quotes_2025_04_07.parquet,True
NMG,2025-10-13,72.16,NMG_2025-10-13_72.16,NMG_quotes_2025_10_13.parquet,True
NMRA,2025-06-09,31.37,NMRA_2025-06-09_31.37,NMRA_quotes_2025_06_09.parquet,True
NMRA,2025-07-09,30.86,NMRA_2025-07-09_30.86,NMRA_quotes_2025_07_09.parquet,True
NMRA,2025-07-11,33.02,NMRA_2025-07-11_33.02,NMRA_quotes_2025_07_11.parquet,True
NMRA,2025-10-23,49.12,NMRA_2025-10-23_49.12,NMRA_quotes_2025_10_23.parquet,True
NNAVW,2025-03-05,35.18,NNAVW_2025-03-05_35.18,NNAVW_quotes_2025_03_05.parquet,True
NNAVW,2025-03-13,38.23,NNAVW_2025-03-13_38.23,NNAVW_quotes_2025_03_13.parquet,True
NNAVW,2025-03-26,37.31,NNAVW_2025-03-26_37.31,NNAVW_quotes_2025_03_26.parquet,True
NNAVW,2025-03-28,48.09,NNAVW_2025-03-28_48.09,NNAVW_quotes_2025_03_28.parquet,True
NNBR,2025-01-14,94.58,NNBR_2025-01-14_94.58,NNBR_quotes_2025_01_14.parquet,True
NNE,2025-01-21,30.72,NNE_2025-01-21_30.72,NNE_quotes_2025_01_21.parquet,True
NNE,2025-05-23,35.04,NNE_2025-05-23_35.04,NNE_quotes_2025_05_23.parquet,True
NNNN,2025-06-20,60.03,NNNN_2025-06-20_60.03,NNNN_quotes_2025_06_20.parquet,True
NNNN,2025-06-25,49.09,NNNN_2025-06-25_49.09,NNNN_quotes_2025_06_25.parquet,True
NNNN,2025-10-03,102.09,NNNN_2025-10-03_102.09,NNNN_quotes_2025_10_03.parquet,True
NOTE,2025-02-10,31.64,NOTE_2025-02-10_31.64,NOTE_quotes_2025_02_10.parquet,True
NPACW,2025-06-20,31.58,NPACW_2025-06-20_31.58,NPACW_quotes_2025_06_20.parquet,True
NPT,2025-10-27,52.44,NPT_2025-10-27_52.44,NPT_quotes_2025_10_27.parquet,True
NPT,2025-10-29,37.40,NPT_2025-10-29_37.40,NPT_quotes_2025_10_29.parquet,True
NPWR,2025-05-29,44.00,NPWR_2025-05-29_44.00,NPWR_quotes_2025_05_29.parquet,True
NPWR,2025-06-06,39.07,NPWR_2025-06-06_39.07,NPWR_quotes_2025_06_06.parquet,True
NPWR,2025-10-08,39.03,NPWR_2025-10-08_39.03,NPWR_quotes_2025_10_08.parquet,True
NRDS,2025-05-07,34.75,NRDS_2025-05-07_34.75,NRDS_quotes_2025_05_07.parquet,True
NRGV,2025-05-12,50.41,NRGV_2025-05-12_50.41,NRGV_quotes_2025_05_12.parquet,True
NRGV,2025-07-24,37.82,NRGV_2025-07-24_37.82,NRGV_quotes_2025_07_24.parquet,True
NRGV,2025-08-07,44.44,NRGV_2025-08-07_44.44,NRGV_quotes_2025_08_07.parquet,True
NRSNW,2025-01-14,107.84,NRSNW_2025-01-14_107.84,NRSNW_quotes_2025_01_14.parquet,True
NRSNW,2025-07-31,31.58,NRSNW_2025-07-31_31.58,NRSNW_quotes_2025_07_31.parquet,True
NRSN,2025-09-10,69.23,NRSN_2025-09-10_69.23,NRSN_quotes_2025_09_10.parquet,True
NRXP,2025-01-06,41.26,NRXP_2025-01-06_41.26,NRXP_quotes_2025_01_06.parquet,True
NRXP,2025-01-07,38.18,NRXP_2025-01-07_38.18,NRXP_quotes_2025_01_07.parquet,True
NRXP,2025-01-10,30.85,NRXP_2025-01-10_30.85,NRXP_quotes_2025_01_10.parquet,True
NRXP,2025-01-28,34.39,NRXP_2025-01-28_34.39,NRXP_quotes_2025_01_28.parquet,True
NSYS,2025-05-07,34.96,NSYS_2025-05-07_34.96,NSYS_quotes_2025_05_07.parquet,True
NSYS,2025-06-23,32.00,NSYS_2025-06-23_32.00,NSYS_quotes_2025_06_23.parquet,True
NTCL,2025-01-08,38.42,NTCL_2025-01-08_38.42,NTCL_quotes_2025_01_08.parquet,True
NTCL,2025-01-28,36.38,NTCL_2025-01-28_36.38,NTCL_quotes_2025_01_28.parquet,True
NTCL,2025-03-07,31.00,NTCL_2025-03-07_31.00,NTCL_quotes_2025_03_07.parquet,True
NTCL,2025-04-04,68.57,NTCL_2025-04-04_68.57,NTCL_quotes_2025_04_04.parquet,True
NTCL,2025-05-06,290.29,NTCL_2025-05-06_290.29,NTCL_quotes_2025_05_06.parquet,True
NTCL,2025-05-07,56.97,NTCL_2025-05-07_56.97,NTCL_quotes_2025_05_07.parquet,True
NTCL,2025-05-29,32.00,NTCL_2025-05-29_32.00,NTCL_quotes_2025_05_29.parquet,True
NTCL,2025-06-10,47.14,NTCL_2025-06-10_47.14,NTCL_quotes_2025_06_10.parquet,True
NTCL,2025-06-20,46.26,NTCL_2025-06-20_46.26,NTCL_quotes_2025_06_20.parquet,True
NTCL,2025-07-21,30.00,NTCL_2025-07-21_30.00,NTCL_quotes_2025_07_21.parquet,True
NTCL,2025-07-29,30.91,NTCL_2025-07-29_30.91,NTCL_quotes_2025_07_29.parquet,True
NTCL,2025-08-11,31.50,NTCL_2025-08-11_31.50,NTCL_quotes_2025_08_11.parquet,True
NTHI,2025-03-28,75.00,NTHI_2025-03-28_75.00,NTHI_quotes_2025_03_28.parquet,True
NTHI,2025-04-03,49.14,NTHI_2025-04-03_49.14,NTHI_quotes_2025_04_03.parquet,True
NTHI,2025-04-04,61.80,NTHI_2025-04-04_61.80,NTHI_quotes_2025_04_04.parquet,True
NTHI,2025-05-08,45.19,NTHI_2025-05-08_45.19,NTHI_quotes_2025_05_08.parquet,True
NTHI,2025-07-02,69.55,NTHI_2025-07-02_69.55,NTHI_quotes_2025_07_02.parquet,True
NTLA,2025-09-18,31.99,NTLA_2025-09-18_31.99,NTLA_quotes_2025_09_18.parquet,True
NTRBW,2025-01-22,67.44,NTRBW_2025-01-22_67.44,NTRBW_quotes_2025_01_22.parquet,True
NTRBW,2025-01-23,180.75,NTRBW_2025-01-23_180.75,NTRBW_quotes_2025_01_23.parquet,True
NTRBW,2025-01-30,45.40,NTRBW_2025-01-30_45.40,NTRBW_quotes_2025_01_30.parquet,True
NTRBW,2025-01-31,43.18,NTRBW_2025-01-31_43.18,NTRBW_quotes_2025_01_31.parquet,True
NTRBW,2025-02-04,37.64,NTRBW_2025-02-04_37.64,NTRBW_quotes_2025_02_04.parquet,True
NTRBW,2025-02-07,42.94,NTRBW_2025-02-07_42.94,NTRBW_quotes_2025_02_07.parquet,True
NTRBW,2025-02-24,179.02,NTRBW_2025-02-24_179.02,NTRBW_quotes_2025_02_24.parquet,True
NTRBW,2025-02-25,37.93,NTRBW_2025-02-25_37.93,NTRBW_quotes_2025_02_25.parquet,True
NTRBW,2025-02-26,35.06,NTRBW_2025-02-26_35.06,NTRBW_quotes_2025_02_26.parquet,True
NTRBW,2025-02-27,30.43,NTRBW_2025-02-27_30.43,NTRBW_quotes_2025_02_27.parquet,True
NTRBW,2025-03-04,46.46,NTRBW_2025-03-04_46.46,NTRBW_quotes_2025_03_04.parquet,True
NTRBW,2025-03-05,48.70,NTRBW_2025-03-05_48.70,NTRBW_quotes_2025_03_05.parquet,True
NTRBW,2025-03-06,43.54,NTRBW_2025-03-06_43.54,NTRBW_quotes_2025_03_06.parquet,True
NTRBW,2025-03-07,32.76,NTRBW_2025-03-07_32.76,NTRBW_quotes_2025_03_07.parquet,True
NTRBW,2025-03-10,52.00,NTRBW_2025-03-10_52.00,NTRBW_quotes_2025_03_10.parquet,True
NTRBW,2025-03-17,73.06,NTRBW_2025-03-17_73.06,NTRBW_quotes_2025_03_17.parquet,True
NTRBW,2025-04-30,81.03,NTRBW_2025-04-30_81.03,NTRBW_quotes_2025_04_30.parquet,True
NTRBW,2025-06-02,102.80,NTRBW_2025-06-02_102.80,NTRBW_quotes_2025_06_02.parquet,True
NTRBW,2025-07-02,154.24,NTRBW_2025-07-02_154.24,NTRBW_quotes_2025_07_02.parquet,True
NTRBW,2025-09-11,34.00,NTRBW_2025-09-11_34.00,NTRBW_quotes_2025_09_11.parquet,True
NTRBW,2025-10-02,45.04,NTRBW_2025-10-02_45.04,NTRBW_quotes_2025_10_02.parquet,True
NTRBW,2025-10-17,35.29,NTRBW_2025-10-17_35.29,NTRBW_quotes_2025_10_17.parquet,True
NTRB,2025-01-22,57.01,NTRB_2025-01-22_57.01,NTRB_quotes_2025_01_22.parquet,True
NTRB,2025-01-23,60.49,NTRB_2025-01-23_60.49,NTRB_quotes_2025_01_23.parquet,True
NTRB,2025-02-07,32.83,NTRB_2025-02-07_32.83,NTRB_quotes_2025_02_07.parquet,True
NTRB,2025-04-30,42.78,NTRB_2025-04-30_42.78,NTRB_quotes_2025_04_30.parquet,True
NTRB,2025-06-02,31.54,NTRB_2025-06-02_31.54,NTRB_quotes_2025_06_02.parquet,True
NTRB,2025-07-02,45.61,NTRB_2025-07-02_45.61,NTRB_quotes_2025_07_02.parquet,True
NTRP,2025-02-12,30.30,NTRP_2025-02-12_30.30,NTRP_quotes_2025_02_12.parquet,True
NTRP,2025-05-02,85.80,NTRP_2025-05-02_85.80,NTRP_quotes_2025_05_02.parquet,True
NTRP,2025-10-24,41.14,NTRP_2025-10-24_41.14,NTRP_quotes_2025_10_24.parquet,True
NTZ,2025-08-04,34.35,NTZ_2025-08-04_34.35,NTZ_quotes_2025_08_04.parquet,True
NUAIW,2025-10-20,102.53,NUAIW_2025-10-20_102.53,NUAIW_quotes_2025_10_20.parquet,True
NUAIW,2025-10-27,37.12,NUAIW_2025-10-27_37.12,NUAIW_quotes_2025_10_27.parquet,True
NUAI,2025-09-23,89.39,NUAI_2025-09-23_89.39,NUAI_quotes_2025_09_23.parquet,True
NUAI,2025-09-25,56.35,NUAI_2025-09-25_56.35,NUAI_quotes_2025_09_25.parquet,True
NUAI,2025-09-26,84.78,NUAI_2025-09-26_84.78,NUAI_quotes_2025_09_26.parquet,True
NUAI,2025-09-29,44.29,NUAI_2025-09-29_44.29,NUAI_quotes_2025_09_29.parquet,True
NUAI,2025-10-09,106.49,NUAI_2025-10-09_106.49,NUAI_quotes_2025_10_09.parquet,True
NUAI,2025-10-14,48.09,NUAI_2025-10-14_48.09,NUAI_quotes_2025_10_14.parquet,True
NUAI,2025-10-15,40.07,NUAI_2025-10-15_40.07,NUAI_quotes_2025_10_15.parquet,True
NUAI,2025-10-17,49.52,NUAI_2025-10-17_49.52,NUAI_quotes_2025_10_17.parquet,True
NUAI,2025-10-20,36.48,NUAI_2025-10-20_36.48,NUAI_quotes_2025_10_20.parquet,True
NUAI,2025-10-24,56.96,NUAI_2025-10-24_56.96,NUAI_quotes_2025_10_24.parquet,True
NUKK,2025-01-06,46.22,NUKK_2025-01-06_46.22,NUKK_quotes_2025_01_06.parquet,True
NUKK,2025-01-15,43.16,NUKK_2025-01-15_43.16,NUKK_quotes_2025_01_15.parquet,True
NUKK,2025-01-17,94.11,NUKK_2025-01-17_94.11,NUKK_quotes_2025_01_17.parquet,True
NUKK,2025-02-26,34.89,NUKK_2025-02-26_34.89,NUKK_quotes_2025_02_26.parquet,True
NUKK,2025-05-21,35.10,NUKK_2025-05-21_35.10,NUKK_quotes_2025_05_21.parquet,True
NUKK,2025-06-13,42.57,NUKK_2025-06-13_42.57,NUKK_quotes_2025_06_13.parquet,True
NUKK,2025-08-26,125.71,NUKK_2025-08-26_125.71,NUKK_quotes_2025_08_26.parquet,True
NUKK,2025-08-29,58.54,NUKK_2025-08-29_58.54,NUKK_quotes_2025_08_29.parquet,True
NUKK,2025-09-02,47.64,NUKK_2025-09-02_47.64,NUKK_quotes_2025_09_02.parquet,True
NUKK,2025-10-13,31.85,NUKK_2025-10-13_31.85,NUKK_quotes_2025_10_13.parquet,True
NUS,2025-02-14,56.39,NUS_2025-02-14_56.39,NUS_quotes_2025_02_14.parquet,True
NUTX,2025-04-01,55.20,NUTX_2025-04-01_55.20,NUTX_quotes_2025_04_01.parquet,True
NUTX,2025-05-14,44.52,NUTX_2025-05-14_44.52,NUTX_quotes_2025_05_14.parquet,True
NUWE,2025-01-30,47.79,NUWE_2025-01-30_47.79,NUWE_quotes_2025_01_30.parquet,True
NUWE,2025-06-11,150.09,NUWE_2025-06-11_150.09,NUWE_quotes_2025_06_11.parquet,True
NUWE,2025-07-16,276.36,NUWE_2025-07-16_276.36,NUWE_quotes_2025_07_16.parquet,True
NUWE,2025-10-30,31.15,NUWE_2025-10-30_31.15,NUWE_quotes_2025_10_30.parquet,True
NVAWW,2025-01-03,40.52,NVAWW_2025-01-03_40.52,NVAWW_quotes_2025_01_03.parquet,True
NVAWW,2025-04-14,38.89,NVAWW_2025-04-14_38.89,NVAWW_quotes_2025_04_14.parquet,True
NVAWW,2025-05-08,32.88,NVAWW_2025-05-08_32.88,NVAWW_quotes_2025_05_08.parquet,True
NVAWW,2025-07-30,36.36,NVAWW_2025-07-30_36.36,NVAWW_quotes_2025_07_30.parquet,True
NVAWW,2025-08-15,42.59,NVAWW_2025-08-15_42.59,NVAWW_quotes_2025_08_15.parquet,True
NVAWW,2025-08-25,34.22,NVAWW_2025-08-25_34.22,NVAWW_quotes_2025_08_25.parquet,True
NVAWW,2025-09-09,69.62,NVAWW_2025-09-09_69.62,NVAWW_quotes_2025_09_09.parquet,True
NVAWW,2025-09-18,48.78,NVAWW_2025-09-18_48.78,NVAWW_quotes_2025_09_18.parquet,True
NVAWW,2025-09-29,33.55,NVAWW_2025-09-29_33.55,NVAWW_quotes_2025_09_29.parquet,True
NVAWW,2025-10-01,41.44,NVAWW_2025-10-01_41.44,NVAWW_quotes_2025_10_01.parquet,True
NVAWW,2025-10-06,43.75,NVAWW_2025-10-06_43.75,NVAWW_quotes_2025_10_06.parquet,True
NVAWW,2025-10-10,41.70,NVAWW_2025-10-10_41.70,NVAWW_quotes_2025_10_10.parquet,True
NVAWW,2025-10-13,45.15,NVAWW_2025-10-13_45.15,NVAWW_quotes_2025_10_13.parquet,True
NVAWW,2025-10-14,163.15,NVAWW_2025-10-14_163.15,NVAWW_quotes_2025_10_14.parquet,True
NVAWW,2025-10-16,39.61,NVAWW_2025-10-16_39.61,NVAWW_quotes_2025_10_16.parquet,True
NVAWW,2025-10-23,45.00,NVAWW_2025-10-23_45.00,NVAWW_quotes_2025_10_23.parquet,True
NVAWW,2025-10-31,64.08,NVAWW_2025-10-31_64.08,NVAWW_quotes_2025_10_31.parquet,True
NVAX,2025-05-19,30.46,NVAX_2025-05-19_30.46,NVAX_quotes_2025_05_19.parquet,True
NVA,2025-10-13,36.01,NVA_2025-10-13_36.01,NVA_quotes_2025_10_13.parquet,True
NVA,2025-10-14,138.29,NVA_2025-10-14_138.29,NVA_quotes_2025_10_14.parquet,True
NVA,2025-10-16,39.07,NVA_2025-10-16_39.07,NVA_quotes_2025_10_16.parquet,True
NVDG,2025-04-09,37.64,NVDG_2025-04-09_37.64,NVDG_quotes_2025_04_09.parquet,True
NVDL,2025-04-09,37.76,NVDL_2025-04-09_37.76,NVDL_quotes_2025_04_09.parquet,True
NVDU,2025-04-09,38.24,NVDU_2025-04-09_38.24,NVDU_quotes_2025_04_09.parquet,True
NVD,2025-01-27,36.29,NVD_2025-01-27_36.29,NVD_quotes_2025_01_27.parquet,True
NVNI,2025-01-24,293.96,NVNI_2025-01-24_293.96,NVNI_quotes_2025_01_24.parquet,True
NVNI,2025-01-27,55.91,NVNI_2025-01-27_55.91,NVNI_quotes_2025_01_27.parquet,True
NVNI,2025-01-28,38.57,NVNI_2025-01-28_38.57,NVNI_quotes_2025_01_28.parquet,True
NVNI,2025-01-29,42.72,NVNI_2025-01-29_42.72,NVNI_quotes_2025_01_29.parquet,True
NVNI,2025-02-24,61.35,NVNI_2025-02-24_61.35,NVNI_quotes_2025_02_24.parquet,True
NVNI,2025-03-07,41.46,NVNI_2025-03-07_41.46,NVNI_quotes_2025_03_07.parquet,True
NVNI,2025-03-14,33.58,NVNI_2025-03-14_33.58,NVNI_quotes_2025_03_14.parquet,True
NVNI,2025-03-26,43.25,NVNI_2025-03-26_43.25,NVNI_quotes_2025_03_26.parquet,True
NVNI,2025-03-27,40.29,NVNI_2025-03-27_40.29,NVNI_quotes_2025_03_27.parquet,True
NVNI,2025-04-29,52.55,NVNI_2025-04-29_52.55,NVNI_quotes_2025_04_29.parquet,True
NVNI,2025-04-30,122.54,NVNI_2025-04-30_122.54,NVNI_quotes_2025_04_30.parquet,True
NVNI,2025-05-01,69.44,NVNI_2025-05-01_69.44,NVNI_quotes_2025_05_01.parquet,True
NVNI,2025-05-05,63.51,NVNI_2025-05-05_63.51,NVNI_quotes_2025_05_05.parquet,True
NVNI,2025-05-09,38.80,NVNI_2025-05-09_38.80,NVNI_quotes_2025_05_09.parquet,True
NVNI,2025-07-28,66.55,NVNI_2025-07-28_66.55,NVNI_quotes_2025_07_28.parquet,True
NVNI,2025-07-31,52.64,NVNI_2025-07-31_52.64,NVNI_quotes_2025_07_31.parquet,True
NVNI,2025-09-17,30.30,NVNI_2025-09-17_30.30,NVNI_quotes_2025_09_17.parquet,True
NVNI,2025-09-18,41.60,NVNI_2025-09-18_41.60,NVNI_quotes_2025_09_18.parquet,True
NVNI,2025-09-22,65.56,NVNI_2025-09-22_65.56,NVNI_quotes_2025_09_22.parquet,True
NVNI,2025-10-14,30.60,NVNI_2025-10-14_30.60,NVNI_quotes_2025_10_14.parquet,True
NVNO,2025-06-06,32.18,NVNO_2025-06-06_32.18,NVNO_quotes_2025_06_06.parquet,True
NVNO,2025-07-17,31.62,NVNO_2025-07-17_31.62,NVNO_quotes_2025_07_17.parquet,True
NVTS,2025-05-22,174.87,NVTS_2025-05-22_174.87,NVTS_quotes_2025_05_22.parquet,True
NVTS,2025-05-27,70.73,NVTS_2025-05-27_70.73,NVTS_quotes_2025_05_27.parquet,True
NVTS,2025-07-21,39.62,NVTS_2025-07-21_39.62,NVTS_quotes_2025_07_21.parquet,True
NVTS,2025-10-14,33.70,NVTS_2025-10-14_33.70,NVTS_quotes_2025_10_14.parquet,True
NVVE,2025-01-28,59.05,NVVE_2025-01-28_59.05,NVVE_quotes_2025_01_28.parquet,True
NVVE,2025-02-04,80.15,NVVE_2025-02-04_80.15,NVVE_quotes_2025_02_04.parquet,True
NVVE,2025-02-28,109.16,NVVE_2025-02-28_109.16,NVVE_quotes_2025_02_28.parquet,True
NVVE,2025-05-08,49.99,NVVE_2025-05-08_49.99,NVVE_quotes_2025_05_08.parquet,True
NVVE,2025-05-09,211.40,NVVE_2025-05-09_211.40,NVVE_quotes_2025_05_09.parquet,True
NVVE,2025-05-29,34.29,NVVE_2025-05-29_34.29,NVVE_quotes_2025_05_29.parquet,True
NVVE,2025-06-02,47.54,NVVE_2025-06-02_47.54,NVVE_quotes_2025_06_02.parquet,True
NVX,2025-07-15,31.08,NVX_2025-07-15_31.08,NVX_quotes_2025_07_15.parquet,True
NVX,2025-07-17,32.81,NVX_2025-07-17_32.81,NVX_quotes_2025_07_17.parquet,True
NVX,2025-07-21,30.76,NVX_2025-07-21_30.76,NVX_quotes_2025_07_21.parquet,True
NVX,2025-10-03,40.63,NVX_2025-10-03_40.63,NVX_quotes_2025_10_03.parquet,True
NVX,2025-10-09,31.76,NVX_2025-10-09_31.76,NVX_quotes_2025_10_09.parquet,True
NVX,2025-10-10,78.29,NVX_2025-10-10_78.29,NVX_quotes_2025_10_10.parquet,True
NWGL,2025-06-17,71.52,NWGL_2025-06-17_71.52,NWGL_quotes_2025_06_17.parquet,True
NWGL,2025-06-18,184.91,NWGL_2025-06-18_184.91,NWGL_quotes_2025_06_18.parquet,True
NWGL,2025-09-03,45.63,NWGL_2025-09-03_45.63,NWGL_quotes_2025_09_03.parquet,True
NWTG,2025-03-31,69.80,NWTG_2025-03-31_69.80,NWTG_quotes_2025_03_31.parquet,True
NWTG,2025-04-04,34.46,NWTG_2025-04-04_34.46,NWTG_quotes_2025_04_04.parquet,True
NWTG,2025-04-07,88.17,NWTG_2025-04-07_88.17,NWTG_quotes_2025_04_07.parquet,True
NXGLW,2025-02-13,141.82,NXGLW_2025-02-13_141.82,NXGLW_quotes_2025_02_13.parquet,True
NXL,2025-08-22,68.49,NXL_2025-08-22_68.49,NXL_quotes_2025_08_22.parquet,True
NXL,2025-10-08,113.17,NXL_2025-10-08_113.17,NXL_quotes_2025_10_08.parquet,True
NXPL,2025-01-06,114.95,NXPL_2025-01-06_114.95,NXPL_quotes_2025_01_06.parquet,True
NXPL,2025-10-15,36.97,NXPL_2025-10-15_36.97,NXPL_quotes_2025_10_15.parquet,True
NXPL,2025-10-30,31.84,NXPL_2025-10-30_31.84,NXPL_quotes_2025_10_30.parquet,True
NXTC,2025-04-15,41.03,NXTC_2025-04-15_41.03,NXTC_quotes_2025_04_15.parquet,True
NXTC,2025-10-17,51.38,NXTC_2025-10-17_51.38,NXTC_quotes_2025_10_17.parquet,True
NXTT,2025-01-23,33.69,NXTT_2025-01-23_33.69,NXTT_quotes_2025_01_23.parquet,True
NXTT,2025-02-20,32.08,NXTT_2025-02-20_32.08,NXTT_quotes_2025_02_20.parquet,True
NXTT,2025-02-26,33.33,NXTT_2025-02-26_33.33,NXTT_quotes_2025_02_26.parquet,True
NXTT,2025-02-27,34.35,NXTT_2025-02-27_34.35,NXTT_quotes_2025_02_27.parquet,True
NXTT,2025-05-09,812.90,NXTT_2025-05-09_812.90,NXTT_quotes_2025_05_09.parquet,True
NXTT,2025-05-12,103.39,NXTT_2025-05-12_103.39,NXTT_quotes_2025_05_12.parquet,True
NXTT,2025-05-15,52.15,NXTT_2025-05-15_52.15,NXTT_quotes_2025_05_15.parquet,True
NXTT,2025-05-22,45.92,NXTT_2025-05-22_45.92,NXTT_quotes_2025_05_22.parquet,True
NXTT,2025-06-20,177.41,NXTT_2025-06-20_177.41,NXTT_quotes_2025_06_20.parquet,True
NXTT,2025-08-29,92.97,NXTT_2025-08-29_92.97,NXTT_quotes_2025_08_29.parquet,True
NXTT,2025-09-08,49.32,NXTT_2025-09-08_49.32,NXTT_quotes_2025_09_08.parquet,True
NXTT,2025-09-11,105.56,NXTT_2025-09-11_105.56,NXTT_quotes_2025_09_11.parquet,True
NXXT,2025-03-05,30.21,NXXT_2025-03-05_30.21,NXXT_quotes_2025_03_05.parquet,True
NXXT,2025-09-23,41.42,NXXT_2025-09-23_41.42,NXXT_quotes_2025_09_23.parquet,True
NXXT,2025-10-07,39.13,NXXT_2025-10-07_39.13,NXXT_quotes_2025_10_07.parquet,True
OACCW,2025-01-03,38.83,OACCW_2025-01-03_38.83,OACCW_quotes_2025_01_03.parquet,True
