ticker,date,size_bytes,mtime
AA,2020-03-24,6626687,1763787920.122895
AACG,2020-02-18,28723,1763787921.2510414
AACG,2020-03-20,21096,1763787922.4204912
AACG,2020-06-11,104730,1763787923.640344
AACG,2020-06-16,263703,1763787924.8904648
AACG,2020-08-03,69411,1763787926.077439
AACG,2020-10-12,123461,1763787927.3377006
AACG,2021-02-04,52892616,1763787959.4417708
AACG,2021-03-26,1291785,1763787961.530796
AACG,2021-07-15,7552768,1763787973.4003584
AACG,2022-01-04,2253141,1763787978.646355
AACG,2022-01-07,1649062,1763787982.0666327
AACG,2023-12-27,53844,1763787984.2154362
AAL,2020-03-24,29215732,1763788037.8508222
AAL,2020-06-04,62523888,1763788118.47637
AAL,2020-06-05,116469514,1763788268.4725723
AAL,2021-01-28,79080724,1763788347.552371
AAME,2020-06-17,45515,1763788349.2862723
AAME,2020-08-11,42742,1763788350.3965046
AAME,2020-08-19,77603,1763788351.5483036
AAME,2021-01-05,397502,1763788353.1221864
AAME,2021-02-05,28414378,1763788391.0114312
AAME,2021-02-08,30587827,1763788427.7358823
AAME,2021-02-12,706266,1763788430.24139
AAME,2021-03-19,5734690,1763788434.1099849
AAOI,2022-09-16,11592110,1763788440.0906987
AAOI,2023-08-04,8411053,1763788444.532679
AAOI,2024-11-08,8878978,1763788449.7134993
AB,2020-03-19,1507100,1763788451.4380043
ABAT,2024-12-18,4290719,1763788454.425083
ABAT,2024-12-19,4991378,1763788457.7122345
ABAT,2024-12-23,7422222,1763788462.2503293
ABAT,2024-12-24,12564453,1763788469.494977
ABAT,2024-12-26,6558669,1763788474.0045235
ABAT,2024-12-27,10383485,1763788488.0561466
ABCL,2021-03-31,2279686,1763788492.8609033
ABEO,2020-03-17,822391,1763788494.5622456
ABEO,2021-02-08,2359350,1763788497.6624255
ABEO,2022-10-07,1184264,1763788499.688912
ABL,2023-08-28,73695,1763788500.8147466
ABLV,2023-11-17,88667,1763788501.958347
ABLV,2024-01-16,113554,1763788503.0956233
ABLV,2024-08-07,22802,1763788504.217973
ABLV,2024-08-12,35843,1763788505.370603
ABOS,2022-09-28,17475686,1763788530.4702032
ABOS,2023-05-05,422307,1763788532.0410993
ABOS,2023-07-17,12892984,1763788543.8089256
ABP,2024-12-19,4909761,1763788550.906943
ABP,2024-12-20,8841724,1763788558.7427266
ABP,2024-12-27,687321,1763788561.2411745
ABR,2020-03-20,2736326,1763788566.2805874
ABR,2020-03-25,2200947,1763788570.02149
ABR,2020-03-26,2944372,1763788575.0033624
ABR,2020-04-06,1870659,1763788578.0244136
ABSI,2022-01-07,12037779,1763788597.1872604
ABSI,2022-08-11,3854808,1763788604.552032
ABSI,2023-05-22,885708,1763788606.8307378
ABSI,2023-12-04,820091,1763788608.7521613
ABSI,2023-12-26,1049955,1763788610.7426193
ABSI,2023-12-27,1917037,1763788613.3787963
ABTS,2023-12-27,59861,1763788614.5206888
ABTS,2024-12-31,942194,1763788616.196696
ABUS,2020-03-19,274522,1763788617.5475097
ABUS,2020-05-19,2497124,1763788620.2960887
ABUS,2020-07-20,3452430,1763788627.874202
ABUS,2020-07-23,16185209,1763788658.5436125
ABUS,2020-07-24,47118590,1763788709.0465844
ABUS,2020-12-14,3445247,1763788715.758393
ABUS,2021-12-01,38332180,1763788741.9924977
ABVC,2021-08-10,902513,1763788743.7230384
ABVC,2021-08-23,2181383,1763788745.641879
ABVC,2021-09-01,9966442,1763788751.487991
ABVC,2021-09-28,473069,1763788752.8557525
ABVC,2021-10-15,1820911,1763788754.763902
ABVC,2021-11-01,23804264,1763788784.4564512
ABVC,2022-03-09,182997,1763788786.9861524
ABVC,2022-06-13,323610,1763788788.4832628
ABVC,2023-01-05,6454279,1763788799.7581487
ABVC,2023-03-14,41178,1763788800.936792
ABVC,2023-07-26,10262043,1763788816.1938057
ABVC,2023-08-01,3750271,1763788822.9414468
ABVC,2023-10-26,17147277,1763788851.326636
ABVC,2023-11-16,2868241,1763788854.7811205
ABVC,2023-11-21,2931655,1763788857.4334054
ABVC,2024-01-03,15178342,1763788881.0593264
ABVC,2024-03-26,4433800,1763788885.6889188
ABVC,2024-04-23,1086885,1763788887.3596761
ABVE,2024-08-02,175987,1763788888.5728464
ABVE,2024-08-09,1420004,1763788890.3034244
ABVE,2024-11-27,1004107,1763788891.9487398
ACAD,2023-12-13,6426864,1763788896.449736
ACB,2020-03-26,16516376,1763788919.183009
ACB,2020-05-15,26989271,1763788935.6223392
ACB,2020-05-18,47658963,1763788958.218344
ACB,2020-05-21,27776724,1763788993.494525
ACB,2020-11-05,24841754,1763789031.4448185
ACB,2020-11-06,107386688,1763789111.318118
ACB,2020-11-09,123418730,1763789197.3450558
ACB,2020-11-24,20393359,1763789208.1971738
ACB,2023-09-11,11810918,1763789223.418406
ACB,2024-04-03,10732533,1763789237.414909
ACB,2024-04-30,8327053,1763789249.9502127
ACEL,2020-03-24,206391,1763789251.537279
ACET,2020-09-18,144159,1763789252.7471426
ACET,2020-09-23,856958,1763789255.5205345
ACET,2021-02-10,577949,1763789256.9152615
ACET,2021-12-06,13106279,1763789274.8711636
ACET,2024-01-04,1061708,1763789277.8644998
ACET,2024-01-09,2457563,1763789279.84208
ACFN,2023-02-23,10906,1763789280.9327137
ACFN,2023-08-10,12311,1763789282.0165634
ACFN,2023-09-07,21407,1763789283.0899217
ACFN,2024-05-06,11733,1763789284.1738882
ACHC,2020-03-26,2118202,1763789286.1482432
ACHR,2023-07-31,10419156,1763789293.4389083
ACHR,2024-11-25,16714699,1763789320.319382
ACHR.WS,2021-11-01,121207,1763789321.6284025
ACHR.WS,2023-06-29,93789,1763789322.9952424
ACHR.WS,2023-07-31,102124,1763789324.2175198
ACHR.WS,2023-08-11,67219,1763789326.3520036
ACHR.WS,2023-11-14,158998,1763789327.5883486
ACHR.WS,2023-11-15,167189,1763789328.8230157
ACHR.WS,2024-01-22,24454,1763789330.0143425
ACHR.WS,2024-11-21,153672,1763789331.3182127
ACHR.WS,2024-11-25,287328,1763789332.7261803
ACHR.WS,2024-11-27,195010,1763789334.3610518
ACHR.WS,2024-12-13,129051,1763789335.697025
ACHV,2020-07-29,6505315,1763789344.650849
ACHV,2020-07-31,7023108,1763789350.1861129
ACHV,2021-01-21,1996450,1763789352.6359305
ACHV,2023-01-10,148202,1763789353.903339
ACIC,2021-02-10,9324447,1763789360.3813524
ACIC,2023-11-14,926208,1763789362.338523
ACIU,2020-07-16,12724017,1763789382.276677
ACIU,2021-02-04,839915,1763789384.5974991
ACIU,2021-02-11,8318735,1763789399.4091983
ACIU,2021-06-07,2231426,1763789404.1226006
ACIU,2021-08-31,21790850,1763789437.7727892
ACIU,2023-06-27,9670182,1763789452.929083
ACIU,2024-05-13,8293966,1763789460.4264858
ACLX,2022-06-08,898285,1763789462.1090863
ACLX,2022-12-09,2695527,1763789464.8968267
ACMR,2022-11-07,1962672,1763789467.1493466
ACMR,2023-01-03,1351183,1763789468.9382198
ACMR,2024-02-28,6359811,1763789474.8764493
ACON,2022-04-27,2339160,1763789477.3395832
ACON,2022-05-04,4518429,1763789480.7162974
ACON,2022-06-22,82250,1763789481.8912947
ACON,2022-07-12,195452,1763789483.1223881
ACON,2022-08-02,623760,1763789484.5343635
ACON,2022-08-18,743350,1763789485.9927459
ACON,2022-08-22,652625,1763789487.408854
ACON,2022-12-23,28126,1763789488.514855
ACON,2022-12-29,26440,1763789489.6179354
ACON,2023-01-11,95058,1763789490.7501068
ACON,2023-02-06,37502,1763789491.8337157
ACON,2023-03-17,34726,1763789492.9930587
ACON,2023-04-24,13078592,1763789502.2882867
ACON,2023-05-30,6599444,1763789506.962847
ACON,2023-06-08,4852211,1763789510.4797807
ACON,2023-10-02,38182,1763789511.6855779
ACON,2023-10-25,174853,1763789512.909826
ACON,2023-12-19,886235,1763789515.199686
ACON,2023-12-20,7826503,1763789524.8817298
ACON,2024-01-04,3263820,1763789530.3488643
ACON,2024-01-05,2654263,1763789534.552816
ACON,2024-01-08,10546803,1763789546.3623435
ACON,2024-01-26,11044435,1763789555.5975857
ACON,2024-03-15,949605,1763789557.110018
ACON,2024-04-25,8167547,1763789561.8142686
ACONW,2022-05-06,14980,1763789562.9422946
ACRE,2020-03-19,1170883,1763789564.5153956
ACRE,2020-03-26,979130,1763789566.014751
ACRE,2020-04-07,1183064,1763789567.5661635
ACRE,2020-04-08,1591165,1763789569.2325168
ACRS,2020-06-17,1206505,1763789570.7807577
ACRS,2020-07-20,1174350,1763789572.362272
ACRS,2020-12-16,2876948,1763789574.6135914
ACRS,2021-01-19,25490695,1763789587.8393974
ACRS,2024-01-16,714077,1763789590.0519533
ACRS,2024-10-25,751388,1763789591.664202
ACRS,2024-11-18,5334098,1763789597.2583103
ACRS,2024-11-19,13732716,1763789604.4004488
ACRV,2023-02-06,162666,1763789605.7047253
ACRV,2024-03-15,142595,1763789606.927833
ACRV,2024-04-09,15366003,1763789624.739179
ACTG,2020-06-03,361185,1763789626.3293552
ACXP,2023-10-09,1548583,1763789628.1844938
ACXP,2023-10-12,2776244,1763789632.499009
ACXP,2023-10-13,3550159,1763789635.5823362
ACXP,2023-10-18,1047566,1763789637.3161392
ADAG,2023-06-26,89122,1763789638.5674136
ADAG,2024-12-10,61621,1763789639.730316
ADCT,2023-12-01,384450,1763789641.1402946
ADCT,2023-12-13,920652,1763789642.7834153
ADCT,2024-12-06,2527780,1763789645.1994722
ADGM,2024-08-08,108341,1763789646.7704008
ADGM,2024-10-01,74559,1763789648.105672
ADGM,2024-11-14,873194,1763789649.6563354
ADGM,2024-12-31,343225,1763789651.1281178
ADIL,2020-03-03,45680,1763789652.3184347
ADIL,2020-03-17,42555,1763789653.5640533
ADIL,2020-04-15,230743,1763789654.790393
ADIL,2020-04-16,407536,1763789656.5510259
ADIL,2020-05-27,153831,1763789657.871742
ADIL,2020-06-08,581280,1763789660.1329303
ADIL,2020-08-06,1702815,1763789663.732345
ADIL,2020-09-29,13814956,1763789686.3967645
ADIL,2021-06-22,5713682,1763789697.0792863
ADIL,2022-07-12,285709,1763789698.6945333
ADIL,2023-01-06,82386,1763789699.8407886
ADIL,2023-01-31,71944,1763789701.065279
ADIL,2023-03-07,2083918,1763789705.077112
ADIL,2023-04-21,219259,1763789706.4808075
ADIL,2023-04-24,302449,1763789708.009664
ADIL,2023-07-11,7827050,1763789719.591829
ADIL,2023-07-31,184698,1763789721.0048966
ADIL,2023-09-26,450406,1763789722.6833193
ADIL,2023-12-29,248056,1763789724.1776853
ADIL,2024-02-14,1819646,1763789728.6474
ADIL,2024-02-28,17908223,1763789760.3058252
ADIL,2024-02-29,22350753,1763789781.6659167
ADIL,2024-03-01,21931901,1763789795.3009677
ADIL,2024-04-10,17992673,1763789805.9104972
ADIL,2024-04-11,23287192,1763789819.0241609
ADIL,2024-04-15,1125088,1763789820.7569265
ADIL,2024-07-23,22676239,1763789839.284927
ADMA,2020-03-19,1159279,1763789841.5916622
ADMA,2020-03-23,3562512,1763789844.3253293
ADMA,2020-07-30,8825429,1763789849.277702
ADMA,2020-08-24,12214512,1763789856.291345
ADMA,2021-04-28,15070602,1763789864.2517598
ADMA,2024-05-10,3413456,1763789866.8893402
ADMA,2024-08-09,5172358,1763789870.0467956
ADNT,2020-01-31,4397851,1763789872.798314
ADNT,2020-03-19,2747123,1763789874.7221808
ADNT,2020-03-24,2723560,1763789876.6325617
ADPT,2024-09-26,1898919,1763789878.59223
ADSE,2023-05-12,133885,1763789879.836851
ADSEW,2022-01-11,21131,1763789880.9431136
ADSEW,2022-01-12,21473,1763789882.0861716
ADSEW,2022-08-22,13779,1763789883.170544
ADSEW,2022-08-24,13190,1763789884.2528462
ADSEW,2022-08-29,12589,1763789885.3641808
ADSEW,2024-02-29,12970,1763789886.4686294
ADT,2020-08-03,35701235,1763789903.7063284
ADTX,2020-08-06,18035667,1763789912.9758327
ADTX,2020-12-11,2590965,1763789914.9825566
ADTX,2021-01-21,18087135,1763789924.1556664
ADTX,2021-02-11,2700183,1763789926.2772622
ADTX,2021-08-25,21262440,1763789938.2058291
ADTX,2021-10-05,9763666,1763789944.8194802
ADTX,2021-11-04,2105979,1763789949.0129328
ADTX,2022-06-14,383137,1763789950.6352687
ADTX,2022-06-29,914571,1763789952.9564738
ADTX,2022-07-08,7006790,1763789959.5738492
ADTX,2022-09-09,1135188,1763789962.661384
ADTX,2022-09-13,10458841,1763789974.041646
ADTX,2022-09-14,14258572,1763789989.143496
ADTX,2022-09-26,5540996,1763789996.5703335
ADTX,2022-09-29,4627518,1763790001.3695526
ADTX,2022-10-07,7287721,1763790012.04213
ADTX,2023-01-03,357996,1763790013.357419
ADTX,2023-04-20,4937023,1763790019.3550131
ADTX,2023-08-17,3353775,1763790022.1656148
ADTX,2023-08-18,7161600,1763790027.0913627
ADTX,2023-08-23,655087,1763790028.6810129
ADTX,2023-08-29,228451,1763790029.9769866
ADTX,2023-08-30,368521,1763790031.3576164
ADTX,2023-08-31,2912882,1763790034.1761963
ADTX,2023-09-28,602104,1763790035.6746712
ADTX,2023-10-18,284056,1763790036.9790885
ADTX,2023-11-14,589311,1763790038.4223738
ADTX,2023-11-30,4211861,1763790041.6597967
ADTX,2023-12-12,14616203,1763790051.2618854
ADTX,2023-12-29,10245798,1763790057.3595684
ADTX,2024-04-02,5085823,1763790063.1050074
ADTX,2024-07-17,7709983,1763790069.0445356
ADTX,2024-07-23,485259,1763790070.5423956
ADTX,2024-08-07,14808300,1763790080.9235
ADTX,2024-10-04,16183414,1763790090.9171238
ADTX,2024-10-15,6104817,1763790097.1839786
ADUS,2020-03-18,456626,1763790098.847145
ADVM,2020-02-10,2852021,1763790102.1508498
ADVM,2020-03-13,1830780,1763790104.86463
ADVM,2020-05-05,2751351,1763790107.6419241
ADVM,2024-02-05,4238697,1763790111.1646924
ADVM,2024-02-06,4750692,1763790114.9531107
ADXN,2020-06-17,14180,1763790116.0560923
ADXN,2020-07-24,29911,1763790117.1354356
ADXN,2020-08-07,37946,1763790118.2059858
ADXN,2020-08-28,32762,1763790119.282509
ADXN,2020-09-04,25709,1763790120.3591068
ADXN,2020-12-11,20663,1763790121.4642897
ADXN,2020-12-24,412914,1763790122.792127
ADXN,2021-01-21,1943604,1763790124.797647
ADXN,2022-07-21,16511246,1763790148.9225864
ADXN,2023-02-03,186296,1763790150.4508877
ADXN,2023-02-16,286733,1763790151.8686714
ADXN,2023-04-19,161905,1763790154.2614868
ADXN,2023-05-10,3097035,1763790159.9209874
ADXN,2024-04-03,361093,1763790161.5455008
ADXN,2024-08-27,9178157,1763790174.7613573
AEFC,2020-03-20,144252,1763790176.0289328
AEHL,2021-01-29,269663,1763790177.4901307
AEHL,2021-02-05,1883657,1763790180.610192
AEHL,2021-02-19,1131066,1763790183.1501312
AEHL,2021-03-10,935146,1763790185.4340444
AEHL,2021-03-24,1521486,1763790188.455043
AEHL,2021-06-08,3716561,1763790193.8819423
AEHL,2021-06-09,8389791,1763790207.707873
AEHL,2021-07-12,7716176,1763790219.659782
AEHL,2021-10-15,3728260,1763790226.4465756
AEHL,2022-02-01,39895,1763790227.673888
AEHL,2022-03-22,564011,1763790229.6820476
AEHL,2022-08-02,49722,1763790230.8402357
AEHL,2022-09-27,755230,1763790232.624302
AEHL,2023-08-25,163915,1763790233.9464836
AEHL,2024-02-13,214405,1763790235.3121758
AEHL,2024-07-10,927562,1763790237.3523629
AEHL,2024-08-20,969480,1763790239.3489964
AEHL,2024-09-13,411926,1763790240.817892
AEHL,2024-11-05,536925,1763790242.3434763
AEHR,2020-12-03,1743539,1763790244.7909985
AEHR,2021-07-16,11154182,1763790252.703964
AEHR,2021-07-19,28035705,1763790296.9727085
AEHR,2021-07-21,11960309,1763790316.6215389
AEHR,2021-09-24,16785120,1763790332.234835
AEHR,2022-07-20,1719324,1763790334.7443192
AEHR,2023-01-06,4693674,1763790340.1911938
AEHR,2024-07-10,3534360,1763790344.6220973
AEHR,2024-12-16,3466600,1763790348.7324145
AEI,2021-02-08,717782,1763790350.1512504
AEI,2021-02-11,862980,1763790352.4768064
AEI,2021-02-12,1240327,1763790355.145555
AEI,2021-02-16,849084,1763790356.549038
AEI,2021-03-05,2361550,1763790360.1812289
AEI,2021-03-17,817485,1763790361.7997663
AEI,2021-06-21,16425871,1763790378.9579475
AEI,2022-03-11,2483452,1763790382.552732
AEI,2022-03-23,3189770,1763790387.1282823
AEI,2022-09-30,303032,1763790388.6490057
AEI,2022-11-30,316427,1763790390.1938365
AEI,2022-12-20,610049,1763790392.0071723
AEI,2023-05-30,96449,1763790393.1661677
AEI,2024-06-05,473560,1763790395.6467302
AEI,2024-06-27,238374,1763790397.1806748
AEI,2024-08-23,61811,1763790398.543074
AEI,2024-09-27,172346,1763790399.7957308
AEI,2024-12-30,296381,1763790401.3477156
AEMD,2020-01-13,641387,1763790403.088364
AEMD,2020-01-16,2015535,1763790407.6226952
AEMD,2020-01-21,1176394,1763790410.9899244
AEMD,2020-01-27,2348961,1763790414.8388672
AEMD,2020-02-27,988102,1763790417.266909
AEMD,2020-03-17,139962,1763790418.5331862
AEMD,2020-03-18,211280,1763790419.9303305
AEMD,2020-05-28,437196,1763790421.6408012
AEMD,2020-06-09,348741,1763790423.2458577
AEMD,2020-06-18,17161947,1763790449.6389887
AEMD,2020-10-13,2099034,1763790454.3446877
AEMD,2020-12-16,13034094,1763790469.0172255
AEMD,2020-12-31,426373,1763790470.517654
AEMD,2021-01-29,580675,1763790472.6007407
AEMD,2021-06-01,1894567,1763790475.355639
AEMD,2021-06-09,45138617,1763790522.8889148
AEMD,2021-07-19,3082556,1763790525.7780595
AEMD,2021-09-22,16604594,1763790535.7891965
AEMD,2022-05-20,341252,1763790537.20227
AEMD,2022-05-23,715105,1763790538.7476537
AEMD,2022-06-29,828418,1763790540.3524811
AEMD,2022-08-01,7555835,1763790545.667732
AEMD,2022-08-02,10700890,1763790552.1736386
AEMD,2023-01-06,224461,1763790553.614764
AEMD,2023-01-30,3712951,1763790559.284057
AEMD,2023-04-20,2950375,1763790564.2704456
AEMD,2023-07-06,585973,1763790566.3535106
AEMD,2024-05-10,4520382,1763790574.238396
AEMD,2024-06-06,12281198,1763790593.763208
AEMD,2024-06-13,2804848,1763790598.1732893
AEMD,2024-08-16,355355,1763790599.7147331
AEMD,2024-08-19,3042839,1763790604.1420245
AEMD,2024-09-23,758586,1763790605.985991
AEMD,2024-12-18,2876782,1763790609.1253822
AEMD,2024-12-20,5685685,1763790614.075096
AEMD,2024-12-31,1676210,1763790616.0889523
AENT,2023-07-14,157569,1763790617.324854
AENT,2024-01-16,51139,1763790618.4149036
AENT,2024-02-09,59521,1763790619.5705621
AENT,2024-03-07,32280,1763790620.6768746
AENT,2024-09-16,80898,1763790621.8633654
AENT,2024-09-20,1286466,1763790623.6891346
AER,2020-03-20,5352542,1763790626.5405512
AER,2020-03-24,4065591,1763790629.0738025
AER,2020-11-09,3320039,1763790631.080684
AERT,2024-09-10,122740,1763790632.2766051
AERT,2024-12-30,3080996,1763790634.2980564
AEVA,2024-01-03,1356753,1763790635.9196856
AEYE,2020-03-23,61574,1763790637.1022086
AEYE,2021-02-08,497706,1763790638.541216
AEYE,2022-06-03,210432,1763790639.8092818
AEYE,2024-04-09,375458,1763790641.4035087
AEYE,2024-07-26,870715,1763790643.0983958
AFL,2020-03-25,8594171,1763790651.1098473
AFRI,2022-06-13,353371,1763790652.477451
AFRIW,2024-12-18,20748,1763790653.6110642
AFRIW,2024-12-19,58781,1763790654.8365946
AFRM,2021-01-14,21468587,1763790678.6262553
AFRM,2021-08-30,21810770,1763790693.5541716
AFRM,2021-09-10,24632707,1763790707.1124763
AFRM,2022-05-12,20389627,1763790718.899604
AFRM,2022-05-13,31537671,1763790736.9721897
AFRM,2023-08-25,21214666,1763790751.5341847
AFRM,2024-08-29,21195017,1763790782.3525772
AG,2021-01-28,16635227,1763790805.0240822
AG,2021-02-01,26764471,1763790837.2079325
AGAE,2024-06-26,138777,1763790838.6227815
AGEN,2020-05-29,2960200,1763790842.2536979
AGEN,2021-02-04,4447955,1763790846.86485
AGEN,2021-05-18,13237756,1763790856.3078258
AGEN,2022-06-29,3154789,1763790859.1784177
AGEN,2024-04-23,926236,1763790860.794652
AGEN,2024-04-26,2022401,1763790862.9038975
AGIO,2020-12-21,2810303,1763790865.4122622
AGMH,2021-06-17,1448940,1763790866.9447227
AGMH,2022-03-24,532215,1763790868.2921178
AGMH,2022-07-05,47464,1763790869.3632052
AGMH,2024-02-12,25383,1763790870.4614654
AGMH,2024-07-26,55639,1763790871.5913417
AGMH,2024-07-29,140552,1763790872.7883463
AGNCM,2020-03-19,129963,1763790874.052835
AGNCN,2020-03-19,245926,1763790875.3077462
AGNCO,2020-03-19,336416,1763790876.598047
AGNCP,2020-03-19,322664,1763790877.9386413
AGX,2024-09-06,1819698,1763790879.6129932
AHCO,2022-05-10,2669316,1763790881.6740847
AHCO,2024-02-27,2609526,1763790883.832252
AHG,2022-03-18,222124,1763790885.129883
AHG,2022-05-25,28092,1763790886.2432904
AHG,2022-06-17,29291,1763790887.365873
AHG,2022-08-03,116133,1763790888.5499172
AHG,2023-09-05,111146,1763790889.7042296
AHG,2023-10-06,164909,1763790890.9347577
AHG,2024-01-02,758003,1763790892.311749
AHG,2024-01-12,282540,1763790893.6455805
AHG,2024-01-16,82288,1763790894.7558162
AHG,2024-01-24,60334,1763790895.8916986
AHG,2024-02-01,267985,1763790897.2176814
AHG,2024-02-02,627650,1763790898.6207652
AHG,2024-03-18,44573,1763790899.76397
AHG,2024-05-22,188362,1763790900.9990137
AHG,2024-07-01,109464,1763790902.1977513
AHG,2024-07-03,186752,1763790903.3991435
AHG,2024-08-08,132853,1763790904.5725174
AHG,2024-11-14,72624,1763790905.711305
AHG,2024-12-09,31054,1763790906.7975156
AHG,2024-12-16,1251429,1763790908.3715067
AHG,2024-12-17,1515293,1763790910.1107662
AHG,2024-12-30,783586,1763790911.5105155
AHHpA,2020-03-19,15824,1763790912.6623983
AHLpD,2020-03-20,76111,1763790913.8776689
AHLpE,2020-03-20,77946,1763790915.0913186
AHT,2020-03-19,692074,1763790916.5124104
AHT,2020-06-05,909264,1763790917.9970899
AHT,2020-06-08,1315324,1763790919.608403
AHT,2020-06-29,1326083,1763790921.1797514
AHT,2020-07-17,1259938,1763790922.7293763
AHT,2020-09-28,2777920,1763790928.878468
AHT,2020-10-22,1616462,1763790931.150002
AHT,2020-11-09,15221121,1763790940.2192042
AHT,2020-11-13,2455522,1763790942.2712352
AHT,2020-11-16,4931803,1763790945.598019
AHT,2020-11-18,6499615,1763790950.3687403
AHT,2020-11-24,3234462,1763790952.9547093
AHT,2020-12-28,2307117,1763790955.1466138
AHT,2021-04-28,4683425,1763790958.4004705
AHT,2023-05-03,981067,1763790959.959591
AHT,2024-01-31,1589838,1763790961.6775486
AHT,2024-11-07,128949,1763790962.8611674
AHT,2024-11-08,234134,1763790964.079112
AHT,2024-11-12,183903,1763790965.2854536
AHTpD,2020-03-25,29433,1763790966.3799493
AHTpD,2020-04-14,27309,1763790967.469894
AHTpD,2020-06-05,31487,1763790968.5939033
AHTpD,2020-07-21,62200,1763790969.7273676
AHTpD,2020-08-04,70542,1763790970.8972714
AHTpD,2020-11-09,50179,1763790972.092461
AHTpD,2020-11-19,54675,1763790973.2450323
AHTpD,2020-12-28,46483,1763790974.3503184
AHTpF,2020-03-19,101936,1763790975.5386229
AHTpF,2020-03-25,48339,1763790976.6443057
AHTpF,2020-03-26,54331,1763790977.748751
AHTpF,2020-04-09,54880,1763790978.8911505
AHTpF,2020-07-21,60640,1763790980.0603454
AHTpF,2020-09-09,31579,1763790981.1481903
AHTpF,2020-11-09,73402,1763790982.2930515
AHTpF,2020-11-19,100400,1763790983.715884
AHTpG,2020-03-19,69992,1763790984.90273
AHTpG,2020-03-25,79683,1763790986.1103544
AHTpG,2020-03-26,88651,1763790987.4441514
AHTpG,2020-04-09,60806,1763790988.6633782
AHTpG,2020-07-21,52838,1763790990.0941608
AHTpG,2020-09-09,39482,1763790991.2403889
AHTpG,2020-11-09,70683,1763790992.3869414
AHTpH,2020-03-19,90507,1763790993.8718324
AHTpH,2020-03-25,41748,1763790994.9998093
AHTpH,2020-07-21,63364,1763790996.1286411
AHTpH,2020-09-09,40411,1763790997.4509604
AHTpH,2020-11-09,41370,1763790998.6527667
AHTpI,2020-03-19,43104,1763790999.7591228
AHTpI,2020-03-20,45605,1763791000.839485
AHTpI,2020-03-25,69603,1763791002.017952
AHTpI,2020-03-26,60874,1763791003.2106545
AHTpI,2020-07-21,54966,1763791004.3026042
AHTpI,2020-08-04,144591,1763791005.5506299
AHTpI,2020-09-09,38134,1763791006.6331098
AHTpI,2020-11-09,46488,1763791007.7298548
AI,2020-03-19,707688,1763791009.4767077
AI,2020-03-25,698044,1763791011.443941
AI,2020-03-26,1114981,1763791014.08528
AI,2020-12-09,13175379,1763791031.0021138
AI,2020-12-10,24107506,1763791044.497186
AI,2023-01-31,18791235,1763791055.693174
AI,2023-03-03,25850377,1763791076.1370876
AIFF,2024-08-19,455213,1763791078.0516984
AIFF,2024-10-16,1208250,1763791080.6339686
AIFF,2024-10-18,1196938,1763791083.2761605
AIHS,2020-02-18,658265,1763791084.9019012
AIHS,2020-03-11,26573,1763791086.0060978
AIHS,2020-03-20,30888,1763791087.1100774
AIHS,2020-03-31,32881,1763791088.1890695
AIHS,2020-05-28,239358,1763791089.4901347
AIHS,2020-06-10,253506,1763791090.8646126
AIHS,2020-06-11,313260,1763791092.269019
AIHS,2020-06-18,329344,1763791093.6778746
AIHS,2020-07-08,14726946,1763791104.1916685
AIHS,2020-07-09,21244294,1763791120.4591346
AIHS,2020-08-03,1420747,1763791123.595086
AIHS,2020-09-24,2062103,1763791127.0022428
AIHS,2020-09-25,7783954,1763791134.8611996
AIHS,2020-10-14,830779,1763791136.3857718
AIHS,2020-10-19,4302888,1763791139.4524562
AIHS,2020-10-20,8918133,1763791144.8503163
AIHS,2020-11-02,1009321,1763791146.4473183
AIHS,2020-11-23,927178,1763791147.9909382
AIHS,2021-01-21,2050371,1763791150.0737689
AIHS,2022-02-28,138383,1763791151.301072
AIHS,2022-05-25,321274,1763791152.6607337
AIHS,2022-08-08,1257667,1763791154.4737177
AIHS,2023-12-05,60402,1763791155.5755596
AIHS,2023-12-12,75261,1763791156.7158754
AIHS,2024-01-31,35367,1763791157.852317
AIHS,2024-02-15,65977,1763791158.9757485
AIHS,2024-02-26,39038,1763791160.0680616
AIHS,2024-06-12,54566,1763791161.1546893
AIMD,2022-01-04,11280,1763791162.231596
AIMD,2022-01-14,12999,1763791163.3041122
AIMD,2022-03-10,10339,1763791164.380497
AIMD,2022-04-19,11504,1763791165.4565883
AIMD,2022-04-29,10438,1763791166.5337336
AIMD,2022-05-16,10261,1763791167.6242754
AIMD,2022-05-18,10629,1763791168.6956637
AIMD,2022-05-19,10474,1763791169.7673972
AIMD,2022-05-23,12401,1763791170.8346703
AIMD,2022-05-27,10735,1763791171.9154675
AIMD,2022-06-01,10164,1763791172.9960449
AIMD,2022-06-02,10649,1763791174.1494238
AIMD,2022-06-22,11430,1763791175.2207253
AIMD,2022-06-30,11234,1763791176.287495
AIMD,2022-07-05,12902,1763791177.357366
AIMD,2022-07-07,12755,1763791178.446344
AIMD,2022-07-14,11173,1763791179.5331361
AIMD,2022-07-18,15079,1763791180.6143
AIMD,2022-08-04,34149,1763791181.6982822
AIMD,2022-09-30,6437858,1763791189.1101842
AIMD,2023-03-14,7559893,1763791199.2671483
AIMD,2023-03-16,1158034,1763791201.1549194
AIMD,2023-07-14,3069610,1763791205.2275157
AIMD,2023-09-15,29733,1763791206.3492117
AIMD,2024-01-05,12329045,1763791221.4847493
