dest_dir,status,detail
DWTX_2025-04-21_81.03,broken_removed,"unreadable: Invalid Input Error: No magic bytes found at end of file 'data/filtered/DWTX_2025-04-21_81.03/trades.parquet'

LINE 1: SELECT count(*) FROM read_parquet('data/filtered/DWTX_2025-04-21_81.03/trades...
                             ^"
DWTX_2025-09-29_72.10,broken_removed,"unreadable: Invalid Input Error: No magic bytes found at end of file 'data/filtered/DWTX_2025-09-29_72.10/trades.parquet'

LINE 1: SELECT count(*) FROM read_parquet('data/filtered/DWTX_2025-09-29_72.10/trades...
                             ^"
DXST_2025-01-23_41.38,broken_removed,"unreadable: Invalid Input Error: No magic bytes found at end of file 'data/filtered/DXST_2025-01-23_41.38/trades.parquet'

LINE 1: SELECT count(*) FROM read_parquet('data/filtered/DXST_2025-01-23_41.38/trades...
                             ^"
DXST_2025-01-29_36.05,broken_removed,"unreadable: Invalid Input Error: No magic bytes found at end of file 'data/filtered/DXST_2025-01-29_36.05/trades.parquet'

LINE 1: SELECT count(*) FROM read_parquet('data/filtered/DXST_2025-01-29_36.05/trades...
                             ^"
DXST_2025-05-08_31.05,broken_removed,zero_byte
DXYZ_2025-10-01_33.80,broken_removed,zero_byte
DYN_2025-10-27_45.74,broken_removed,zero_byte
EAF_2025-05-07_36.60,broken_removed,zero_byte
EAF_2025-07-18_38.99,broken_removed,zero_byte
EBON_2025-07-10_39.73,broken_removed,zero_byte
EBS_2025-05-08_41.35,broken_removed,zero_byte
EBS_2025-08-07_36.82,broken_removed,zero_byte
EBS_2025-10-30_42.66,broken_removed,zero_byte
ECDA_2025-04-08_31.89,broken_removed,zero_byte
ECDA_2025-04-21_77.20,broken_removed,zero_byte
ECDA_2025-05-07_42.25,broken_removed,zero_byte
ECDA_2025-05-13_42.24,broken_removed,zero_byte
ECDA_2025-05-14_50.20,broken_removed,zero_byte
ECDA_2025-05-28_81.22,broken_removed,zero_byte
ECDA_2025-05-30_67.36,broken_removed,zero_byte
ECDA_2025-06-23_135.71,broken_removed,zero_byte
ECDA_2025-07-17_36.79,broken_removed,zero_byte
ECDA_2025-09-05_31.19,broken_removed,zero_byte
ECDA_2025-10-08_37.74,broken_removed,zero_byte
ECOR_2025-07-08_30.54,broken_removed,zero_byte
ECX_2025-03-12_30.52,broken_removed,zero_byte
ECX_2025-04-22_32.62,broken_removed,zero_byte
EDAP_2025-10-15_30.37,broken_removed,zero_byte
EDBL_2025-02-05_34.49,broken_removed,zero_byte
EDBL_2025-02-18_53.85,broken_removed,zero_byte
EDBL_2025-03-26_37.21,broken_removed,zero_byte
EDBL_2025-05-20_94.00,broken_removed,zero_byte
EDBL_2025-05-21_74.72,broken_removed,zero_byte
EDBL_2025-09-03_45.56,broken_removed,zero_byte
EDHL_2025-09-10_270.28,broken_removed,zero_byte
EDHL_2025-09-11_40.14,broken_removed,zero_byte
EDHL_2025-10-14_142.48,broken_removed,zero_byte
EDHL_2025-10-29_53.87,broken_removed,zero_byte
EDIT_2025-02-19_89.65,broken_removed,zero_byte
EDIT_2025-08-13_38.43,broken_removed,zero_byte
EDN_2025-10-27_54.64,broken_removed,zero_byte
EDSA_2025-01-24_34.08,broken_removed,zero_byte
EDSA_2025-02-13_141.39,broken_removed,zero_byte
EEIQ_2025-08-22_220.54,broken_removed,zero_byte
EFOI_2025-02-18_124.03,broken_removed,zero_byte
EFOI_2025-02-25_32.85,broken_removed,zero_byte
EFOI_2025-06-23_37.35,broken_removed,zero_byte
EHLD_2025-03-25_86.51,broken_removed,zero_byte
EHTH_2025-05-07_51.50,broken_removed,zero_byte
EHTH_2025-08-06_50.15,broken_removed,zero_byte
EJH_2025-02-03_34.89,broken_removed,zero_byte
EJH_2025-03-07_32.82,broken_removed,zero_byte
EJH_2025-05-23_88.98,broken_removed,zero_byte
EJH_2025-05-27_146.52,broken_removed,zero_byte
EJH_2025-07-15_45.48,broken_removed,zero_byte
EJH_2025-08-13_36.06,broken_removed,zero_byte
EKSO_2025-01-03_30.12,broken_removed,zero_byte
EKSO_2025-01-06_36.75,broken_removed,zero_byte
EKSO_2025-05-15_43.81,broken_removed,zero_byte
ELAB_2025-01-24_105.56,broken_removed,zero_byte
ELAB_2025-03-20_44.86,broken_removed,zero_byte
ELAB_2025-04-10_39.10,broken_removed,zero_byte
ELAB_2025-05-02_33.89,broken_removed,zero_byte
ELAB_2025-06-09_43.78,broken_removed,zero_byte
ELAB_2025-07-14_30.77,broken_removed,zero_byte
ELAB_2025-08-22_94.71,broken_removed,zero_byte
ELAB_2025-10-14_113.63,broken_removed,zero_byte
ELBM_2025-03-21_47.01,broken_removed,zero_byte
ELBM_2025-09-12_50.88,broken_removed,zero_byte
ELBM_2025-10-01_30.33,broken_removed,zero_byte
ELBM_2025-10-08_45.73,broken_removed,zero_byte
ELBM_2025-10-13_427.27,broken_removed,zero_byte
ELBM_2025-10-17_61.59,broken_removed,zero_byte
ELF_2025-05-29_33.49,broken_removed,zero_byte
ELIL_2025-04-17_32.96,broken_removed,zero_byte
ELPW_2025-04-14_74.51,broken_removed,zero_byte
ELPW_2025-04-15_60.13,broken_removed,zero_byte
ELPW_2025-04-16_48.40,broken_removed,zero_byte
ELPW_2025-04-17_40.13,broken_removed,zero_byte
ELPW_2025-05-08_35.33,broken_removed,zero_byte
ELPW_2025-05-13_44.82,broken_removed,zero_byte
ELPW_2025-07-02_79.75,broken_removed,zero_byte
ELPW_2025-07-07_92.37,broken_removed,zero_byte
ELWS_2025-05-13_69.91,broken_removed,zero_byte
ELWS_2025-07-02_74.21,broken_removed,zero_byte
ELWS_2025-07-28_37.50,broken_removed,zero_byte
ELWS_2025-07-31_66.40,broken_removed,zero_byte
ELWS_2025-08-04_60.62,broken_removed,zero_byte
ELWS_2025-10-13_51.40,broken_removed,zero_byte
ELWS_2025-10-16_139.95,broken_removed,zero_byte
EM_2025-01-06_46.81,broken_removed,zero_byte
EMPG_2025-07-03_57.47,broken_removed,zero_byte
ENGNW_2025-01-17_42.62,broken_removed,zero_byte
ENGNW_2025-01-21_32.92,broken_removed,zero_byte
ENGNW_2025-02-07_36.67,broken_removed,zero_byte
ENGNW_2025-07-02_30.87,broken_removed,zero_byte
ENGNW_2025-10-09_34.67,broken_removed,zero_byte
ENGNW_2025-10-15_230.43,broken_removed,zero_byte
ENGNW_2025-10-17_31.58,broken_removed,zero_byte
ENGNW_2025-10-22_30.48,broken_removed,zero_byte
ENGS_2025-04-23_34.53,broken_removed,zero_byte
ENGS_2025-07-07_52.54,broken_removed,zero_byte
ENGS_2025-07-23_33.02,broken_removed,zero_byte
ENGS_2025-08-14_57.48,broken_removed,zero_byte
ENGS_2025-09-09_45.75,broken_removed,zero_byte
ENGS_2025-09-11_31.84,broken_removed,zero_byte
ENSC_2025-04-23_159.36,broken_removed,zero_byte
ENTA_2025-09-29_94.18,broken_removed,zero_byte
ENTO_2025-03-03_81.71,broken_removed,zero_byte
ENTO_2025-05-29_71.55,broken_removed,zero_byte
ENTO_2025-05-30_30.44,broken_removed,zero_byte
ENTO_2025-07-08_43.58,broken_removed,zero_byte
ENTO_2025-08-11_113.76,broken_removed,zero_byte
ENTO_2025-09-12_43.03,broken_removed,zero_byte
ENVB_2025-02-26_281.36,broken_removed,zero_byte
ENVB_2025-02-28_46.23,broken_removed,zero_byte
ENVX_2025-01-07_30.02,broken_removed,zero_byte
EOLS_2025-01-21_37.87,broken_removed,zero_byte
EOSE_2025-05-07_36.71,broken_removed,zero_byte
EPOW_2025-09-25_40.74,broken_removed,zero_byte
EPOW_2025-09-26_66.07,broken_removed,zero_byte
EPOW_2025-09-30_76.86,broken_removed,zero_byte
EPSM_2025-04-23_46.03,broken_removed,zero_byte
EPSM_2025-04-24_33.83,broken_removed,zero_byte
EPSM_2025-05-05_36.85,broken_removed,zero_byte
EPSM_2025-05-06_44.81,broken_removed,zero_byte
EPSM_2025-06-20_33.66,broken_removed,zero_byte
EPSM_2025-06-23_30.30,broken_removed,zero_byte
EPSM_2025-07-01_32.28,broken_removed,zero_byte
EPSM_2025-07-09_37.72,broken_removed,zero_byte
EPSM_2025-09-09_474.50,broken_removed,zero_byte
EPSM_2025-09-11_35.68,broken_removed,zero_byte
EPSM_2025-09-12_40.18,broken_removed,zero_byte
EPSM_2025-10-02_55.27,broken_removed,zero_byte
EPSM_2025-10-03_163.40,broken_removed,zero_byte
EPSM_2025-10-23_33.63,broken_removed,zero_byte
EPWK_2025-04-23_85.34,broken_removed,zero_byte
EPWK_2025-04-24_36.82,broken_removed,zero_byte
EPWK_2025-04-25_30.28,broken_removed,zero_byte
EPWK_2025-05-06_32.80,broken_removed,zero_byte
EPWK_2025-06-05_40.99,broken_removed,zero_byte
EPWK_2025-08-27_47.53,broken_removed,zero_byte
EPWK_2025-09-09_30.28,broken_removed,zero_byte
EPWK_2025-09-10_55.28,broken_removed,zero_byte
EPWK_2025-10-09_103.31,broken_removed,zero_byte
EPWK_2025-10-16_52.54,broken_removed,zero_byte
EPWK_2025-10-22_35.80,broken_removed,zero_byte
EPWK_2025-10-31_146.07,broken_removed,zero_byte
EQ_2025-02-06_45.09,broken_removed,zero_byte
EQ_2025-08-01_247.83,broken_removed,zero_byte
EQ_2025-08-11_152.42,broken_removed,zero_byte
EQ_2025-08-21_37.72,broken_removed,zero_byte
EQ_2025-08-22_44.87,broken_removed,zero_byte
EQ_2025-09-05_34.29,broken_removed,zero_byte
EQS_2025-08-06_40.67,broken_removed,zero_byte
ERAS_2025-04-09_30.19,broken_removed,zero_byte
ERAS_2025-05-29_33.64,broken_removed,zero_byte
ERNA_2025-01-14_210.68,broken_removed,zero_byte
ERNA_2025-01-22_57.39,broken_removed,zero_byte
ERNA_2025-10-29_128.79,broken_removed,zero_byte
ESGL_2025-01-10_34.13,broken_removed,zero_byte
ESGL_2025-01-13_48.23,broken_removed,zero_byte
ESGL_2025-02-27_200.00,broken_removed,zero_byte
ESGL_2025-02-28_47.33,broken_removed,zero_byte
ESLA_2025-02-18_40.89,broken_removed,zero_byte
ESLA_2025-10-01_33.04,broken_removed,zero_byte
ESPR_2025-07-24_56.39,broken_removed,zero_byte
EUDA_2025-09-24_32.14,broken_removed,zero_byte
EVAX_2025-01-23_76.05,broken_removed,zero_byte
EVAX_2025-01-24_169.23,broken_removed,zero_byte
EVAX_2025-02-04_68.75,broken_removed,zero_byte
EVAX_2025-09-25_43.94,broken_removed,zero_byte
EVAX_2025-10-06_33.15,broken_removed,zero_byte
EVAX_2025-10-15_54.97,broken_removed,zero_byte
EVER_2025-02-25_30.27,broken_removed,zero_byte
EVGN_2025-04-21_38.14,broken_removed,zero_byte
EVGN_2025-06-10_114.16,broken_removed,zero_byte
EVGO_2025-05-06_41.88,broken_removed,zero_byte
EVLV_2025-05-16_31.19,broken_removed,zero_byte
EVLVW_2025-08-15_59.93,broken_removed,zero_byte
EVOK_2025-07-09_271.43,broken_removed,zero_byte
EVOK_2025-08-01_39.39,broken_removed,zero_byte
EVTL_2025-01-15_32.13,broken_removed,zero_byte
EVTV_2025-01-29_42.36,broken_removed,zero_byte
EVTV_2025-01-31_38.53,broken_removed,zero_byte
EVTV_2025-03-07_31.58,broken_removed,zero_byte
EVTV_2025-08-04_31.29,broken_removed,zero_byte
EVTV_2025-09-12_61.45,broken_removed,zero_byte
EXOZ_2025-02-13_35.46,broken_removed,zero_byte
EXOZ_2025-07-24_36.74,broken_removed,zero_byte
EZGO_2025-08-01_105.09,broken_removed,zero_byte
EZGO_2025-09-24_40.86,broken_removed,zero_byte
EZGO_2025-10-01_53.58,broken_removed,zero_byte
FAMI_2025-01-15_87.83,broken_removed,zero_byte
FAMI_2025-05-12_30.59,broken_removed,zero_byte
FARM_2025-02-07_57.22,broken_removed,zero_byte
FAT_2025-06-09_40.24,broken_removed,zero_byte
FATBB_2025-04-08_30.59,broken_removed,zero_byte
FATE_2025-08-13_32.44,broken_removed,zero_byte
FATN_2025-04-11_31.78,broken_removed,zero_byte
FATN_2025-04-14_72.64,broken_removed,zero_byte
FATN_2025-04-17_87.85,broken_removed,zero_byte
FATN_2025-04-23_35.52,broken_removed,zero_byte
FATN_2025-05-13_32.44,broken_removed,zero_byte
FATN_2025-05-16_33.00,broken_removed,zero_byte
FATN_2025-06-30_39.74,broken_removed,zero_byte
FATN_2025-09-19_79.20,broken_removed,zero_byte
FBGL_2025-03-24_31.61,broken_removed,zero_byte
FBGL_2025-03-25_66.67,broken_removed,zero_byte
FBIO_2025-09-05_30.99,broken_removed,zero_byte
FBL_2025-04-09_30.11,broken_removed,zero_byte
FBLG_2025-05-15_35.90,broken_removed,zero_byte
FBRX_2025-03-19_36.00,broken_removed,zero_byte
FBRX_2025-03-25_42.25,broken_removed,zero_byte
FBRX_2025-05-27_51.94,broken_removed,zero_byte
FBRX_2025-06-23_33.90,broken_removed,zero_byte
FBYD_2025-02-06_68.39,broken_removed,zero_byte
FBYD_2025-05-02_35.85,broken_removed,zero_byte
FBYD_2025-06-18_33.70,broken_removed,zero_byte
FBYD_2025-07-17_33.60,broken_removed,zero_byte
FBYDW_2025-02-12_141.13,broken_removed,zero_byte
FBYDW_2025-02-18_44.24,broken_removed,zero_byte
FBYDW_2025-07-16_47.73,broken_removed,zero_byte
FBYDW_2025-09-17_86.81,broken_removed,zero_byte
FBYDW_2025-09-24_42.86,broken_removed,zero_byte
FBYDW_2025-10-06_36.09,broken_removed,zero_byte
FBYDW_2025-10-16_91.26,broken_removed,zero_byte
FCEL_2025-06-06_43.85,broken_removed,zero_byte
FCUV_2025-01-03_212.59,broken_removed,zero_byte
FCUV_2025-01-31_149.20,broken_removed,zero_byte
FCUV_2025-03-05_31.14,broken_removed,zero_byte
FCUV_2025-09-03_42.12,broken_removed,zero_byte
FCUV_2025-10-06_33.63,broken_removed,zero_byte
FDMT_2025-08-01_48.67,broken_removed,zero_byte
FEAM_2025-01-14_31.51,broken_removed,zero_byte
FEAM_2025-02-06_31.90,broken_removed,zero_byte
FEAM_2025-03-18_58.76,broken_removed,zero_byte
FEAM_2025-07-24_37.35,broken_removed,zero_byte
FEAM_2025-08-11_42.97,broken_removed,zero_byte
FEAM_2025-10-10_50.60,broken_removed,zero_byte
FEBO_2025-08-26_81.08,broken_removed,zero_byte
FEDU_2025-07-11_35.59,broken_removed,zero_byte
FEDU_2025-09-03_45.45,broken_removed,zero_byte
FENG_2025-09-24_37.74,broken_removed,zero_byte
FFAI_2025-04-24_31.46,broken_removed,zero_byte
FFAI_2025-04-28_31.43,broken_removed,zero_byte
FFAI_2025-07-22_55.61,broken_removed,zero_byte
FFAI_2025-07-24_31.75,broken_removed,zero_byte
FGEN_2025-02-20_56.14,broken_removed,zero_byte
FGI_2025-05-09_48.13,broken_removed,zero_byte
FGI_2025-06-02_66.64,broken_removed,zero_byte
FGI_2025-07-16_35.98,broken_removed,zero_byte
FGI_2025-09-16_217.88,broken_removed,zero_byte
FLD_2025-03-06_32.53,broken_removed,zero_byte
FLD_2025-03-21_32.40,broken_removed,zero_byte
FLD_2025-09-19_35.00,broken_removed,zero_byte
FLDDW_2025-01-24_42.22,broken_removed,zero_byte
FLDDW_2025-02-19_53.33,broken_removed,zero_byte
FLGC_2025-08-11_32.43,broken_removed,zero_byte
FLGC_2025-09-22_72.79,broken_removed,zero_byte
FLNC_2025-05-12_33.41,broken_removed,zero_byte
FLNT_2025-08-27_33.18,broken_removed,zero_byte
FLS_2025-10-29_33.54,broken_removed,zero_byte
FLUX_2025-03-17_33.33,broken_removed,zero_byte
FLUX_2025-03-21_34.76,broken_removed,zero_byte
FLYE_2025-02-11_52.25,broken_removed,zero_byte
FLYE_2025-04-09_43.27,broken_removed,zero_byte
FLYE_2025-07-07_48.73,broken_removed,zero_byte
FLYE_2025-07-17_30.41,broken_removed,zero_byte
FLYE_2025-08-21_38.02,broken_removed,zero_byte
FLYE_2025-09-22_37.78,broken_removed,zero_byte
FMFC_2025-06-26_47.73,broken_removed,zero_byte
FMFC_2025-08-22_30.37,broken_removed,zero_byte
FMFC_2025-10-10_47.87,broken_removed,zero_byte
FMST_2025-01-24_33.80,broken_removed,zero_byte
FMST_2025-01-27_42.39,broken_removed,zero_byte
FMST_2025-05-05_35.16,broken_removed,zero_byte
FMST_2025-05-12_52.92,broken_removed,zero_byte
FMST_2025-05-16_35.07,broken_removed,zero_byte
FMST_2025-05-27_33.44,broken_removed,zero_byte
FMST_2025-05-28_33.95,broken_removed,zero_byte
FMST_2025-07-29_30.61,broken_removed,zero_byte
FMSTW_2025-06-05_35.46,broken_removed,zero_byte
FMSTW_2025-10-15_88.92,broken_removed,zero_byte
FMSTW_2025-10-16_77.06,broken_removed,zero_byte
FNGR_2025-05-01_37.33,broken_removed,zero_byte
FNGR_2025-07-28_30.56,broken_removed,zero_byte
FNKO_2025-05-12_49.29,broken_removed,zero_byte
FOFO_2025-09-23_48.99,broken_removed,zero_byte
FOFO_2025-09-25_66.18,broken_removed,zero_byte
FOFO_2025-09-26_61.34,broken_removed,zero_byte
FOFO_2025-09-29_51.11,broken_removed,zero_byte
FOFO_2025-10-13_41.03,broken_removed,zero_byte
FOFO_2025-10-14_34.53,broken_removed,zero_byte
FORA_2025-02-14_31.16,broken_removed,zero_byte
FORA_2025-08-25_53.11,broken_removed,zero_byte
FOSL_2025-03-13_37.01,broken_removed,zero_byte
FOSL_2025-08-14_32.04,broken_removed,zero_byte
FOSL_2025-08-15_37.02,broken_removed,zero_byte
FOSL_2025-10-15_66.04,broken_removed,zero_byte
FOXX_2025-01-03_30.28,broken_removed,zero_byte
FOXX_2025-01-30_280.62,broken_removed,zero_byte
FOXX_2025-07-17_30.69,broken_removed,zero_byte
FOXX_2025-08-11_36.86,broken_removed,zero_byte
FPH_2025-01-24_41.99,broken_removed,zero_byte
FRGE_2025-04-07_31.37,broken_removed,zero_byte
FRGE_2025-04-15_65.65,broken_removed,zero_byte
FRGE_2025-04-21_49.14,broken_removed,zero_byte
FRGE_2025-07-31_30.44,broken_removed,zero_byte
FRGT_2025-03-04_93.20,broken_removed,zero_byte
FRGT_2025-04-11_44.83,broken_removed,zero_byte
FRGT_2025-04-30_46.06,broken_removed,zero_byte
FRGT_2025-05-02_254.38,broken_removed,zero_byte
FRGT_2025-05-12_72.00,broken_removed,zero_byte
FRGT_2025-09-15_46.10,broken_removed,zero_byte
FRGT_2025-10-28_66.67,broken_removed,zero_byte
FTCI_2025-02-14_30.84,broken_removed,zero_byte
FTCI_2025-03-31_37.60,broken_removed,zero_byte
FTEK_2025-05-19_40.71,broken_removed,zero_byte
FTEL_2025-01-08_31.65,broken_removed,zero_byte
FTEL_2025-02-14_59.35,broken_removed,zero_byte
FTEL_2025-07-24_59.98,broken_removed,zero_byte
FTEL_2025-09-10_66.83,broken_removed,zero_byte
FTEL_2025-09-23_105.17,broken_removed,zero_byte
FTFT_2025-03-03_147.38,broken_removed,zero_byte
FTFT_2025-04-04_30.43,broken_removed,zero_byte
FTFT_2025-07-11_166.89,broken_removed,zero_byte
FUBO_2025-01-06_268.06,broken_removed,zero_byte
FUFU_2025-03-25_30.04,broken_removed,zero_byte
FUFU_2025-08-15_35.52,broken_removed,zero_byte
FULC_2025-05-02_40.41,broken_removed,zero_byte
FWRD_2025-04-09_33.81,broken_removed,zero_byte
GALT_2025-06-17_87.25,broken_removed,zero_byte
GALT_2025-06-18_38.08,broken_removed,zero_byte
GAME_2025-07-08_74.23,broken_removed,zero_byte
GAME_2025-07-09_86.36,broken_removed,zero_byte
GAME_2025-07-16_86.75,broken_removed,zero_byte
GANX_2025-08-15_37.66,broken_removed,zero_byte
GAUZ_2025-03-11_31.58,broken_removed,zero_byte
GBIO_2025-07-16_38.47,broken_removed,zero_byte
GBIO_2025-08-13_71.60,broken_removed,zero_byte
GCL_2025-02-18_224.35,broken_removed,zero_byte
GCL_2025-02-28_54.05,broken_removed,zero_byte
GCL_2025-05-21_35.19,broken_removed,zero_byte
GCT_2025-08-08_30.84,broken_removed,zero_byte
GCTK_2025-01-13_58.12,broken_removed,zero_byte
GCTK_2025-01-17_53.52,broken_removed,zero_byte
GDC_2025-02-24_72.32,broken_removed,zero_byte
GDC_2025-02-25_77.63,broken_removed,zero_byte
GDC_2025-05-12_79.55,broken_removed,zero_byte
GDC_2025-09-29_33.05,broken_removed,zero_byte
GDC_2025-10-02_43.93,broken_removed,zero_byte
GDEV_2025-02-21_73.88,broken_removed,zero_byte
GDTC_2025-01-10_30.57,broken_removed,zero_byte
GDTC_2025-10-22_43.19,broken_removed,zero_byte
GEG_2025-09-03_37.11,broken_removed,zero_byte
GELS_2025-01-22_33.33,broken_removed,zero_byte
GELS_2025-04-22_356.67,broken_removed,zero_byte
GELS_2025-06-10_106.47,broken_removed,zero_byte
GELS_2025-09-05_110.42,broken_removed,zero_byte
GELS_2025-10-23_32.74,broken_removed,zero_byte
GENK_2025-03-07_45.58,broken_removed,zero_byte
GENVR_2025-05-07_42.97,broken_removed,zero_byte
GENVR_2025-08-08_64.52,broken_removed,zero_byte
GENVR_2025-10-10_41.82,broken_removed,zero_byte
GEOS_2025-06-17_37.88,broken_removed,zero_byte
GEOS_2025-06-20_40.54,broken_removed,zero_byte
GEOS_2025-06-23_61.01,broken_removed,zero_byte
GEOS_2025-07-28_32.35,broken_removed,zero_byte
GES_2025-03-17_32.16,broken_removed,zero_byte
GETY_2025-01-03_32.23,broken_removed,zero_byte
GETY_2025-01-07_50.39,broken_removed,zero_byte
GETY_2025-10-31_59.70,broken_removed,zero_byte
GEVO_2025-08-12_61.60,broken_removed,zero_byte
GFAI_2025-01-03_34.97,broken_removed,zero_byte
GFAI_2025-01-06_101.04,broken_removed,zero_byte
GFAI_2025-01-14_45.20,broken_removed,zero_byte
GGAL_2025-10-27_47.14,broken_removed,zero_byte
GGR_2025-04-14_46.12,broken_removed,zero_byte
GIPR_2025-08-21_44.20,broken_removed,zero_byte
GIPR_2025-09-17_38.89,broken_removed,zero_byte
GIPR_2025-10-03_64.86,broken_removed,zero_byte
GIPR_2025-10-15_47.41,broken_removed,zero_byte
GIPRW_2025-02-28_338.24,broken_removed,zero_byte
GITS_2025-01-27_160.02,broken_removed,zero_byte
GITS_2025-04-22_53.72,broken_removed,zero_byte
GLE_2025-01-24_33.82,broken_removed,zero_byte
GLE_2025-06-16_57.89,broken_removed,zero_byte
GLE_2025-07-31_76.64,broken_removed,zero_byte
GLE_2025-08-19_46.44,broken_removed,zero_byte
GLE_2025-08-20_53.54,broken_removed,zero_byte
GLE_2025-09-10_275.85,broken_removed,zero_byte
GLE_2025-10-30_67.04,broken_removed,zero_byte
GLMD_2025-03-17_102.68,broken_removed,zero_byte
GLMD_2025-04-28_70.70,broken_removed,zero_byte
GLTO_2025-03-21_76.33,broken_removed,zero_byte
GLTO_2025-09-10_54.65,broken_removed,zero_byte
GLTO_2025-09-23_67.33,broken_removed,zero_byte
GLTO_2025-10-07_754.45,broken_removed,zero_byte
GLTO_2025-10-09_73.24,broken_removed,zero_byte
GLUE_2025-09-15_53.85,broken_removed,zero_byte
GLXG_2025-01-10_129.79,broken_removed,zero_byte
GLXG_2025-01-14_44.14,broken_removed,zero_byte
GLXG_2025-04-08_78.76,broken_removed,zero_byte
GLXG_2025-09-09_34.00,broken_removed,zero_byte
GLXG_2025-10-01_36.72,broken_removed,zero_byte
GMGI_2025-02-19_35.14,broken_removed,zero_byte
GMHS_2025-02-14_42.44,broken_removed,zero_byte
GMHS_2025-05-30_32.67,broken_removed,zero_byte
GMHS_2025-08-11_80.89,broken_removed,zero_byte
GMHS_2025-08-29_135.40,broken_removed,zero_byte
GMHS_2025-09-09_41.82,broken_removed,zero_byte
GMM_2025-09-11_45.07,broken_removed,zero_byte
GNLN_2025-03-26_37.68,broken_removed,zero_byte
GNLN_2025-05-21_57.89,broken_removed,zero_byte
GNLN_2025-06-12_119.48,broken_removed,zero_byte
GNLN_2025-06-16_51.49,broken_removed,zero_byte
GNLN_2025-06-30_142.53,broken_removed,zero_byte
GNLX_2025-01-21_38.62,broken_removed,zero_byte
GNLX_2025-05-08_31.90,broken_removed,zero_byte
GNPX_2025-03-18_30.00,broken_removed,zero_byte
GNPX_2025-04-02_67.19,broken_removed,zero_byte
GNPX_2025-04-03_48.00,broken_removed,zero_byte
GNPX_2025-05-29_33.52,broken_removed,zero_byte
GNPX_2025-08-22_31.22,broken_removed,zero_byte
GNPX_2025-09-05_64.10,broken_removed,zero_byte
GNPX_2025-09-08_76.25,broken_removed,zero_byte
GNPX_2025-10-14_33.51,broken_removed,zero_byte
GNTA_2025-02-03_30.40,broken_removed,zero_byte
GNTA_2025-05-30_34.68,broken_removed,zero_byte
GNTA_2025-06-05_40.37,broken_removed,zero_byte
GNTA_2025-10-24_209.60,broken_removed,zero_byte
GNTA_2025-10-29_35.39,broken_removed,zero_byte
GOTU_2025-02-26_34.39,broken_removed,zero_byte
GOVX_2025-06-16_34.95,broken_removed,zero_byte
GOVX_2025-06-18_36.67,broken_removed,zero_byte
GP_2025-01-10_39.74,broken_removed,zero_byte
GP_2025-08-04_92.73,broken_removed,zero_byte
GP_2025-09-08_56.30,broken_removed,zero_byte
GPCR_2025-04-17_30.44,broken_removed,zero_byte
GPRO_2025-07-22_48.45,broken_removed,zero_byte
GPRO_2025-07-23_72.99,broken_removed,zero_byte
GPRO_2025-08-25_36.36,broken_removed,zero_byte
GRAL_2025-02-13_34.61,broken_removed,zero_byte
GRAL_2025-10-20_32.05,broken_removed,zero_byte
GRAN_2025-08-14_32.69,broken_removed,zero_byte
GRAN_2025-10-06_30.22,broken_removed,zero_byte
GREE_2025-04-25_58.62,broken_removed,zero_byte
GREE_2025-05-22_32.37,broken_removed,zero_byte
GRI_2025-02-25_56.65,broken_removed,zero_byte
GRI_2025-04-01_247.50,broken_removed,zero_byte
GRI_2025-04-02_41.58,broken_removed,zero_byte
GRI_2025-04-15_31.13,broken_removed,zero_byte
GRI_2025-04-23_45.52,broken_removed,zero_byte
GRI_2025-09-11_83.97,broken_removed,zero_byte
GRNQ_2025-01-10_44.44,broken_removed,zero_byte
GRNQ_2025-05-16_39.13,broken_removed,zero_byte
GROV_2025-07-09_57.26,broken_removed,zero_byte
GRPN_2025-03-12_44.73,broken_removed,zero_byte
GRPN_2025-05-08_43.46,broken_removed,zero_byte
GRPN_2025-08-07_40.46,broken_removed,zero_byte
GRRR_2025-03-14_31.22,broken_removed,zero_byte
GRRR_2025-06-20_48.32,broken_removed,zero_byte
GRRRW_2025-02-10_42.01,broken_removed,zero_byte
GRRRW_2025-03-03_77.89,broken_removed,zero_byte
GRRRW_2025-03-04_52.14,broken_removed,zero_byte
GRRRW_2025-03-05_42.24,broken_removed,zero_byte
GSAT_2025-10-30_31.37,broken_removed,zero_byte
GSIT_2025-01-17_78.18,broken_removed,zero_byte
GSIT_2025-10-20_257.28,broken_removed,zero_byte
GSIT_2025-10-21_32.15,broken_removed,zero_byte
GSIT_2025-10-27_42.25,broken_removed,zero_byte
GSIW_2025-02-07_182.81,broken_removed,zero_byte
GSIW_2025-05-14_112.33,broken_removed,zero_byte
GSIW_2025-06-05_35.73,broken_removed,zero_byte
GSRFR_2025-10-21_53.08,broken_removed,zero_byte
GSUN_2025-02-24_98.11,broken_removed,zero_byte
GTBP_2025-02-25_53.69,broken_removed,zero_byte
GTBP_2025-05-21_37.64,broken_removed,zero_byte
GTBP_2025-10-08_82.25,broken_removed,zero_byte
GTEC_2025-01-16_32.62,broken_removed,zero_byte
GTEC_2025-03-27_96.95,broken_removed,zero_byte
GTENW_2025-07-24_84.21,broken_removed,zero_byte
GTENW_2025-07-25_30.77,broken_removed,zero_byte
GTENW_2025-10-07_33.06,broken_removed,zero_byte
GTIM_2025-10-22_30.26,broken_removed,zero_byte
GUTS_2025-06-09_52.26,broken_removed,zero_byte
