ticker,date,momentum_pct_str,source_folder,dest_dir
KSCP,2025-04-15,46.67,KSCP_trades_2025_04_15.parquet,KSCP_2025-04-15_46.67
KSS,2025-07-22,105.28,KSS_trades_2025_07_22.parquet,KSS_2025-07-22_105.28
KTTA,2025-02-05,85.10,KTTA_trades_2025_02_05.parquet,KTTA_2025-02-05_85.10
KTTA,2025-04-10,114.68,KTTA_trades_2025_04_10.parquet,KTTA_2025-04-10_114.68
KTTA,2025-05-06,166.90,KTTA_trades_2025_05_06.parquet,KTTA_2025-05-06_166.90
KTTA,2025-05-16,31.30,KTTA_trades_2025_05_16.parquet,KTTA_2025-05-16_31.30
KWM,2025-06-04,236.97,KWM_trades_2025_06_04.parquet,KWM_2025-06-04_236.97
KWM,2025-06-09,68.76,KWM_trades_2025_06_09.parquet,KWM_2025-06-09_68.76
KWM,2025-06-10,53.90,KWM_trades_2025_06_10.parquet,KWM_2025-06-10_53.90
KWM,2025-06-16,47.24,KWM_trades_2025_06_16.parquet,KWM_2025-06-16_47.24
KWM,2025-09-05,41.26,KWM_trades_2025_09_05.parquet,KWM_2025-09-05_41.26
KXIN,2025-10-20,58.46,KXIN_trades_2025_10_20.parquet,KXIN_2025-10-20_58.46
KXIN,2025-10-31,39.61,KXIN_trades_2025_10_31.parquet,KXIN_2025-10-31_39.61
KYIV,2025-08-18,31.51,KYIV_trades_2025_08_18.parquet,KYIV_2025-08-18_31.51
KYMR,2025-06-02,48.33,KYMR_trades_2025_06_02.parquet,KYMR_2025-06-02_48.33
KYTX,2025-10-08,42.88,KYTX_trades_2025_10_08.parquet,KYTX_2025-10-08_42.88
KZIA,2025-01-30,91.30,KZIA_trades_2025_01_30.parquet,KZIA_2025-01-30_91.30
KZIA,2025-03-07,70.39,KZIA_trades_2025_03_07.parquet,KZIA_2025-03-07_70.39
KZIA,2025-06-03,41.53,KZIA_trades_2025_06_03.parquet,KZIA_2025-06-03_41.53
KZIA,2025-06-11,144.70,KZIA_trades_2025_06_11.parquet,KZIA_2025-06-11_144.70
KZIA,2025-07-09,58.10,KZIA_trades_2025_07_09.parquet,KZIA_2025-07-09_58.10
KZR,2025-10-17,53.48,KZR_trades_2025_10_17.parquet,KZR_2025-10-17_53.48
LAB,2025-01-13,31.29,LAB_trades_2025_01_13.parquet,LAB_2025-01-13_31.29
LAB,2025-06-23,51.43,LAB_trades_2025_06_23.parquet,LAB_2025-06-23_51.43
LAC,2025-09-24,105.21,LAC_trades_2025_09_24.parquet,LAC_2025-09-24_105.21
LAC,2025-10-01,32.22,LAC_trades_2025_10_01.parquet,LAC_2025-10-01_32.22
LAC,2025-10-03,36.01,LAC_trades_2025_10_03.parquet,LAC_2025-10-03_36.01
LAES,2025-01-15,43.44,LAES_trades_2025_01_15.parquet,LAES_2025-01-15_43.44
LAES,2025-05-21,33.54,LAES_trades_2025_05_21.parquet,LAES_2025-05-21_33.54
LAES,2025-10-09,40.14,LAES_trades_2025_10_09.parquet,LAES_2025-10-09_40.14
LAES,2025-10-14,30.18,LAES_trades_2025_10_14.parquet,LAES_2025-10-14_30.18
LANV,2025-03-11,31.58,LANV_trades_2025_03_11.parquet,LANV_2025-03-11_31.58
LAR,2025-08-11,31.32,LAR_trades_2025_08_11.parquet,LAR_2025-08-11_31.32
LASE,2025-07-08,37.66,LASE_trades_2025_07_08.parquet,LASE_2025-07-08_37.66
LASE,2025-08-19,117.07,LASE_trades_2025_08_19.parquet,LASE_2025-08-19_117.07
LASE,2025-08-25,30.57,LASE_trades_2025_08_25.parquet,LASE_2025-08-25_30.57
LASE,2025-09-18,110.00,LASE_trades_2025_09_18.parquet,LASE_2025-09-18_110.00
LASE,2025-09-22,33.10,LASE_trades_2025_09_22.parquet,LASE_2025-09-22_33.10
LASR,2025-05-09,36.47,LASR_trades_2025_05_09.parquet,LASR_2025-05-09_36.47
LASR,2025-08-08,31.90,LASR_trades_2025_08_08.parquet,LASR_2025-08-08_31.90
LAWR,2025-08-07,33.75,LAWR_trades_2025_08_07.parquet,LAWR_2025-08-07_33.75
LAWR,2025-09-02,146.94,LAWR_trades_2025_09_02.parquet,LAWR_2025-09-02_146.94
LAWR,2025-09-18,58.42,LAWR_trades_2025_09_18.parquet,LAWR_2025-09-18_58.42
LAYS,2025-04-09,42.00,LAYS_trades_2025_04_09.parquet,LAYS_2025-04-09_42.00
LAYS,2025-10-06,35.68,LAYS_trades_2025_10_06.parquet,LAYS_2025-10-06_35.68
LAZR,2025-01-06,30.48,LAZR_trades_2025_01_06.parquet,LAZR_2025-01-06_30.48
LAZR,2025-03-21,35.35,LAZR_trades_2025_03_21.parquet,LAZR_2025-03-21_35.35
LAZR,2025-10-24,34.91,LAZR_trades_2025_10_24.parquet,LAZR_2025-10-24_34.91
LBGJ,2025-02-26,64.71,LBGJ_trades_2025_02_26.parquet,LBGJ_2025-02-26_64.71
LBGJ,2025-02-27,72.54,LBGJ_trades_2025_02_27.parquet,LBGJ_2025-02-27_72.54
LBGJ,2025-02-28,50.41,LBGJ_trades_2025_02_28.parquet,LBGJ_2025-02-28_50.41
LBGJ,2025-03-06,30.74,LBGJ_trades_2025_03_06.parquet,LBGJ_2025-03-06_30.74
LBGJ,2025-03-07,32.60,LBGJ_trades_2025_03_07.parquet,LBGJ_2025-03-07_32.60
LBGJ,2025-04-03,35.19,LBGJ_trades_2025_04_03.parquet,LBGJ_2025-04-03_35.19
LBGJ,2025-05-30,38.89,LBGJ_trades_2025_05_30.parquet,LBGJ_2025-05-30_38.89
LBGJ,2025-09-09,38.28,LBGJ_trades_2025_09_09.parquet,LBGJ_2025-09-09_38.28
LBRT,2025-10-17,31.07,LBRT_trades_2025_10_17.parquet,LBRT_2025-10-17_31.07
LCDL,2025-07-17,92.40,LCDL_trades_2025_07_17.parquet,LCDL_2025-07-17_92.40
LCDL,2025-09-05,30.54,LCDL_trades_2025_09_05.parquet,LCDL_2025-09-05_30.54
LCFY,2025-04-28,42.68,LCFY_trades_2025_04_28.parquet,LCFY_2025-04-28_42.68
LCFY,2025-06-27,448.24,LCFY_trades_2025_06_27.parquet,LCFY_2025-06-27_448.24
LCFY,2025-09-03,70.52,LCFY_trades_2025_09_03.parquet,LCFY_2025-09-03_70.52
LCFYW,2025-01-03,46.19,LCFYW_trades_2025_01_03.parquet,LCFYW_2025-01-03_46.19
LCFYW,2025-01-10,44.59,LCFYW_trades_2025_01_10.parquet,LCFYW_2025-01-10_44.59
LCFYW,2025-01-13,60.46,LCFYW_trades_2025_01_13.parquet,LCFYW_2025-01-13_60.46
LCFYW,2025-01-21,95.45,LCFYW_trades_2025_01_21.parquet,LCFYW_2025-01-21_95.45
LCFYW,2025-01-22,47.12,LCFYW_trades_2025_01_22.parquet,LCFYW_2025-01-22_47.12
LCFYW,2025-01-23,83.37,LCFYW_trades_2025_01_23.parquet,LCFYW_2025-01-23_83.37
LCFYW,2025-02-03,120.00,LCFYW_trades_2025_02_03.parquet,LCFYW_2025-02-03_120.00
LCFYW,2025-02-05,49.52,LCFYW_trades_2025_02_05.parquet,LCFYW_2025-02-05_49.52
LCFYW,2025-02-06,64.23,LCFYW_trades_2025_02_06.parquet,LCFYW_2025-02-06_64.23
LCFYW,2025-02-25,51.48,LCFYW_trades_2025_02_25.parquet,LCFYW_2025-02-25_51.48
LCFYW,2025-02-27,31.72,LCFYW_trades_2025_02_27.parquet,LCFYW_2025-02-27_31.72
LCFYW,2025-03-06,56.34,LCFYW_trades_2025_03_06.parquet,LCFYW_2025-03-06_56.34
LCFYW,2025-03-26,37.36,LCFYW_trades_2025_03_26.parquet,LCFYW_2025-03-26_37.36
LCFYW,2025-06-27,81.90,LCFYW_trades_2025_06_27.parquet,LCFYW_2025-06-27_81.90
LCFYW,2025-07-09,63.78,LCFYW_trades_2025_07_09.parquet,LCFYW_2025-07-09_63.78
LCFYW,2025-08-29,55.42,LCFYW_trades_2025_08_29.parquet,LCFYW_2025-08-29_55.42
LCID,2025-07-17,47.16,LCID_trades_2025_07_17.parquet,LCID_2025-07-17_47.16
LDI,2025-09-05,30.70,LDI_trades_2025_09_05.parquet,LDI_2025-09-05_30.70
LDI,2025-09-08,39.45,LDI_trades_2025_09_08.parquet,LDI_2025-09-08_39.45
LEDS,2025-01-21,47.53,LEDS_trades_2025_01_21.parquet,LEDS_2025-01-21_47.53
LEDS,2025-09-12,39.09,LEDS_trades_2025_09_12.parquet,LEDS_2025-09-12_39.09
LEE,2025-09-16,53.76,LEE_trades_2025_09_16.parquet,LEE_2025-09-16_53.76
LEG,2025-04-29,33.01,LEG_trades_2025_04_29.parquet,LEG_2025-04-29_33.01
LEXX,2025-08-25,36.23,LEXX_trades_2025_08_25.parquet,LEXX_2025-08-25_36.23
LEXXW,2025-01-10,114.75,LEXXW_trades_2025_01_10.parquet,LEXXW_2025-01-10_114.75
LFMD,2025-03-11,36.07,LFMD_trades_2025_03_11.parquet,LFMD_2025-03-11_36.07
LFMD,2025-04-29,42.46,LFMD_trades_2025_04_29.parquet,LFMD_2025-04-29_42.46
LFS,2025-10-10,84.24,LFS_trades_2025_10_10.parquet,LFS_2025-10-10_84.24
LFVN,2025-01-08,45.90,LFVN_trades_2025_01_08.parquet,LFVN_2025-01-08_45.90
LFWD,2025-01-06,50.38,LFWD_trades_2025_01_06.parquet,LFWD_2025-01-06_50.38
LFWD,2025-02-10,62.85,LFWD_trades_2025_02_10.parquet,LFWD_2025-02-10_62.85
LFWD,2025-02-11,43.85,LFWD_trades_2025_02_11.parquet,LFWD_2025-02-11_43.85
LFWD,2025-03-13,100.68,LFWD_trades_2025_03_13.parquet,LFWD_2025-03-13_100.68
LGCB,2025-01-15,39.64,LGCB_trades_2025_01_15.parquet,LGCB_2025-01-15_39.64
LGCB,2025-04-04,33.06,LGCB_trades_2025_04_04.parquet,LGCB_2025-04-04_33.06
LGCB,2025-04-07,31.42,LGCB_trades_2025_04_07.parquet,LGCB_2025-04-07_31.42
LGCB,2025-10-16,87.88,LGCB_trades_2025_10_16.parquet,LGCB_2025-10-16_87.88
LGCL,2025-01-29,55.59,LGCL_trades_2025_01_29.parquet,LGCL_2025-01-29_55.59
LGCL,2025-06-20,73.64,LGCL_trades_2025_06_20.parquet,LGCL_2025-06-20_73.64
LGHL,2025-05-12,38.46,LGHL_trades_2025_05_12.parquet,LGHL_2025-05-12_38.46
LGHL,2025-06-18,74.10,LGHL_trades_2025_06_18.parquet,LGHL_2025-06-18_74.10
LGHL,2025-08-28,33.33,LGHL_trades_2025_08_28.parquet,LGHL_2025-08-28_33.33
LGHL,2025-09-09,80.66,LGHL_trades_2025_09_09.parquet,LGHL_2025-09-09_80.66
LGO,2025-10-13,34.99,LGO_trades_2025_10_13.parquet,LGO_2025-10-13_34.99
LGVN,2025-07-08,33.33,LGVN_trades_2025_07_08.parquet,LGVN_2025-07-08_33.33
LHAI,2025-07-25,130.91,LHAI_trades_2025_07_25.parquet,LHAI_2025-07-25_130.91
LHAI,2025-08-06,47.72,LHAI_trades_2025_08_06.parquet,LHAI_2025-08-06_47.72
LHSW,2025-04-09,30.43,LHSW_trades_2025_04_09.parquet,LHSW_2025-04-09_30.43
LHSW,2025-05-19,30.15,LHSW_trades_2025_05_19.parquet,LHSW_2025-05-19_30.15
LHSW,2025-06-25,33.33,LHSW_trades_2025_06_25.parquet,LHSW_2025-06-25_33.33
LICN,2025-04-01,34.03,LICN_trades_2025_04_01.parquet,LICN_2025-04-01_34.03
LICN,2025-04-09,52.32,LICN_trades_2025_04_09.parquet,LICN_2025-04-09_52.32
LICN,2025-05-12,77.64,LICN_trades_2025_05_12.parquet,LICN_2025-05-12_77.64
LICN,2025-05-13,137.93,LICN_trades_2025_05_13.parquet,LICN_2025-05-13_137.93
LICN,2025-08-04,80.64,LICN_trades_2025_08_04.parquet,LICN_2025-08-04_80.64
LIDR,2025-01-03,51.98,LIDR_trades_2025_01_03.parquet,LIDR_2025-01-03_51.98
LIDR,2025-01-07,84.55,LIDR_trades_2025_01_07.parquet,LIDR_2025-01-07_84.55
LIDR,2025-06-30,37.37,LIDR_trades_2025_06_30.parquet,LIDR_2025-06-30_37.37
LIDR,2025-07-24,324.78,LIDR_trades_2025_07_24.parquet,LIDR_2025-07-24_324.78
LIDR,2025-07-25,83.56,LIDR_trades_2025_07_25.parquet,LIDR_2025-07-25_83.56
LIDR,2025-07-28,45.21,LIDR_trades_2025_07_28.parquet,LIDR_2025-07-28_45.21
LIMN,2025-06-04,139.81,LIMN_trades_2025_06_04.parquet,LIMN_2025-06-04_139.81
LIMN,2025-06-05,95.75,LIMN_trades_2025_06_05.parquet,LIMN_2025-06-05_95.75
LIMN,2025-06-12,110.44,LIMN_trades_2025_06_12.parquet,LIMN_2025-06-12_110.44
LIMN,2025-06-23,53.36,LIMN_trades_2025_06_23.parquet,LIMN_2025-06-23_53.36
LIMN,2025-06-24,35.00,LIMN_trades_2025_06_24.parquet,LIMN_2025-06-24_35.00
LIMN,2025-06-30,36.08,LIMN_trades_2025_06_30.parquet,LIMN_2025-06-30_36.08
LIMN,2025-07-10,42.72,LIMN_trades_2025_07_10.parquet,LIMN_2025-07-10_42.72
LIMN,2025-07-22,33.67,LIMN_trades_2025_07_22.parquet,LIMN_2025-07-22_33.67
LIMN,2025-07-24,34.47,LIMN_trades_2025_07_24.parquet,LIMN_2025-07-24_34.47
LIMN,2025-08-22,46.04,LIMN_trades_2025_08_22.parquet,LIMN_2025-08-22_46.04
LINK,2025-06-23,33.19,LINK_trades_2025_06_23.parquet,LINK_2025-06-23_33.19
LINK,2025-06-27,38.65,LINK_trades_2025_06_27.parquet,LINK_2025-06-27_38.65
LINK,2025-09-17,35.29,LINK_trades_2025_09_17.parquet,LINK_2025-09-17_35.29
LIQT,2025-07-22,44.66,LIQT_trades_2025_07_22.parquet,LIQT_2025-07-22_44.66
LITB,2025-03-31,49.71,LITB_trades_2025_03_31.parquet,LITB_2025-03-31_49.71
LITB,2025-09-04,43.75,LITB_trades_2025_09_04.parquet,LITB_2025-09-04_43.75
LITM,2025-01-13,57.61,LITM_trades_2025_01_13.parquet,LITM_2025-01-13_57.61
LITM,2025-01-21,34.85,LITM_trades_2025_01_21.parquet,LITM_2025-01-21_34.85
LITM,2025-01-23,32.58,LITM_trades_2025_01_23.parquet,LITM_2025-01-23_32.58
LITM,2025-02-04,30.04,LITM_trades_2025_02_04.parquet,LITM_2025-02-04_30.04
LITM,2025-03-18,46.04,LITM_trades_2025_03_18.parquet,LITM_2025-03-18_46.04
LITM,2025-03-21,32.91,LITM_trades_2025_03_21.parquet,LITM_2025-03-21_32.91
LITM,2025-10-13,65.85,LITM_trades_2025_10_13.parquet,LITM_2025-10-13_65.85
LIVE,2025-04-15,36.91,LIVE_trades_2025_04_15.parquet,LIVE_2025-04-15_36.91
LIVE,2025-04-16,40.00,LIVE_trades_2025_04_16.parquet,LIVE_2025-04-16_40.00
LIVE,2025-05-08,49.69,LIVE_trades_2025_05_08.parquet,LIVE_2025-05-08_49.69
LIVE,2025-06-23,43.50,LIVE_trades_2025_06_23.parquet,LIVE_2025-06-23_43.50
LIVE,2025-06-26,188.17,LIVE_trades_2025_06_26.parquet,LIVE_2025-06-26_188.17
LIVE,2025-08-14,67.46,LIVE_trades_2025_08_14.parquet,LIVE_2025-08-14_67.46
LIVE,2025-09-11,30.68,LIVE_trades_2025_09_11.parquet,LIVE_2025-09-11_30.68
LIXT,2025-07-01,70.17,LIXT_trades_2025_07_01.parquet,LIXT_2025-07-01_70.17
LIXT,2025-07-02,105.08,LIXT_trades_2025_07_02.parquet,LIXT_2025-07-02_105.08
LIXT,2025-07-03,110.40,LIXT_trades_2025_07_03.parquet,LIXT_2025-07-03_110.40
LIXT,2025-07-10,57.45,LIXT_trades_2025_07_10.parquet,LIXT_2025-07-10_57.45
LMFA,2025-06-24,38.95,LMFA_trades_2025_06_24.parquet,LMFA_2025-06-24_38.95
LMFA,2025-07-11,33.47,LMFA_trades_2025_07_11.parquet,LMFA_2025-07-11_33.47
LMFA,2025-07-18,57.66,LMFA_trades_2025_07_18.parquet,LMFA_2025-07-18_57.66
LMFA,2025-07-21,54.18,LMFA_trades_2025_07_21.parquet,LMFA_2025-07-21_54.18
LMND,2025-08-05,33.24,LMND_trades_2025_08_05.parquet,LMND_2025-08-05_33.24
LNKS,2025-06-04,60.32,LNKS_trades_2025_06_04.parquet,LNKS_2025-06-04_60.32
LNSR,2025-02-27,33.37,LNSR_trades_2025_02_27.parquet,LNSR_2025-02-27_33.37
LNZA,2025-02-18,43.22,LNZA_trades_2025_02_18.parquet,LNZA_2025-02-18_43.22
LNZA,2025-03-31,63.93,LNZA_trades_2025_03_31.parquet,LNZA_2025-03-31_63.93
LNZA,2025-04-01,32.18,LNZA_trades_2025_04_01.parquet,LNZA_2025-04-01_32.18
LNZA,2025-05-28,32.99,LNZA_trades_2025_05_28.parquet,LNZA_2025-05-28_32.99
LNZA,2025-05-30,69.66,LNZA_trades_2025_05_30.parquet,LNZA_2025-05-30_69.66
LNZA,2025-07-22,50.06,LNZA_trades_2025_07_22.parquet,LNZA_2025-07-22_50.06
LNZA,2025-07-24,49.82,LNZA_trades_2025_07_24.parquet,LNZA_2025-07-24_49.82
LNZA,2025-08-20,39.39,LNZA_trades_2025_08_20.parquet,LNZA_2025-08-20_39.39
LNZA,2025-09-22,67.67,LNZA_trades_2025_09_22.parquet,LNZA_2025-09-22_67.67
LOBO,2025-02-12,34.28,LOBO_trades_2025_02_12.parquet,LOBO_2025-02-12_34.28
LOBO,2025-05-13,217.11,LOBO_trades_2025_05_13.parquet,LOBO_2025-05-13_217.11
LOBO,2025-05-15,82.24,LOBO_trades_2025_05_15.parquet,LOBO_2025-05-15_82.24
LOBO,2025-08-01,253.17,LOBO_trades_2025_08_01.parquet,LOBO_2025-08-01_253.17
LOBO,2025-08-05,66.30,LOBO_trades_2025_08_05.parquet,LOBO_2025-08-05_66.30
LOBO,2025-10-16,30.11,LOBO_trades_2025_10_16.parquet,LOBO_2025-10-16_30.11
LOCL,2025-04-03,42.38,LOCL_trades_2025_04_03.parquet,LOCL_2025-04-03_42.38
LOCL,2025-04-04,68.44,LOCL_trades_2025_04_04.parquet,LOCL_2025-04-04_68.44
LOCL,2025-07-28,31.99,LOCL_trades_2025_07_28.parquet,LOCL_2025-07-28_31.99
LOCL,2025-09-17,48.46,LOCL_trades_2025_09_17.parquet,LOCL_2025-09-17_48.46
LOMA,2025-10-27,40.89,LOMA_trades_2025_10_27.parquet,LOMA_2025-10-27_40.89
LOOP,2025-06-04,83.20,LOOP_trades_2025_06_04.parquet,LOOP_2025-06-04_83.20
LOOP,2025-07-28,31.62,LOOP_trades_2025_07_28.parquet,LOOP_2025-07-28_31.62
LOT,2025-02-18,40.00,LOT_trades_2025_02_18.parquet,LOT_2025-02-18_40.00
LOT,2025-03-24,53.16,LOT_trades_2025_03_24.parquet,LOT_2025-03-24_53.16
LPSN,2025-08-06,62.22,LPSN_trades_2025_08_06.parquet,LPSN_2025-08-06_62.22
LPTH,2025-09-03,31.16,LPTH_trades_2025_09_03.parquet,LPTH_2025-09-03_31.16
LRE,2025-06-26,30.25,LRE_trades_2025_06_26.parquet,LRE_2025-06-26_30.25
LRE,2025-08-06,30.43,LRE_trades_2025_08_06.parquet,LRE_2025-08-06_30.43
LRE,2025-09-15,90.32,LRE_trades_2025_09_15.parquet,LRE_2025-09-15_90.32
LRE,2025-09-26,33.65,LRE_trades_2025_09_26.parquet,LRE_2025-09-26_33.65
LRE,2025-10-23,40.00,LRE_trades_2025_10_23.parquet,LRE_2025-10-23_40.00
LRHC,2025-01-08,56.58,LRHC_trades_2025_01_08.parquet,LRHC_2025-01-08_56.58
LRHC,2025-01-29,31.18,LRHC_trades_2025_01_29.parquet,LRHC_2025-01-29_31.18
LRHC,2025-02-12,53.65,LRHC_trades_2025_02_12.parquet,LRHC_2025-02-12_53.65
LRHC,2025-04-24,59.13,LRHC_trades_2025_04_24.parquet,LRHC_2025-04-24_59.13
LRHC,2025-05-30,31.40,LRHC_trades_2025_05_30.parquet,LRHC_2025-05-30_31.40
LRHC,2025-07-03,191.14,LRHC_trades_2025_07_03.parquet,LRHC_2025-07-03_191.14
LRMR,2025-10-01,36.22,LRMR_trades_2025_10_01.parquet,LRMR_2025-10-01_36.22
LSE,2025-03-18,42.28,LSE_trades_2025_03_18.parquet,LSE_2025-03-18_42.28
LSE,2025-03-19,92.92,LSE_trades_2025_03_19.parquet,LSE_2025-03-19_92.92
LSE,2025-04-01,48.61,LSE_trades_2025_04_01.parquet,LSE_2025-04-01_48.61
LSE,2025-06-16,86.27,LSE_trades_2025_06_16.parquet,LSE_2025-06-16_86.27
LSE,2025-06-18,76.21,LSE_trades_2025_06_18.parquet,LSE_2025-06-18_76.21
LSH,2025-05-12,46.42,LSH_trades_2025_05_12.parquet,LSH_2025-05-12_46.42
LSH,2025-08-29,69.07,LSH_trades_2025_08_29.parquet,LSH_2025-08-29_69.07
LTBR,2025-01-03,34.31,LTBR_trades_2025_01_03.parquet,LTBR_2025-01-03_34.31
LTBR,2025-01-23,45.14,LTBR_trades_2025_01_23.parquet,LTBR_2025-01-23_45.14
LTBR,2025-01-30,31.65,LTBR_trades_2025_01_30.parquet,LTBR_2025-01-30_31.65
LTBR,2025-02-07,41.52,LTBR_trades_2025_02_07.parquet,LTBR_2025-02-07_41.52
LTBR,2025-02-12,35.24,LTBR_trades_2025_02_12.parquet,LTBR_2025-02-12_35.24
LTBR,2025-05-23,51.41,LTBR_trades_2025_05_23.parquet,LTBR_2025-05-23_51.41
LTRN,2025-01-06,32.35,LTRN_trades_2025_01_06.parquet,LTRN_2025-01-06_32.35
LTRN,2025-01-24,46.71,LTRN_trades_2025_01_24.parquet,LTRN_2025-01-24_46.71
LUCD,2025-02-10,40.19,LUCD_trades_2025_02_10.parquet,LUCD_2025-02-10_40.19
LUCY,2025-04-09,42.46,LUCY_trades_2025_04_09.parquet,LUCY_2025-04-09_42.46
LUCY,2025-04-10,126.94,LUCY_trades_2025_04_10.parquet,LUCY_2025-04-10_126.94
LUCY,2025-04-29,30.15,LUCY_trades_2025_04_29.parquet,LUCY_2025-04-29_30.15
LUCY,2025-05-14,63.64,LUCY_trades_2025_05_14.parquet,LUCY_2025-05-14_63.64
LUCY,2025-06-20,117.98,LUCY_trades_2025_06_20.parquet,LUCY_2025-06-20_117.98
LUNG,2025-02-20,41.11,LUNG_trades_2025_02_20.parquet,LUNG_2025-02-20_41.11
LUNG,2025-10-28,85.26,LUNG_trades_2025_10_28.parquet,LUNG_2025-10-28_85.26
LUNR,2025-03-24,31.88,LUNR_trades_2025_03_24.parquet,LUNR_2025-03-24_31.88
LUNR,2025-05-13,34.74,LUNR_trades_2025_05_13.parquet,LUNR_2025-05-13_34.74
LVLU,2025-03-20,51.13,LVLU_trades_2025_03_20.parquet,LVLU_2025-03-20_51.13
LVLU,2025-07-01,86.67,LVLU_trades_2025_07_01.parquet,LVLU_2025-07-01_86.67
LVLU,2025-07-02,64.88,LVLU_trades_2025_07_02.parquet,LVLU_2025-07-02_64.88
LVLU,2025-07-07,33.09,LVLU_trades_2025_07_07.parquet,LVLU_2025-07-07_33.09
LVLU,2025-07-31,46.77,LVLU_trades_2025_07_31.parquet,LVLU_2025-07-31_46.77
LVLU,2025-09-08,33.42,LVLU_trades_2025_09_08.parquet,LVLU_2025-09-08_33.42
LVLU,2025-09-15,43.82,LVLU_trades_2025_09_15.parquet,LVLU_2025-09-15_43.82
LVO,2025-01-31,33.33,LVO_trades_2025_01_31.parquet,LVO_2025-01-31_33.33
LVRO,2025-09-16,96.18,LVRO_trades_2025_09_16.parquet,LVRO_2025-09-16_96.18
LVWR,2025-04-09,32.84,LVWR_trades_2025_04_09.parquet,LVWR_2025-04-09_32.84
LVWR,2025-05-15,30.10,LVWR_trades_2025_05_15.parquet,LVWR_2025-05-15_30.10
LVWR,2025-05-27,157.43,LVWR_trades_2025_05_27.parquet,LVWR_2025-05-27_157.43
LVWR,2025-05-28,82.42,LVWR_trades_2025_05_28.parquet,LVWR_2025-05-28_82.42
LVWR,2025-05-30,79.44,LVWR_trades_2025_05_30.parquet,LVWR_2025-05-30_79.44
LVWR,2025-06-04,47.25,LVWR_trades_2025_06_04.parquet,LVWR_2025-06-04_47.25
LVWR,2025-06-10,38.80,LVWR_trades_2025_06_10.parquet,LVWR_2025-06-10_38.80
LVWR,2025-09-08,44.07,LVWR_trades_2025_09_08.parquet,LVWR_2025-09-08_44.07
LWLG,2025-07-16,32.87,LWLG_trades_2025_07_16.parquet,LWLG_2025-07-16_32.87
LWLG,2025-07-22,32.52,LWLG_trades_2025_07_22.parquet,LWLG_2025-07-22_32.52
LWLG,2025-08-26,42.03,LWLG_trades_2025_08_26.parquet,LWLG_2025-08-26_42.03
LXEH,2025-02-04,64.44,LXEH_trades_2025_02_04.parquet,LXEH_2025-02-04_64.44
LXEH,2025-03-26,111.44,LXEH_trades_2025_03_26.parquet,LXEH_2025-03-26_111.44
LXEH,2025-03-28,75.69,LXEH_trades_2025_03_28.parquet,LXEH_2025-03-28_75.69
LXEH,2025-04-01,103.05,LXEH_trades_2025_04_01.parquet,LXEH_2025-04-01_103.05
LXEH,2025-04-07,107.07,LXEH_trades_2025_04_07.parquet,LXEH_2025-04-07_107.07
LXEH,2025-05-06,78.16,LXEH_trades_2025_05_06.parquet,LXEH_2025-05-06_78.16
LXEH,2025-07-31,60.71,LXEH_trades_2025_07_31.parquet,LXEH_2025-07-31_60.71
LXEH,2025-08-01,36.79,LXEH_trades_2025_08_01.parquet,LXEH_2025-08-01_36.79
LXEH,2025-08-25,32.59,LXEH_trades_2025_08_25.parquet,LXEH_2025-08-25_32.59
LXEO,2025-03-24,57.56,LXEO_trades_2025_03_24.parquet,LXEO_2025-03-24_57.56
LXEO,2025-04-09,45.05,LXEO_trades_2025_04_09.parquet,LXEO_2025-04-09_45.05
LXEO,2025-09-24,38.32,LXEO_trades_2025_09_24.parquet,LXEO_2025-09-24_38.32
LXEO,2025-10-07,37.25,LXEO_trades_2025_10_07.parquet,LXEO_2025-10-07_37.25
LYEL,2025-03-19,31.07,LYEL_trades_2025_03_19.parquet,LYEL_2025-03-19_31.07
LYEL,2025-06-04,72.72,LYEL_trades_2025_06_04.parquet,LYEL_2025-06-04_72.72
LYRA,2025-05-07,45.39,LYRA_trades_2025_05_07.parquet,LYRA_2025-05-07_45.39
LYRA,2025-05-14,77.44,LYRA_trades_2025_05_14.parquet,LYRA_2025-05-14_77.44
LYRA,2025-06-02,660.65,LYRA_trades_2025_06_02.parquet,LYRA_2025-06-02_660.65
LYRA,2025-06-03,67.90,LYRA_trades_2025_06_03.parquet,LYRA_2025-06-03_67.90
LZ,2025-05-08,31.03,LZ_trades_2025_05_08.parquet,LZ_2025-05-08_31.03
LZ,2025-08-08,42.53,LZ_trades_2025_08_08.parquet,LZ_2025-08-08_42.53
LZMH,2025-03-06,36.43,LZMH_trades_2025_03_06.parquet,LZMH_2025-03-06_36.43
LZMH,2025-03-07,48.19,LZMH_trades_2025_03_07.parquet,LZMH_2025-03-07_48.19
LZMH,2025-03-10,47.26,LZMH_trades_2025_03_10.parquet,LZMH_2025-03-10_47.26
LZMH,2025-03-13,69.93,LZMH_trades_2025_03_13.parquet,LZMH_2025-03-13_69.93
LZMH,2025-03-26,30.55,LZMH_trades_2025_03_26.parquet,LZMH_2025-03-26_30.55
LZMH,2025-05-29,64.53,LZMH_trades_2025_05_29.parquet,LZMH_2025-05-29_64.53
LZMH,2025-06-18,60.08,LZMH_trades_2025_06_18.parquet,LZMH_2025-06-18_60.08
LZMH,2025-06-26,30.60,LZMH_trades_2025_06_26.parquet,LZMH_2025-06-26_30.60
