ticker,date,momentum_pct_str,source_folder,dest_dir
CGTX,2025-07-10,95.38,CGTX_trades_2025_07_10.parquet,CGTX_2025-07-10_95.38
CGTX,2025-08-13,33.64,CGTX_trades_2025_08_13.parquet,CGTX_2025-08-13_33.64
CGTX,2025-08-14,48.36,CGTX_trades_2025_08_14.parquet,CGTX_2025-08-14_48.36
CGTX,2025-08-22,44.22,CGTX_trades_2025_08_22.parquet,CGTX_2025-08-22_44.22
CGTX,2025-08-25,36.30,CGTX_trades_2025_08_25.parquet,CGTX_2025-08-25_36.30
CHEK,2025-01-07,48.15,CHEK_trades_2025_01_07.parquet,CHEK_2025-01-07_48.15
CHEK,2025-02-24,96.31,CHEK_trades_2025_02_24.parquet,CHEK_2025-02-24_96.31
CHEK,2025-05-13,47.24,CHEK_trades_2025_05_13.parquet,CHEK_2025-05-13_47.24
CHEK,2025-08-29,64.72,CHEK_trades_2025_08_29.parquet,CHEK_2025-08-29_64.72
CHEK,2025-09-15,319.63,CHEK_trades_2025_09_15.parquet,CHEK_2025-09-15_319.63
CHEK,2025-09-16,35.85,CHEK_trades_2025_09_16.parquet,CHEK_2025-09-16_35.85
CHGG,2025-06-06,48.76,CHGG_trades_2025_06_06.parquet,CHGG_2025-06-06_48.76
CHNR,2025-06-11,60.36,CHNR_trades_2025_06_11.parquet,CHNR_2025-06-11_60.36
CHNR,2025-09-25,46.93,CHNR_trades_2025_09_25.parquet,CHNR_2025-09-25_46.93
CHNR,2025-10-13,64.75,CHNR_trades_2025_10_13.parquet,CHNR_2025-10-13_64.75
CHR,2025-09-09,56.57,CHR_trades_2025_09_09.parquet,CHR_2025-09-09_56.57
CHSN,2025-04-07,151.14,CHSN_trades_2025_04_07.parquet,CHSN_2025-04-07_151.14
CHSN,2025-05-12,108.53,CHSN_trades_2025_05_12.parquet,CHSN_2025-05-12_108.53
CHSN,2025-06-11,36.85,CHSN_trades_2025_06_11.parquet,CHSN_2025-06-11_36.85
CHSN,2025-08-04,31.70,CHSN_trades_2025_08_04.parquet,CHSN_2025-08-04_31.70
CHSN,2025-09-02,50.88,CHSN_trades_2025_09_02.parquet,CHSN_2025-09-02_50.88
CHSN,2025-09-09,73.97,CHSN_trades_2025_09_09.parquet,CHSN_2025-09-09_73.97
CIFR,2025-01-31,33.83,CIFR_trades_2025_01_31.parquet,CIFR_2025-01-31_33.83
CIFRW,2025-01-31,64.71,CIFRW_trades_2025_01_31.parquet,CIFRW_2025-01-31_64.71
CIFRW,2025-02-28,42.53,CIFRW_trades_2025_02_28.parquet,CIFRW_2025-02-28_42.53
CIFRW,2025-07-02,31.48,CIFRW_trades_2025_07_02.parquet,CIFRW_2025-07-02_31.48
CIFRW,2025-07-03,30.43,CIFRW_trades_2025_07_03.parquet,CIFRW_2025-07-03_30.43
CIFRW,2025-08-18,47.33,CIFRW_trades_2025_08_18.parquet,CIFRW_2025-08-18_47.33
CIFRW,2025-09-02,33.52,CIFRW_trades_2025_09_02.parquet,CIFRW_2025-09-02_33.52
CIFRW,2025-09-09,52.31,CIFRW_trades_2025_09_09.parquet,CIFRW_2025-09-09_52.31
CIFRW,2025-10-13,46.23,CIFRW_trades_2025_10_13.parquet,CIFRW_2025-10-13_46.23
CIGL,2025-05-07,65.23,CIGL_trades_2025_05_07.parquet,CIGL_2025-05-07_65.23
CIGL,2025-06-23,33.49,CIGL_trades_2025_06_23.parquet,CIGL_2025-06-23_33.49
CIGL,2025-06-30,180.15,CIGL_trades_2025_06_30.parquet,CIGL_2025-06-30_180.15
CIGL,2025-07-02,61.94,CIGL_trades_2025_07_02.parquet,CIGL_2025-07-02_61.94
CIGL,2025-07-09,36.93,CIGL_trades_2025_07_09.parquet,CIGL_2025-07-09_36.93
CIGL,2025-09-04,222.45,CIGL_trades_2025_09_04.parquet,CIGL_2025-09-04_222.45
CIGL,2025-09-05,56.01,CIGL_trades_2025_09_05.parquet,CIGL_2025-09-05_56.01
CIGL,2025-09-08,76.89,CIGL_trades_2025_09_08.parquet,CIGL_2025-09-08_76.89
CIGL,2025-09-29,50.20,CIGL_trades_2025_09_29.parquet,CIGL_2025-09-29_50.20
CIGL,2025-10-02,112.06,CIGL_trades_2025_10_02.parquet,CIGL_2025-10-02_112.06
CIIT,2025-02-12,100.00,CIIT_trades_2025_02_12.parquet,CIIT_2025-02-12_100.00
CIIT,2025-03-04,94.17,CIIT_trades_2025_03_04.parquet,CIIT_2025-03-04_94.17
CIIT,2025-03-21,76.21,CIIT_trades_2025_03_21.parquet,CIIT_2025-03-21_76.21
CIIT,2025-07-09,34.47,CIIT_trades_2025_07_09.parquet,CIIT_2025-07-09_34.47
CIIT,2025-09-12,70.00,CIIT_trades_2025_09_12.parquet,CIIT_2025-09-12_70.00
CIIT,2025-10-17,75.86,CIIT_trades_2025_10_17.parquet,CIIT_2025-10-17_75.86
CIIT,2025-10-24,40.65,CIIT_trades_2025_10_24.parquet,CIIT_2025-10-24_40.65
CIOpA,2025-07-24,30.19,CIOpA_trades_2025_07_24.parquet,CIOpA_2025-07-24_30.19
CISO,2025-02-14,30.28,CISO_trades_2025_02_14.parquet,CISO_2025-02-14_30.28
CISO,2025-05-06,81.03,CISO_trades_2025_05_06.parquet,CISO_2025-05-06_81.03
CISO,2025-05-08,33.64,CISO_trades_2025_05_08.parquet,CISO_2025-05-08_33.64
CISO,2025-05-12,50.50,CISO_trades_2025_05_12.parquet,CISO_2025-05-12_50.50
CISO,2025-06-02,33.32,CISO_trades_2025_06_02.parquet,CISO_2025-06-02_33.32
CISS,2025-10-07,168.77,CISS_trades_2025_10_07.parquet,CISS_2025-10-07_168.77
CJET,2025-01-21,70.37,CJET_trades_2025_01_21.parquet,CJET_2025-01-21_70.37
CJET,2025-03-18,45.22,CJET_trades_2025_03_18.parquet,CJET_2025-03-18_45.22
CJET,2025-09-19,236.43,CJET_trades_2025_09_19.parquet,CJET_2025-09-19_236.43
CJET,2025-09-24,39.41,CJET_trades_2025_09_24.parquet,CJET_2025-09-24_39.41
CJET,2025-09-26,32.03,CJET_trades_2025_09_26.parquet,CJET_2025-09-26_32.03
CJET,2025-10-01,213.39,CJET_trades_2025_10_01.parquet,CJET_2025-10-01_213.39
CJET,2025-10-24,36.01,CJET_trades_2025_10_24.parquet,CJET_2025-10-24_36.01
CJMB,2025-02-06,89.27,CJMB_trades_2025_02_06.parquet,CJMB_2025-02-06_89.27
CLB,2025-10-23,32.73,CLB_trades_2025_10_23.parquet,CLB_2025-10-23_32.73
CLGN,2025-05-28,81.35,CLGN_trades_2025_05_28.parquet,CLGN_2025-05-28_81.35
CLGN,2025-05-29,46.47,CLGN_trades_2025_05_29.parquet,CLGN_2025-05-29_46.47
CLGN,2025-08-21,30.15,CLGN_trades_2025_08_21.parquet,CLGN_2025-08-21_30.15
CLIK,2025-02-24,35.07,CLIK_trades_2025_02_24.parquet,CLIK_2025-02-24_35.07
CLIK,2025-03-17,38.89,CLIK_trades_2025_03_17.parquet,CLIK_2025-03-17_38.89
CLIK,2025-03-20,32.34,CLIK_trades_2025_03_20.parquet,CLIK_2025-03-20_32.34
CLIK,2025-03-21,43.90,CLIK_trades_2025_03_21.parquet,CLIK_2025-03-21_43.90
CLIK,2025-04-22,30.56,CLIK_trades_2025_04_22.parquet,CLIK_2025-04-22_30.56
CLIK,2025-05-02,82.15,CLIK_trades_2025_05_02.parquet,CLIK_2025-05-02_82.15
CLIK,2025-05-15,307.14,CLIK_trades_2025_05_15.parquet,CLIK_2025-05-15_307.14
CLIK,2025-05-19,42.05,CLIK_trades_2025_05_19.parquet,CLIK_2025-05-19_42.05
CLIK,2025-05-20,42.31,CLIK_trades_2025_05_20.parquet,CLIK_2025-05-20_42.31
CLIK,2025-09-30,62.71,CLIK_trades_2025_09_30.parquet,CLIK_2025-09-30_62.71
CLIK,2025-10-13,50.66,CLIK_trades_2025_10_13.parquet,CLIK_2025-10-13_50.66
CLIK,2025-10-27,90.02,CLIK_trades_2025_10_27.parquet,CLIK_2025-10-27_90.02
CLIR,2025-10-06,30.52,CLIR_trades_2025_10_06.parquet,CLIR_2025-10-06_30.52
CLLS,2025-01-06,33.13,CLLS_trades_2025_01_06.parquet,CLLS_2025-01-06_33.13
CLLS,2025-07-14,43.40,CLLS_trades_2025_07_14.parquet,CLLS_2025-07-14_43.40
CLLS,2025-07-25,33.00,CLLS_trades_2025_07_25.parquet,CLLS_2025-07-25_33.00
CLLS,2025-10-16,33.32,CLLS_trades_2025_10_16.parquet,CLLS_2025-10-16_33.32
CLNN,2025-06-02,55.17,CLNN_trades_2025_06_02.parquet,CLNN_2025-06-02_55.17
CLNN,2025-10-03,32.08,CLNN_trades_2025_10_03.parquet,CLNN_2025-10-03_32.08
CLPS,2025-10-16,57.31,CLPS_trades_2025_10_16.parquet,CLPS_2025-10-16_57.31
CLPT,2025-09-24,72.20,CLPT_trades_2025_09_24.parquet,CLPT_2025-09-24_72.20
CLRB,2025-06-04,147.29,CLRB_trades_2025_06_04.parquet,CLRB_2025-06-04_147.29
CLRO,2025-03-03,61.64,CLRO_trades_2025_03_03.parquet,CLRO_2025-03-03_61.64
CLRO,2025-06-20,41.65,CLRO_trades_2025_06_20.parquet,CLRO_2025-06-20_41.65
CLRO,2025-07-01,168.17,CLRO_trades_2025_07_01.parquet,CLRO_2025-07-01_168.17
CLRO,2025-09-30,30.86,CLRO_trades_2025_09_30.parquet,CLRO_2025-09-30_30.86
CLSD,2025-07-23,76.52,CLSD_trades_2025_07_23.parquet,CLSD_2025-07-23_76.52
CMBM,2025-01-06,37.09,CMBM_trades_2025_01_06.parquet,CMBM_2025-01-06_37.09
CMBM,2025-07-18,48.15,CMBM_trades_2025_07_18.parquet,CMBM_2025-07-18_48.15
CMBM,2025-07-21,42.16,CMBM_trades_2025_07_21.parquet,CMBM_2025-07-21_42.16
CMBM,2025-10-29,576.38,CMBM_trades_2025_10_29.parquet,CMBM_2025-10-29_576.38
CMBM,2025-10-30,130.51,CMBM_trades_2025_10_30.parquet,CMBM_2025-10-30_130.51
CMCT,2025-08-07,46.13,CMCT_trades_2025_08_07.parquet,CMCT_2025-08-07_46.13
CMND,2025-07-03,45.07,CMND_trades_2025_07_03.parquet,CMND_2025-07-03_45.07
CMND,2025-09-19,31.00,CMND_trades_2025_09_19.parquet,CMND_2025-09-19_31.00
CMPOW,2025-08-08,46.84,CMPOW_trades_2025_08_08.parquet,CMPOW_2025-08-08_46.84
CMPX,2025-01-08,87.41,CMPX_trades_2025_01_08.parquet,CMPX_2025-01-08_87.41
CNCK,2025-05-22,33.61,CNCK_trades_2025_05_22.parquet,CNCK_2025-05-22_33.61
CNCKW,2025-01-16,30.59,CNCKW_trades_2025_01_16.parquet,CNCKW_2025-01-16_30.59
CNCKW,2025-02-26,56.84,CNCKW_trades_2025_02_26.parquet,CNCKW_2025-02-26_56.84
CNCKW,2025-04-22,53.33,CNCKW_trades_2025_04_22.parquet,CNCKW_2025-04-22_53.33
CNCKW,2025-05-09,31.16,CNCKW_trades_2025_05_09.parquet,CNCKW_2025-05-09_31.16
CNCKW,2025-05-16,41.41,CNCKW_trades_2025_05_16.parquet,CNCKW_2025-05-16_41.41
CNCKW,2025-07-02,43.68,CNCKW_trades_2025_07_02.parquet,CNCKW_2025-07-02_43.68
CNCKW,2025-08-01,42.23,CNCKW_trades_2025_08_01.parquet,CNCKW_2025-08-01_42.23
CNCKW,2025-08-06,39.61,CNCKW_trades_2025_08_06.parquet,CNCKW_2025-08-06_39.61
CNCKW,2025-08-07,58.70,CNCKW_trades_2025_08_07.parquet,CNCKW_2025-08-07_58.70
CNCKW,2025-08-08,44.74,CNCKW_trades_2025_08_08.parquet,CNCKW_2025-08-08_44.74
CNET,2025-06-11,41.50,CNET_trades_2025_06_11.parquet,CNET_2025-06-11_41.50
CNET,2025-09-12,66.47,CNET_trades_2025_09_12.parquet,CNET_2025-09-12_66.47
CNEY,2025-01-07,35.42,CNEY_trades_2025_01_07.parquet,CNEY_2025-01-07_35.42
CNEY,2025-02-24,67.62,CNEY_trades_2025_02_24.parquet,CNEY_2025-02-24_67.62
CNEY,2025-04-24,59.32,CNEY_trades_2025_04_24.parquet,CNEY_2025-04-24_59.32
CNEY,2025-05-02,50.21,CNEY_trades_2025_05_02.parquet,CNEY_2025-05-02_50.21
CNEY,2025-05-07,62.53,CNEY_trades_2025_05_07.parquet,CNEY_2025-05-07_62.53
CNEY,2025-05-12,52.62,CNEY_trades_2025_05_12.parquet,CNEY_2025-05-12_52.62
CNF,2025-04-30,50.47,CNF_trades_2025_04_30.parquet,CNF_2025-04-30_50.47
CNF,2025-09-05,160.42,CNF_trades_2025_09_05.parquet,CNF_2025-09-05_160.42
CNSP,2025-01-06,32.28,CNSP_trades_2025_01_06.parquet,CNSP_2025-01-06_32.28
CNSP,2025-02-14,76.25,CNSP_trades_2025_02_14.parquet,CNSP_2025-02-14_76.25
CNSP,2025-05-13,139.66,CNSP_trades_2025_05_13.parquet,CNSP_2025-05-13_139.66
CNSP,2025-08-20,35.30,CNSP_trades_2025_08_20.parquet,CNSP_2025-08-20_35.30
CNTB,2025-04-15,53.63,CNTB_trades_2025_04_15.parquet,CNTB_2025-04-15_53.63
CNTB,2025-07-11,35.65,CNTB_trades_2025_07_11.parquet,CNTB_2025-07-11_35.65
CNTB,2025-07-22,43.00,CNTB_trades_2025_07_22.parquet,CNTB_2025-07-22_43.00
CNXC,2025-03-27,44.48,CNXC_trades_2025_03_27.parquet,CNXC_2025-03-27_44.48
COCH,2025-10-07,134.26,COCH_trades_2025_10_07.parquet,COCH_2025-10-07_134.26
COCP,2025-09-12,85.42,COCP_trades_2025_09_12.parquet,COCP_2025-09-12_85.42
CODX,2025-01-06,37.18,CODX_trades_2025_01_06.parquet,CODX_2025-01-06_37.18
CODX,2025-10-27,341.97,CODX_trades_2025_10_27.parquet,CODX_2025-10-27_341.97
COEP,2025-01-06,43.88,COEP_trades_2025_01_06.parquet,COEP_2025-01-06_43.88
COGT,2025-07-07,34.96,COGT_trades_2025_07_07.parquet,COGT_2025-07-07_34.96
COIG,2025-04-09,34.82,COIG_trades_2025_04_09.parquet,COIG_2025-04-09_34.82
COIG,2025-05-13,50.65,COIG_trades_2025_05_13.parquet,COIG_2025-05-13_50.65
COIG,2025-06-18,35.86,COIG_trades_2025_06_18.parquet,COIG_2025-06-18_35.86
COMM,2025-08-04,94.48,COMM_trades_2025_08_04.parquet,COMM_2025-08-04_94.48
CONI,2025-08-01,35.68,CONI_trades_2025_08_01.parquet,CONI_2025-08-01_35.68
CONL,2025-04-09,42.31,CONL_trades_2025_04_09.parquet,CONL_2025-04-09_42.31
CONL,2025-05-13,51.27,CONL_trades_2025_05_13.parquet,CONL_2025-05-13_51.27
CONL,2025-06-18,35.49,CONL_trades_2025_06_18.parquet,CONL_2025-06-18_35.49
COOK,2025-06-09,50.34,COOK_trades_2025_06_09.parquet,COOK_2025-06-09_50.34
COOT,2025-10-14,78.79,COOT_trades_2025_10_14.parquet,COOT_2025-10-14_78.79
COOT,2025-10-15,366.32,COOT_trades_2025_10_15.parquet,COOT_2025-10-15_366.32
CORT,2025-03-31,114.77,CORT_trades_2025_03_31.parquet,CORT_2025-03-31_114.77
CORZ,2025-06-26,37.32,CORZ_trades_2025_06_26.parquet,CORZ_2025-06-26_37.32
CORZW,2025-02-27,32.00,CORZW_trades_2025_02_27.parquet,CORZW_2025-02-27_32.00
CORZW,2025-04-09,34.36,CORZW_trades_2025_04_09.parquet,CORZW_2025-04-09_34.36
CORZW,2025-06-26,63.33,CORZW_trades_2025_06_26.parquet,CORZW_2025-06-26_63.33
CORZZ,2025-06-26,37.54,CORZZ_trades_2025_06_26.parquet,CORZZ_2025-06-26_37.54
COSM,2025-08-06,45.79,COSM_trades_2025_08_06.parquet,COSM_2025-08-06_45.79
COUR,2025-07-25,37.56,COUR_trades_2025_07_25.parquet,COUR_2025-07-25_37.56
CPIX,2025-01-14,68.67,CPIX_trades_2025_01_14.parquet,CPIX_2025-01-14_68.67
CPIX,2025-02-04,77.93,CPIX_trades_2025_02_04.parquet,CPIX_2025-02-04_77.93
CPIX,2025-02-05,71.01,CPIX_trades_2025_02_05.parquet,CPIX_2025-02-05_71.01
CPIX,2025-02-19,49.17,CPIX_trades_2025_02_19.parquet,CPIX_2025-02-19_49.17
CPIX,2025-06-30,35.38,CPIX_trades_2025_06_30.parquet,CPIX_2025-06-30_35.38
CPOP,2025-01-06,32.79,CPOP_trades_2025_01_06.parquet,CPOP_2025-01-06_32.79
CPOP,2025-07-31,177.98,CPOP_trades_2025_07_31.parquet,CPOP_2025-07-31_177.98
CPOP,2025-08-06,104.13,CPOP_trades_2025_08_06.parquet,CPOP_2025-08-06_104.13
CPOP,2025-08-20,40.21,CPOP_trades_2025_08_20.parquet,CPOP_2025-08-20_40.21
CPOP,2025-09-10,47.91,CPOP_trades_2025_09_10.parquet,CPOP_2025-09-10_47.91
CPOP,2025-09-25,85.77,CPOP_trades_2025_09_25.parquet,CPOP_2025-09-25_85.77
CPRI,2025-04-09,33.41,CPRI_trades_2025_04_09.parquet,CPRI_2025-04-09_33.41
CPS,2025-05-02,45.86,CPS_trades_2025_05_02.parquet,CPS_2025-05-02_45.86
CRCG,2025-08-12,35.16,CRCG_trades_2025_08_12.parquet,CRCG_2025-08-12_35.16
CRCG,2025-09-11,39.53,CRCG_trades_2025_09_11.parquet,CRCG_2025-09-11_39.53
CRCG,2025-10-02,35.12,CRCG_trades_2025_10_02.parquet,CRCG_2025-10-02_35.12
CRCL,2025-06-06,48.40,CRCL_trades_2025_06_06.parquet,CRCL_2025-06-06_48.40
CRCL,2025-06-18,34.70,CRCL_trades_2025_06_18.parquet,CRCL_2025-06-18_34.70
CRE,2025-07-24,93.52,CRE_trades_2025_07_24.parquet,CRE_2025-07-24_93.52
CRE,2025-09-22,52.47,CRE_trades_2025_09_22.parquet,CRE_2025-09-22_52.47
CRE,2025-09-30,62.67,CRE_trades_2025_09_30.parquet,CRE_2025-09-30_62.67
CREG,2025-05-13,32.84,CREG_trades_2025_05_13.parquet,CREG_2025-05-13_32.84
CREG,2025-06-16,154.33,CREG_trades_2025_06_16.parquet,CREG_2025-06-16_154.33
CREG,2025-08-07,68.39,CREG_trades_2025_08_07.parquet,CREG_2025-08-07_68.39
CREG,2025-10-01,35.25,CREG_trades_2025_10_01.parquet,CREG_2025-10-01_35.25
CRESW,2025-10-27,52.06,CRESW_trades_2025_10_27.parquet,CRESW_2025-10-27_52.06
CRESY,2025-10-27,44.29,CRESY_trades_2025_10_27.parquet,CRESY_2025-10-27_44.29
CREV,2025-01-24,122.28,CREV_trades_2025_01_24.parquet,CREV_2025-01-24_122.28
CREV,2025-05-02,42.00,CREV_trades_2025_05_02.parquet,CREV_2025-05-02_42.00
CREV,2025-06-24,57.78,CREV_trades_2025_06_24.parquet,CREV_2025-06-24_57.78
CREV,2025-06-25,35.43,CREV_trades_2025_06_25.parquet,CREV_2025-06-25_35.43
CREV,2025-07-07,62.60,CREV_trades_2025_07_07.parquet,CREV_2025-07-07_62.60
CREV,2025-07-25,59.42,CREV_trades_2025_07_25.parquet,CREV_2025-07-25_59.42
CREV,2025-07-28,87.37,CREV_trades_2025_07_28.parquet,CREV_2025-07-28_87.37
CREV,2025-10-17,51.41,CREV_trades_2025_10_17.parquet,CREV_2025-10-17_51.41
CREV,2025-10-28,31.45,CREV_trades_2025_10_28.parquet,CREV_2025-10-28_31.45
CRGO,2025-04-09,31.87,CRGO_trades_2025_04_09.parquet,CRGO_2025-04-09_31.87
CRMD,2025-01-07,37.33,CRMD_trades_2025_01_07.parquet,CRMD_2025-01-07_37.33
CRML,2025-01-10,30.60,CRML_trades_2025_01_10.parquet,CRML_2025-01-10_30.60
CRML,2025-03-04,37.13,CRML_trades_2025_03_04.parquet,CRML_2025-03-04_37.13
CRML,2025-04-11,45.13,CRML_trades_2025_04_11.parquet,CRML_2025-04-11_45.13
CRML,2025-04-14,30.16,CRML_trades_2025_04_14.parquet,CRML_2025-04-14_30.16
CRML,2025-06-13,32.30,CRML_trades_2025_06_13.parquet,CRML_2025-06-13_32.30
CRML,2025-06-16,76.35,CRML_trades_2025_06_16.parquet,CRML_2025-06-16_76.35
CRML,2025-06-26,38.99,CRML_trades_2025_06_26.parquet,CRML_2025-06-26_38.99
CRML,2025-07-15,38.93,CRML_trades_2025_07_15.parquet,CRML_2025-07-15_38.93
CRML,2025-10-06,109.02,CRML_trades_2025_10_06.parquet,CRML_2025-10-06_109.02
CRML,2025-10-09,34.77,CRML_trades_2025_10_09.parquet,CRML_2025-10-09_34.77
CRML,2025-10-10,30.86,CRML_trades_2025_10_10.parquet,CRML_2025-10-10_30.86
CRML,2025-10-13,58.01,CRML_trades_2025_10_13.parquet,CRML_2025-10-13_58.01
CRML,2025-10-14,38.10,CRML_trades_2025_10_14.parquet,CRML_2025-10-14_38.10
CRMLW,2025-07-16,40.10,CRMLW_trades_2025_07_16.parquet,CRMLW_2025-07-16_40.10
CRMLW,2025-07-17,52.39,CRMLW_trades_2025_07_17.parquet,CRMLW_2025-07-17_52.39
CRMLW,2025-07-18,48.50,CRMLW_trades_2025_07_18.parquet,CRMLW_2025-07-18_48.50
CRMLW,2025-08-26,40.53,CRMLW_trades_2025_08_26.parquet,CRMLW_2025-08-26_40.53
CRMLW,2025-10-06,172.98,CRMLW_trades_2025_10_06.parquet,CRMLW_2025-10-06_172.98
CRMLW,2025-10-08,47.63,CRMLW_trades_2025_10_08.parquet,CRMLW_2025-10-08_47.63
CRMLW,2025-10-09,46.32,CRMLW_trades_2025_10_09.parquet,CRMLW_2025-10-09_46.32
CRMLW,2025-10-10,38.30,CRMLW_trades_2025_10_10.parquet,CRMLW_2025-10-10_38.30
CRMLW,2025-10-13,80.53,CRMLW_trades_2025_10_13.parquet,CRMLW_2025-10-13_80.53
CRMLW,2025-10-14,68.34,CRMLW_trades_2025_10_14.parquet,CRMLW_2025-10-14_68.34
CRMLW,2025-10-24,41.64,CRMLW_trades_2025_10_24.parquet,CRMLW_2025-10-24_41.64
CRNC,2025-01-03,150.82,CRNC_trades_2025_01_03.parquet,CRNC_2025-01-03_150.82
CRNC,2025-01-06,42.27,CRNC_trades_2025_01_06.parquet,CRNC_2025-01-06_42.27
CRNX,2025-09-26,30.79,CRNX_trades_2025_09_26.parquet,CRNX_2025-09-26_30.79
CRVO,2025-03-12,189.83,CRVO_trades_2025_03_12.parquet,CRVO_2025-03-12_189.83
CRVO,2025-03-17,47.67,CRVO_trades_2025_03_17.parquet,CRVO_2025-03-17_47.67
CRVO,2025-03-20,30.95,CRVO_trades_2025_03_20.parquet,CRVO_2025-03-20_30.95
CRVO,2025-03-21,46.54,CRVO_trades_2025_03_21.parquet,CRVO_2025-03-21_46.54
CRVO,2025-03-27,39.04,CRVO_trades_2025_03_27.parquet,CRVO_2025-03-27_39.04
CRVO,2025-04-02,40.28,CRVO_trades_2025_04_02.parquet,CRVO_2025-04-02_40.28
CRVO,2025-07-28,46.21,CRVO_trades_2025_07_28.parquet,CRVO_2025-07-28_46.21
CRVS,2025-05-09,34.03,CRVS_trades_2025_05_09.parquet,CRVS_2025-05-09_34.03
CRWG,2025-09-10,48.96,CRWG_trades_2025_09_10.parquet,CRWG_2025-09-10_48.96
CRWG,2025-09-30,32.69,CRWG_trades_2025_09_30.parquet,CRWG_2025-09-30_32.69
CRWL,2025-04-09,34.81,CRWL_trades_2025_04_09.parquet,CRWL_2025-04-09_34.81
CRWV,2025-04-01,43.66,CRWV_trades_2025_04_01.parquet,CRWV_2025-04-01_43.66
CSAI,2025-02-10,176.44,CSAI_trades_2025_02_10.parquet,CSAI_2025-02-10_176.44
CSAI,2025-02-11,31.52,CSAI_trades_2025_02_11.parquet,CSAI_2025-02-11_31.52
CSAI,2025-02-12,53.19,CSAI_trades_2025_02_12.parquet,CSAI_2025-02-12_53.19
CSAI,2025-02-13,197.39,CSAI_trades_2025_02_13.parquet,CSAI_2025-02-13_197.39
CSAI,2025-02-18,35.07,CSAI_trades_2025_02_18.parquet,CSAI_2025-02-18_35.07
CSAI,2025-03-19,54.40,CSAI_trades_2025_03_19.parquet,CSAI_2025-03-19_54.40
CSAI,2025-04-01,158.11,CSAI_trades_2025_04_01.parquet,CSAI_2025-04-01_158.11
CSAI,2025-10-15,41.54,CSAI_trades_2025_10_15.parquet,CSAI_2025-10-15_41.54
CSBR,2025-06-12,36.84,CSBR_trades_2025_06_12.parquet,CSBR_2025-06-12_36.84
CSTL,2025-08-05,39.25,CSTL_trades_2025_08_05.parquet,CSTL_2025-08-05_39.25
CTEV,2025-05-29,37.51,CTEV_trades_2025_05_29.parquet,CTEV_2025-05-29_37.51
CTEV,2025-08-06,31.65,CTEV_trades_2025_08_06.parquet,CTEV_2025-08-06_31.65
CTMX,2025-05-12,134.81,CTMX_trades_2025_05_12.parquet,CTMX_2025-05-12_134.81
CTNM,2025-06-20,33.42,CTNM_trades_2025_06_20.parquet,CTNM_2025-06-20_33.42
CTNM,2025-07-21,31.72,CTNM_trades_2025_07_21.parquet,CTNM_2025-07-21_31.72
CTNT,2025-06-05,62.68,CTNT_trades_2025_06_05.parquet,CTNT_2025-06-05_62.68
CTOR,2025-03-31,75.94,CTOR_trades_2025_03_31.parquet,CTOR_2025-03-31_75.94
CTOR,2025-06-20,121.29,CTOR_trades_2025_06_20.parquet,CTOR_2025-06-20_121.29
CTOR,2025-06-24,30.40,CTOR_trades_2025_06_24.parquet,CTOR_2025-06-24_30.40
CTOR,2025-06-27,76.86,CTOR_trades_2025_06_27.parquet,CTOR_2025-06-27_76.86
CTOR,2025-07-23,72.12,CTOR_trades_2025_07_23.parquet,CTOR_2025-07-23_72.12
CTOR,2025-10-16,30.81,CTOR_trades_2025_10_16.parquet,CTOR_2025-10-16_30.81
CTOS,2025-03-05,36.32,CTOS_trades_2025_03_05.parquet,CTOS_2025-03-05_36.32
CTXR,2025-03-28,32.31,CTXR_trades_2025_03_28.parquet,CTXR_2025-03-28_32.31
CTXR,2025-03-31,47.10,CTXR_trades_2025_03_31.parquet,CTXR_2025-03-31_47.10
CTXR,2025-06-09,179.67,CTXR_trades_2025_06_09.parquet,CTXR_2025-06-09_179.67
CTXR,2025-06-20,35.88,CTXR_trades_2025_06_20.parquet,CTXR_2025-06-20_35.88
CTXR,2025-06-27,34.59,CTXR_trades_2025_06_27.parquet,CTXR_2025-06-27_34.59
CTXR,2025-10-16,39.57,CTXR_trades_2025_10_16.parquet,CTXR_2025-10-16_39.57
CTXR,2025-10-20,51.03,CTXR_trades_2025_10_20.parquet,CTXR_2025-10-20_51.03
CUE,2025-01-03,41.28,CUE_trades_2025_01_03.parquet,CUE_2025-01-03_41.28
CUE,2025-07-16,47.14,CUE_trades_2025_07_16.parquet,CUE_2025-07-16_47.14
CUPR,2025-05-02,34.87,CUPR_trades_2025_05_02.parquet,CUPR_2025-05-02_34.87
CUPR,2025-06-09,34.75,CUPR_trades_2025_06_09.parquet,CUPR_2025-06-09_34.75
CUPR,2025-08-21,65.50,CUPR_trades_2025_08_21.parquet,CUPR_2025-08-21_65.50
CUPR,2025-09-10,249.00,CUPR_trades_2025_09_10.parquet,CUPR_2025-09-10_249.00
CUPR,2025-10-27,41.45,CUPR_trades_2025_10_27.parquet,CUPR_2025-10-27_41.45
CURI,2025-03-12,32.23,CURI_trades_2025_03_12.parquet,CURI_2025-03-12_32.23
CURI,2025-05-07,60.61,CURI_trades_2025_05_07.parquet,CURI_2025-05-07_60.61
CURR,2025-01-08,409.35,CURR_trades_2025_01_08.parquet,CURR_2025-01-08_409.35
CURR,2025-02-19,62.94,CURR_trades_2025_02_19.parquet,CURR_2025-02-19_62.94
