dest_dir,path,schema_fingerprint,schema_ok,timestamp_col_used,n_trades,unit_guess,unit_ok,pct_whole_second,granularity_ok,rows_ok,min_ts,max_ts,error,PASS
ALUR_2025-01-14_41.41,data/filtered/ALUR_2025-01-14_41.41/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,3739,ns,True,0.0005349023803155924,True,True,1736846272283000000,1736902710226000000,,True
ALUR_2025-01-24_354.32,data/filtered/ALUR_2025-01-24_354.32/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,802487,ns,True,0.001257341240418848,True,True,1737709200019000000,1737766788274000000,,True
ALUR_2025-03-21_83.33,data/filtered/ALUR_2025-03-21_83.33/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,458241,ns,True,0.0009274595682184702,True,True,1742544000022000000,1742601598978000000,,True
ALUR_2025-05-14_44.92,data/filtered/ALUR_2025-05-14_44.92/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,40370,ns,True,0.0006192717364379489,True,True,1747209600022000000,1747267182813000000,,True
ALVOW_2025-01-08_51.67,data/filtered/ALVOW_2025-01-08_51.67/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,293,ns,True,0.0,True,True,1736350312933000000,1736370000403000000,,True
ALVOW_2025-03-11_44.54,data/filtered/ALVOW_2025-03-11_44.54/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,28,ns,True,0.0,True,True,1741699794138000000,1741723200058000000,,True
ALVOW_2025-03-13_72.02,data/filtered/ALVOW_2025-03-13_72.02/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,236,ns,True,0.0,True,True,1741872600037000000,1741896000355000000,,True
ALVOW_2025-03-21_48.72,data/filtered/ALVOW_2025-03-21_48.72/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,116,ns,True,0.0,True,True,1742563411047000000,1742587200578000000,,True
ALVOW_2025-04-09_41.12,data/filtered/ALVOW_2025-04-09_41.12/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,56,ns,True,0.017857142857142856,True,True,1744205618547000000,1744230098917000000,,True
ALVOW_2025-05-08_33.33,data/filtered/ALVOW_2025-05-08_33.33/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,166,ns,True,0.0,True,True,1746703931319000000,1746734400404000000,,True
ALVOW_2025-06-02_37.33,data/filtered/ALVOW_2025-06-02_37.33/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,496,ns,True,0.0020161290322580645,True,True,1748873166503000000,1748894400701000000,,True
ALVOW_2025-07-24_48.92,data/filtered/ALVOW_2025-07-24_48.92/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,173,ns,True,0.0,True,True,1753368811209000000,1753387200290000000,,True
ALVOW_2025-07-25_37.44,data/filtered/ALVOW_2025-07-25_37.44/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,142,ns,True,0.0,True,True,1753450201289000000,1753473600070000000,,True
ALVOW_2025-08-12_35.34,data/filtered/ALVOW_2025-08-12_35.34/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,139,ns,True,0.0,True,True,1755015634751000000,1755028800386000000,,True
ALVOW_2025-08-18_34.78,data/filtered/ALVOW_2025-08-18_34.78/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,111,ns,True,0.0,True,True,1755525032952000000,1755547200107000000,,True
ALVOW_2025-09-23_40.42,data/filtered/ALVOW_2025-09-23_40.42/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,78,ns,True,0.0,True,True,1758634282670000000,1758657600078000000,,True
ALVOW_2025-09-30_75.00,data/filtered/ALVOW_2025-09-30_75.00/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,189,ns,True,0.0,True,True,1759237993716000000,1759262400086000000,,True
ALVOW_2025-10-22_42.01,data/filtered/ALVOW_2025-10-22_42.01/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,86,ns,True,0.0,True,True,1761141039610000000,1761163200407000000,,True
ALVOW_2025-10-23_64.84,data/filtered/ALVOW_2025-10-23_64.84/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,104,ns,True,0.0,True,True,1761226201664000000,1761249600324000000,,True
ALVOW_2025-10-30_62.91,data/filtered/ALVOW_2025-10-30_62.91/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,285,ns,True,0.0,True,True,1761829999976000000,1761854400373000000,,True
ALXO_2025-03-06_44.23,data/filtered/ALXO_2025-03-06_44.23/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,39830,ns,True,0.0006527742907356264,True,True,1741251663391000000,1741309197102000000,,True
ALXO_2025-08-18_61.42,data/filtered/ALXO_2025-08-18_61.42/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,25135,ns,True,0.0011139844837875473,True,True,1755509296666000000,1755561598714000000,,True
ALZN_2025-03-17_32.52,data/filtered/ALZN_2025-03-17_32.52/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,1832,ns,True,0.0,True,True,1742198817307000000,1742255959685000000,,True
ALZN_2025-05-29_147.59,data/filtered/ALZN_2025-05-29_147.59/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,642450,ns,True,0.0010584481282590085,True,True,1748509210454000000,1748563196018000000,,True
AMBA_2025-08-29_32.30,data/filtered/AMBA_2025-08-29_32.30/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,85696,ns,True,0.0008751867064973861,True,True,1756454400036000000,1756511999739000000,,True
AMBQ_2025-07-31_34.34,data/filtered/AMBQ_2025-07-31_34.34/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,46393,ns,True,0.0007759791347832647,True,True,1753948800084000000,1754006393869000000,,True
AMCX_2025-08-08_36.33,data/filtered/AMCX_2025-08-08_36.33/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,24996,ns,True,0.0014402304368698992,True,True,1754645973824000000,1754697500000000000,,True
AMD_2025-10-06_37.67,data/filtered/AMD_2025-10-06_37.67/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,3011654,ns,True,0.0011913719172255513,True,True,1759737600025000000,1759795199473000000,,True
AMDG_2025-04-09_49.26,data/filtered/AMDG_2025-04-09_49.26/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,319,ns,True,0.003134796238244514,True,True,1744191801426000000,1744243075122000000,,True
AMDG_2025-10-06_75.05,data/filtered/AMDG_2025-10-06_75.05/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,16528,ns,True,0.000968054211035818,True,True,1759737645475000000,1759795153473000000,,True
AMDL_2025-04-09_50.34,data/filtered/AMDL_2025-04-09_50.34/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,26670,ns,True,0.0008623922009748781,True,True,1744185600048000000,1744243174054000000,,True
AMDL_2025-10-06_75.14,data/filtered/AMDL_2025-10-06_75.14/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,420684,ns,True,0.0010340302935219784,True,True,1759737600036000000,1759795194764000000,,True
AMDU_2025-10-06_69.71,data/filtered/AMDU_2025-10-06_69.71/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,732,ns,True,0.001366120218579235,True,True,1759748436276000000,1759794159539000000,,True
AMIX_2025-06-27_94.40,data/filtered/AMIX_2025-06-27_94.40/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,141475,ns,True,0.0007704541438416681,True,True,1751018754074000000,1751068794009000000,,True
AMIX_2025-07-21_67.08,data/filtered/AMIX_2025-07-21_67.08/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,92566,ns,True,0.0004753365166475812,True,True,1753087949171000000,1753142386854000000,,True
AMLX_2025-06-24_33.47,data/filtered/AMLX_2025-06-24_33.47/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,30722,ns,True,0.000423149534535512,True,True,1750756745892000000,1750809264988000000,,True
AMOD_2025-01-17_41.24,data/filtered/AMOD_2025-01-17_41.24/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,4081,ns,True,0.0026954177897574125,True,True,1737108391564000000,1737161998739000000,,True
AMOD_2025-01-30_259.73,data/filtered/AMOD_2025-01-30_259.73/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,704470,ns,True,0.0010319814896305023,True,True,1738229030343000000,1738285191937000000,,True
AMOD_2025-02-13_227.17,data/filtered/AMOD_2025-02-13_227.17/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,599817,ns,True,0.001015309669449182,True,True,1739438011934000000,1739494798303000000,,True
AMOD_2025-03-12_32.59,data/filtered/AMOD_2025-03-12_32.59/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,1593,ns,True,0.0006277463904582549,True,True,1741778417676000000,1741822856047000000,,True
AMOD_2025-07-23_124.14,data/filtered/AMOD_2025-07-23_124.14/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,543058,ns,True,0.0007899708686733277,True,True,1753257652986000000,1753315198858000000,,True
AMPGW_2025-01-06_79.27,data/filtered/AMPGW_2025-01-06_79.27/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,134,ns,True,0.0,True,True,1736172660188000000,1736203405603000000,,True
AMPGW_2025-01-10_89.29,data/filtered/AMPGW_2025-01-10_89.29/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,130,ns,True,0.0,True,True,1736510409641000000,1736550198219000000,,True
AMPGW_2025-01-14_36.49,data/filtered/AMPGW_2025-01-14_36.49/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,72,ns,True,0.0,True,True,1736862121219000000,1736888400279000000,,True
AMPGW_2025-01-31_159.67,data/filtered/AMPGW_2025-01-31_159.67/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,342,ns,True,0.0029239766081871343,True,True,1738337146998000000,1738364124622000000,,True
AMPGW_2025-02-04_55.56,data/filtered/AMPGW_2025-02-04_55.56/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,82,ns,True,0.012195121951219513,True,True,1738679400486000000,1738702800286000000,,True
AMPX_2025-01-10_36.63,data/filtered/AMPX_2025-01-10_36.63/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,35191,ns,True,0.001079821545281464,True,True,1736499656281000000,1736557142498000000,,True
AMPX_2025-03-21_34.63,data/filtered/AMPX_2025-03-21_34.63/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,35497,ns,True,0.0016339408964137815,True,True,1742544000070000000,1742601586649000000,,True
AMPX.WS_2025-07-08_63.70,data/filtered/AMPX.WS_2025-07-08_63.70/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,925,ns,True,0.001081081081081081,True,True,1751972406968000000,1752019145600000000,,True
AMPX.WS_2025-07-09_90.48,data/filtered/AMPX.WS_2025-07-09_90.48/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,4813,ns,True,0.0018699355911074174,True,True,1752048657052000000,1752105558585000000,,True
AMPX.WS_2025-07-10_33.47,data/filtered/AMPX.WS_2025-07-10_33.47/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,2625,ns,True,0.001142857142857143,True,True,1752145208227000000,1752191932303000000,,True
AMPX.WS_2025-08-04_42.76,data/filtered/AMPX.WS_2025-08-04_42.76/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,480,ns,True,0.0,True,True,1754308800224000000,1754350942914000000,,True
AMPX.WS_2025-08-08_34.29,data/filtered/AMPX.WS_2025-08-08_34.29/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,1243,ns,True,0.0,True,True,1754655549664000000,1754695123857000000,,True
AMPX.WS_2025-10-15_34.20,data/filtered/AMPX.WS_2025-10-15_34.20/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,1600,ns,True,0.0,True,True,1760530143637000000,1760569200001000000,,True
AMRC_2025-05-06_34.09,data/filtered/AMRC_2025-05-06_34.09/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,27095,ns,True,0.0007381435689241557,True,True,1746518400011000000,1746574987593000000,,True
AMRC_2025-08-05_50.12,data/filtered/AMRC_2025-08-05_50.12/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,37772,ns,True,0.00029122101027215924,True,True,1754380800121000000,1754438159064000000,,True
AMRN_2025-06-24_36.35,data/filtered/AMRN_2025-06-24_36.35/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,10707,ns,True,0.0005603810591202018,True,True,1750762872130000000,1750809533254000000,,True
AMSC_2025-02-06_38.87,data/filtered/AMSC_2025-02-06_38.87/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,76741,ns,True,0.0012509610247455729,True,True,1738832400014000000,1738889974688000000,,True
AMST_2025-02-27_81.59,data/filtered/AMST_2025-02-27_81.59/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,215807,ns,True,0.0011769775771870235,True,True,1740646803653000000,1740704376467000000,,True
AMST_2025-05-16_81.70,data/filtered/AMST_2025-05-16_81.70/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,502571,ns,True,0.0009073344860726147,True,True,1747390865379000000,1747439989852000000,,True
AMST_2025-09-11_78.36,data/filtered/AMST_2025-09-11_78.36/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,558155,ns,True,0.0010516791930556923,True,True,1757586600004000000,1757635198747000000,,True
AMTD_2025-10-31_58.65,data/filtered/AMTD_2025-10-31_58.65/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,60882,ns,True,0.0007555599356131533,True,True,1761912001977000000,1761955197531000000,,True
AMUU_2025-04-09_49.16,data/filtered/AMUU_2025-04-09_49.16/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,257,ns,True,0.0,True,True,1744185605015000000,1744242747505000000,,True
AMUU_2025-10-06_75.13,data/filtered/AMUU_2025-10-06_75.13/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,15446,ns,True,0.0014890586559627088,True,True,1759737764434000000,1759795153179000000,,True
ANAB_2025-02-12_34.46,data/filtered/ANAB_2025-02-12_34.46/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,92998,ns,True,0.0011505623776855416,True,True,1739351371599000000,1739408301958000000,,True
ANAB_2025-09-30_39.66,data/filtered/ANAB_2025-09-30_39.66/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,42386,ns,True,0.0009673005237578445,True,True,1759220675470000000,1759276230073000000,,True
ANEB_2025-03-10_31.78,data/filtered/ANEB_2025-03-10_31.78/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,423,ns,True,0.0,True,True,1741613400987000000,1741650834208000000,,True
ANEB_2025-03-11_51.79,data/filtered/ANEB_2025-03-11_51.79/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,1879,ns,True,0.0015965939329430547,True,True,1741690767175000000,1741737598483000000,,True
ANEB_2025-07-01_50.69,data/filtered/ANEB_2025-07-01_50.69/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,973,ns,True,0.0,True,True,1751377220653000000,1751413205578000000,,True
ANEB_2025-07-02_40.57,data/filtered/ANEB_2025-07-02_40.57/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,1136,ns,True,0.0017605633802816902,True,True,1751443538266000000,1751486642035000000,,True
ANEB_2025-07-23_86.89,data/filtered/ANEB_2025-07-23_86.89/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,143535,ns,True,0.0013724875465914237,True,True,1753257825961000000,1753315182415000000,,True
ANF_2025-05-28_36.09,data/filtered/ANF_2025-05-28_36.09/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,234780,ns,True,0.001052048726467331,True,True,1748419200013000000,1748476797692000000,,True
ANGH_2025-07-14_35.14,data/filtered/ANGH_2025-07-14_35.14/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,754,ns,True,0.0,True,True,1752494407888000000,1752537268694000000,,True
ANGH_2025-07-28_56.49,data/filtered/ANGH_2025-07-28_56.49/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,75669,ns,True,0.0009250816054130489,True,True,1753689600034000000,1753747198979000000,,True
ANGI_2025-05-07_38.56,data/filtered/ANGI_2025-05-07_38.56/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,57746,ns,True,0.0012122051743843729,True,True,1746607242584000000,1746662389868000000,,True
ANGO_2025-01-08_39.67,data/filtered/ANGO_2025-01-08_39.67/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,31493,ns,True,0.0006985679357317499,True,True,1736331196340000000,1736384381934000000,,True
ANGX_2025-09-12_38.31,data/filtered/ANGX_2025-09-12_38.31/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,14088,ns,True,0.0009937535491198182,True,True,1757664232025000000,1757721554107000000,,True
ANGX_2025-09-15_42.53,data/filtered/ANGX_2025-09-15_42.53/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,9858,ns,True,0.0005072022722661798,True,True,1757923200041000000,1757980679151000000,,True
ANGX_2025-09-29_44.70,data/filtered/ANGX_2025-09-29_44.70/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,18264,ns,True,0.0004927726675427069,True,True,1759132831856000000,1759190298753000000,,True
ANGX_2025-10-01_40.45,data/filtered/ANGX_2025-10-01_40.45/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,20103,ns,True,0.0008953887479480674,True,True,1759306419437000000,1759363185024000000,,True
ANNA_2025-01-10_50.29,data/filtered/ANNA_2025-01-10_50.29/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,842,ns,True,0.0,True,True,1736501245007000000,1736552664230000000,,True
ANNA_2025-03-20_39.14,data/filtered/ANNA_2025-03-20_39.14/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,2652,ns,True,0.0,True,True,1742477401076000000,1742510937050000000,,True
ANNA_2025-04-16_38.72,data/filtered/ANNA_2025-04-16_38.72/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,590,ns,True,0.0,True,True,1744810201270000000,1744847967746000000,,True
ANNX_2025-03-17_35.00,data/filtered/ANNX_2025-03-17_35.00/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,22068,ns,True,0.000543773790103317,True,True,1742198403891000000,1742255841611000000,,True
ANPA_2025-07-09_321.31,data/filtered/ANPA_2025-07-09_321.31/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,43457,ns,True,0.0015647651701682123,True,True,1752048000082000000,1752105599903000000,,True
ANPA_2025-07-15_135.53,data/filtered/ANPA_2025-07-15_135.53/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,81167,ns,True,0.001256668350437986,True,True,1752566574962000000,1752623972875000000,,True
ANPA_2025-07-17_35.32,data/filtered/ANPA_2025-07-17_35.32/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,3678,ns,True,0.000543773790103317,True,True,1752739357391000000,1752796799377000000,,True
ANPA_2025-07-18_57.03,data/filtered/ANPA_2025-07-18_57.03/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,11381,ns,True,0.0007907916703277392,True,True,1752825600083000000,1752883167946000000,,True
