dest_dir,path,schema_fingerprint,schema_ok,timestamp_col_used,n_trades,unit_guess,unit_ok,pct_whole_second,granularity_ok,rows_ok,min_ts,max_ts,error,PASS
ACON_2025-01-24_77.31,data/filtered/ACON_2025-01-24_77.31/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,240518,ns,True,0.0011807848061267763,True,True,1737709200021000000,1737766799193000000,,True
ACON_2025-01-30_126.21,data/filtered/ACON_2025-01-30_126.21/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,53189,ns,True,0.000940043994058922,True,True,1738245600001000000,1738285198161000000,,True
ACON_2025-02-04_31.88,data/filtered/ACON_2025-02-04_31.88/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,92894,ns,True,0.0011518504962645597,True,True,1738659604171000000,1738717148300000000,,True
ACON_2025-02-28_109.13,data/filtered/ACON_2025-02-28_109.13/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,81250,ns,True,0.0010461538461538462,True,True,1740733223153000000,1740790799888000000,,True
ACON_2025-03-03_153.73,data/filtered/ACON_2025-03-03_153.73/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,649826,ns,True,0.00116031060622382,True,True,1740992400027000000,1741049996380000000,,True
ACON_2025-03-05_44.52,data/filtered/ACON_2025-03-05_44.52/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,38809,ns,True,0.001262593728258909,True,True,1741165231537000000,1741222792206000000,,True
ACON_2025-03-14_37.23,data/filtered/ACON_2025-03-14_37.23/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,27023,ns,True,0.0008141213040743071,True,True,1741939200022000000,1741996798192000000,,True
ACON_2025-03-17_48.96,data/filtered/ACON_2025-03-17_48.96/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,175230,ns,True,0.0010043942247332078,True,True,1742198401240000000,1742255996708000000,,True
ACON_2025-10-13_39.93,data/filtered/ACON_2025-10-13_39.93/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,111800,ns,True,0.0014579606440071557,True,True,1760342400039000000,1760399992845000000,,True
ACRV_2025-02-05_35.36,data/filtered/ACRV_2025-02-05_35.36/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,7889,ns,True,0.0003802763341361389,True,True,1738752540803000000,1738801632814000000,,True
ACRV_2025-04-15_46.00,data/filtered/ACRV_2025-04-15_46.00/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,9292,ns,True,0.00043047783039173483,True,True,1744704064366000000,1744761446166000000,,True
ACRV_2025-09-08_100.75,data/filtered/ACRV_2025-09-08_100.75/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,175641,ns,True,0.0010305110993446861,True,True,1757318400034000000,1757375993497000000,,True
ACXP_2025-01-06_40.47,data/filtered/ACXP_2025-01-06_40.47/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,4380,ns,True,0.0006849315068493151,True,True,1736158217407000000,1736211567247000000,,True
ACXP_2025-06-17_241.91,data/filtered/ACXP_2025-06-17_241.91/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,637119,ns,True,0.0007329870871846547,True,True,1750149619715000000,1750204799032000000,,True
ACXP_2025-08-28_46.82,data/filtered/ACXP_2025-08-28_46.82/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,4433,ns,True,0.006993006993006993,True,True,1756382401332000000,1756424763812000000,,True
ACXP_2025-10-08_94.41,data/filtered/ACXP_2025-10-08_94.41/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,392108,ns,True,0.0009971742479112898,True,True,1759910401649000000,1759967997794000000,,True
ADAG_2025-08-06_36.90,data/filtered/ADAG_2025-08-06_36.90/trades.parquet,"[[""duckdb_schema"", null], [""price"", ""DOUBLE""], [""sip_timestamp"", ""INT64""], [""size"", ""INT64""]]",True,sip_timestamp,1309,ns,True,0.0038197097020626434,True,True,1754475445109000000,1754524212314000000,,True
